,t,fronters_count,fit
0,1.96,,3.4480277174468252
1,2.0,,3.447412203906406
2,2.04,,3.4467843845029993
3,2.08,,3.44614426693411
4,2.12,,3.4454918590469275
5,2.16,,3.444827168838167
6,2.2,,3.444150204453907
7,2.24,,3.4434609741894207
8,2.28,,3.4427594864890074
9,2.32,,3.442045749945822
10,2.36,,3.441319773301697
11,2.4,,3.440581565446964
12,2.44,,3.4398311354202744
13,2.48,,3.4390684924084143
14,2.52,,3.4382936457461146
15,2.56,,3.437506604915865
16,2.6,,3.4367073795477157
17,2.64,,3.4358959794190853
18,2.68,,3.435072414454559
19,2.72,,3.4342366947256857
20,2.76,,3.433388830450776
21,2.8,,3.43252883199469
22,2.84,,3.4316567098686295
23,2.88,,3.430772474729921
24,2.92,,3.4298761373818003
25,2.96,,3.428967708773194
26,3.0,,3.428047199998492
27,3.04,,3.4271146222973266
28,3.08,,3.4261699870543407
29,3.12,,3.425213305798958
30,3.16,,3.424244590205147
31,3.2,,3.4232638520911842
32,3.24,,3.4222711034194138
33,3.28,,3.4212663562960057
34,3.32,,3.420249622970707
35,3.36,,3.4192209158365947
36,3.4,,3.418180247429824
37,3.44,,3.4171276304293734
38,3.48,,3.416063077656786
39,3.52,,3.414986602075913
40,3.56,,3.4138982167926453
41,3.6,,3.4127979350546513
42,3.64,,3.4116857702511085
43,3.68,,3.4105617359124283
44,3.72,,3.4094258457099853
45,3.76,,3.408278113455839
46,3.8,,3.4071185531024537
47,3.84,,3.4059471787424154
48,3.88,,3.404764004608147
49,3.92,20.45,3.40356904507162
50,3.96,20.46,3.402362314644064
51,4.0,20.465,3.401143827975672
52,4.04,20.47,3.3999135998553047
53,4.08,20.485,3.3986716452101913
54,4.12,20.49,3.3974179791056276
55,4.16,20.5,3.396152616744671
56,4.2,20.515,3.3948755734678344
57,4.24,20.525,3.3935868647527743
58,4.28,20.53,3.3922865062139813
59,4.32,20.54,3.3909745136024605
60,4.36,20.545,3.389650902805419
61,4.4,20.555,3.3883156898459386
62,4.44,20.565,3.3869688908826587
63,4.48,20.575,3.3856105222094484
64,4.52,20.585,3.384240600255076
65,4.56,20.595,3.3828591415828795
66,4.6,20.605,3.381466162890433
67,4.64,20.615,3.3800616810092112
68,4.68,20.62,3.3786457129042478
69,4.72,20.625,3.3772182756737967
70,4.76,20.63,3.3757793865489867
71,4.8,20.635,3.374329062893475
72,4.84,20.65,3.3728673222030974
73,4.88,20.665,3.371394182105519
74,4.92,20.68,3.369909660359877
75,4.96,20.685,3.3684137748564242
76,5.0,20.7,3.366906543616173
77,5.04,20.71,3.36538798479053
78,5.08,20.725,3.3638581166609334
79,5.12,20.74,3.3623169576384857
80,5.16,20.755,3.360764526263585
81,5.2,20.77,3.3592008412055527
82,5.24,20.775,3.3576259212622603
83,5.28,20.78,3.3560397853597523
84,5.32,20.785,3.3544424525518677
85,5.36,20.78,3.3528339420198563
86,5.4,20.78,3.3512142730719985
87,5.44,20.78,3.3495834651432173
88,5.48,20.78,3.3479415377946893
89,5.52,20.775,3.3462885107134537
90,5.56,20.775,3.3446244037120207
91,5.6,20.775,3.3429492367279745
92,5.64,20.785,3.3412630298235744
93,5.68,20.78,3.339565803185357
94,5.72,20.76,3.3378575771237307
95,5.76,20.755,3.3361383720725737
96,5.8,20.745,3.3344082085888234
97,5.84,20.73,3.33266710735207
98,5.88,20.715,3.330915089164143
99,5.92,20.7,3.3291521749486965
100,5.96,20.69,3.327378385750796
101,6.0,20.68,3.325593742736496
102,6.04,20.665,3.3237982671924216
103,6.08,20.65,3.3219919805253433
104,6.12,20.625,3.320174904261756
105,6.16,20.61,3.318347060047446
106,6.2,20.59,3.3165084696470677
107,6.24,20.575,3.314659154943705
108,6.28,20.57,3.3127991379384443
109,6.32,20.55,3.3109284407499318
110,6.36,20.535,3.309047085613941
111,6.4,20.515,3.307155094882929
112,6.44,20.5,3.3052524910255956
113,6.48,20.485,3.303339296626438
114,6.52,20.47,3.3014155343853044
115,6.56,20.455,3.2994812271169462
116,6.6,20.43,3.2975363977505663
117,6.64,20.415,3.295581069329367
118,6.68,20.405,3.293615265010094
