frame,frame,x,y,r,particle
1,1,781.5,550.5,11.4,1
1,1,628.5,650.5,8.0,4
2,2,628.5,650.5,8.0,4
2,2,780.5,550.5,11.4,1
3,3,628.5,650.5,8.0,4
3,3,782.5,551.5,8.0,1
4,4,782.5,551.5,8.0,1
4,4,628.5,650.5,8.0,4
5,5,781.5,550.5,11.4,1
5,5,628.5,650.5,8.0,4
6,6,628.5,650.5,8.0,4
6,6,781.5,550.5,11.4,1
7,7,782.5,551.5,8.0,1
7,7,628.5,650.5,8.0,4
8,8,628.5,650.5,8.0,4
8,8,781.5,550.5,11.4,1
9,9,782.5,551.5,8.0,1
9,9,628.5,650.5,8.0,4
10,10,782.5,551.5,8.0,1
10,10,628.5,650.5,8.0,4
11,11,782.5,551.5,8.0,1
11,11,628.5,650.5,8.0,4
12,12,628.5,650.5,8.0,4
12,12,782.5,551.5,8.0,1
13,13,782.5,551.5,8.0,1
13,13,628.5,650.5,8.0,4
14,14,780.5,550.5,11.4,1
14,14,628.5,650.5,8.0,4
15,15,628.5,650.5,8.0,4
15,15,780.5,550.5,11.4,1
16,16,628.5,650.5,8.0,4
16,16,780.5,550.5,11.4,1
17,17,628.5,650.5,8.0,4
17,17,782.5,551.5,8.0,1
18,18,628.5,650.5,8.0,4
18,18,782.5,551.5,8.0,1
19,19,628.5,650.5,8.0,4
19,19,781.5,550.5,11.4,1
20,20,782.5,551.5,8.0,1
20,20,628.5,650.5,8.0,4
21,21,628.5,650.5,8.0,4
21,21,782.5,551.5,8.0,1
22,22,782.5,551.5,8.0,1
22,22,628.5,650.5,8.0,4
23,23,782.5,551.5,8.0,1
23,23,628.5,650.5,8.0,4
24,24,782.5,551.5,8.0,1
24,24,628.5,650.5,8.0,4
25,25,782.5,551.5,8.0,1
25,25,628.5,650.5,8.0,4
26,26,628.5,650.5,8.0,4
26,26,782.5,551.5,8.0,1
27,27,628.5,650.5,8.0,4
27,27,781.5,550.5,11.4,1
28,28,782.5,551.5,8.0,1
28,28,628.5,650.5,8.0,4
29,29,628.5,650.5,8.0,4
29,29,778.5,551.5,10.3,1
30,30,628.5,650.5,8.0,4
30,30,782.5,551.5,8.0,1
31,31,782.5,551.5,8.0,1
31,31,628.5,650.5,8.0,4
32,32,782.5,551.5,8.0,1
32,32,628.5,650.5,8.0,4
33,33,628.5,650.5,8.0,4
33,33,782.5,553.5,9.1,1
34,34,782.5,553.5,9.1,1
34,34,628.5,650.5,8.0,4
35,35,628.5,650.5,8.0,4
35,35,781.5,550.5,11.4,1
36,36,781.5,550.5,11.4,1
36,36,628.5,650.5,8.0,4
37,37,628.5,650.5,8.0,4
37,37,782.5,551.5,8.0,1
38,38,782.5,551.5,8.0,1
38,38,628.5,650.5,8.0,4
39,39,781.5,550.5,11.4,1
39,39,628.5,650.5,8.0,4
40,40,628.5,650.5,8.0,4
40,40,782.5,551.5,8.0,1
41,41,628.5,650.5,8.0,4
41,41,781.5,550.5,11.4,1
