,frame,x,y,r
0,1.0,27.5,309.5,8.0
1,1.0,549.5,543.5,8.0
2,1.0,31.5,348.5,9.1
3,1.0,688.5,615.5,8.0
4,2.0,549.5,543.5,8.0
5,2.0,26.5,310.5,8.2
6,3.0,27.5,309.5,8.0
7,3.0,549.5,543.5,8.0
8,4.0,27.5,309.5,8.0
9,4.0,549.5,543.5,8.0
10,5.0,27.5,309.5,8.0
11,5.0,549.5,543.5,8.0
12,6.0,27.5,309.5,8.0
13,6.0,548.5,545.5,9.1
14,7.0,549.5,543.5,8.0
15,7.0,25.5,311.5,8.0
16,8.0,548.5,545.5,9.1
17,8.0,27.5,309.5,8.0
18,8.0,42.5,282.5,6.9
19,9.0,27.5,309.5,8.0
20,9.0,549.5,544.5,8.0
21,9.0,34.5,344.5,6.9
22,10.0,27.5,309.5,8.0
23,10.0,549.5,544.5,8.0
24,10.0,16.5,346.5,6.9
25,11.0,548.5,545.5,9.1
26,11.0,25.5,311.5,8.0
27,12.0,27.5,309.5,8.0
28,12.0,549.5,544.5,8.0
29,12.0,35.5,353.5,6.6
30,13.0,548.5,545.5,9.1
31,13.0,25.5,311.5,8.0
32,13.0,69.5,367.5,10.3
33,14.0,548.5,545.5,9.1
34,14.0,25.5,311.5,8.0
35,14.0,41.5,284.5,10.3
36,15.0,548.5,545.5,9.1
37,15.0,27.5,309.5,8.0
38,15.0,16.5,346.5,6.9
39,16.0,27.5,309.5,8.0
40,16.0,549.5,543.5,8.0
41,16.0,41.5,282.5,6.9
42,17.0,548.5,545.5,9.1
43,17.0,25.5,311.5,8.0
44,17.0,32.5,346.5,6.9
45,18.0,548.5,545.5,9.1
46,18.0,25.5,311.5,8.0
47,18.0,16.5,341.5,6.9
48,19.0,27.5,309.5,8.0
49,19.0,549.5,543.5,8.0
50,19.0,1062.5,217.5,8.0
51,19.0,35.5,352.5,6.9
52,19.0,725.5,15.5,6.9
53,20.0,549.5,543.5,8.0
54,20.0,25.5,311.5,8.0
55,21.0,27.5,309.5,8.0
56,21.0,549.5,543.5,8.0
57,22.0,27.5,309.5,8.0
58,22.0,549.5,543.5,8.0
59,22.0,32.5,346.5,6.9
60,23.0,27.5,309.5,8.0
61,23.0,549.5,543.5,8.0
62,23.0,35.5,353.5,6.6
63,24.0,548.5,545.5,9.1
64,24.0,27.5,309.5,8.0
65,24.0,32.5,345.5,6.9
66,24.0,688.5,615.5,8.0
67,25.0,548.5,545.5,9.1
68,25.0,27.5,309.5,8.0
69,26.0,27.5,309.5,8.0
70,26.0,549.5,544.5,8.0
71,27.0,548.5,545.5,9.1
72,27.0,27.5,309.5,8.0
73,27.0,15.5,340.5,6.9
74,28.0,548.5,545.5,9.1
75,28.0,27.5,309.5,8.0
