,t,fronters_count,fit
0,1.96,,0.876860016233886
1,2.0,,0.8768499382272357
2,2.04,,0.8768396567590494
3,2.08,,0.8768291718373984
4,2.12,,0.8768184834705143
5,2.16,,0.8768075916667878
6,2.2,,0.8767964964347694
7,2.24,,0.8767851977831695
8,2.28,,0.8767736957208577
9,2.32,,0.8767619902568634
10,2.36,,0.8767500814003754
11,2.4,,0.8767379691607424
12,2.44,,0.8767256535474724
13,2.48,,0.876713134570233
14,2.52,,0.8767004122388514
15,2.56,,0.8766874865633143
16,2.6,,0.8766743575537678
17,2.64,,0.8766610252205176
18,2.68,,0.8766474895740287
19,2.72,,0.876633750624926
20,2.76,,0.8766198083839934
21,2.8,,0.8766056628621746
22,2.84,,0.8765913140705723
23,2.88,,0.876576762020449
24,2.92,,0.8765620067232263
25,2.96,,0.8765470481904856
26,3.0,,0.8765318864339671
27,3.04,,0.8765165214655708
28,3.08,,0.8765009532973559
29,3.12,,0.8764851819415408
30,3.16,,0.8764692074105035
31,3.2,,0.8764530297167807
32,3.24,,0.8764366488730693
33,3.28,,0.8764200648922245
34,3.32,,0.8764032777872611
35,3.36,,0.8763862875713534
36,3.4,,0.8763690942578347
37,3.44,,0.8763516978601974
38,3.48,,0.876334098392093
39,3.52,,0.8763162958673324
40,3.56,,0.8762982902998855
41,3.6,,0.8762800817038812
42,3.64,,0.8762616700936078
43,3.68,,0.8762430554835123
44,3.72,,0.8762242378882011
45,3.76,,0.8762052173224395
46,3.8,,0.8761859938011517
47,3.84,,0.8761665673394211
48,3.88,,0.8761469379524899
49,3.92,20.45,0.8761271056557594
50,3.96,20.46,0.8761070704647898
51,4.0,20.465,0.8760868323953
52,4.04,20.47,0.8760663914631684
53,4.08,20.485,0.8760457476844316
54,4.12,20.49,0.8760249010752853
55,4.16,20.5,0.8760038516520843
56,4.2,20.515,0.8759825994313418
57,4.24,20.525,0.8759611444297302
58,4.28,20.53,0.8759394866640802
59,4.32,20.54,0.8759176261513816
60,4.36,20.545,0.8758955629087828
61,4.4,20.555,0.875873296953591
62,4.44,20.565,0.8758508283032721
63,4.48,20.575,0.8758281569754504
64,4.52,20.585,0.8758052829879089
65,4.56,20.595,0.8757822063585896
66,4.6,20.605,0.8757589271055929
67,4.64,20.615,0.8757354452471774
68,4.68,20.62,0.8757117608017605
69,4.72,20.625,0.8756878737879183
70,4.76,20.63,0.8756637842243853
71,4.8,20.635,0.8756394921300542
72,4.84,20.65,0.8756149975239764
73,4.88,20.665,0.8755903004253618
74,4.92,20.68,0.8755654008535784
75,4.96,20.685,0.8755402988281528
76,5.0,20.7,0.8755149943687698
77,5.04,20.71,0.8754894874952727
78,5.08,20.725,0.8754637782276629
79,5.12,20.74,0.8754378665861001
80,5.16,20.755,0.8754117525909024
81,5.2,20.77,0.875385436262546
82,5.24,20.775,0.8753589176216653
83,5.28,20.78,0.8753321966890526
84,5.32,20.785,0.8753052734856589
85,5.36,20.78,0.8752781480325929
86,5.4,20.78,0.8752508203511212
87,5.44,20.78,0.875223290462669
88,5.48,20.78,0.8751955583888191
89,5.52,20.775,0.8751676241513124
90,5.56,20.775,0.8751394877720479
91,5.6,20.775,0.8751111492730823
92,5.64,20.785,0.8750826086766305
93,5.68,20.78,0.8750538660050647
94,5.72,20.76,0.8750249212809159
95,5.76,20.755,0.8749957745268719
96,5.8,20.745,0.8749664257657791
97,5.84,20.73,0.8749368750206411
98,5.88,20.715,0.8749071223146196
99,5.92,20.7,0.8748771676710337
100,5.96,20.69,0.8748470111133605
101,6.0,20.68,0.8748166526652345
102,6.04,20.665,0.8747860923504477
103,6.08,20.65,0.8747553301929499
104,6.12,20.625,0.8747243662168487
105,6.16,20.61,0.8746932004464085
106,6.2,20.59,0.8746618329060518
107,6.24,20.575,0.8746302636203582
108,6.28,20.57,0.8745984926140651
109,6.32,20.55,0.8745665199120668
110,6.36,20.535,0.8745343455394152
111,6.4,20.515,0.8745019695213196
112,6.44,20.5,0.8744693918831464
113,6.48,20.485,0.8744366126504195
114,6.52,20.47,0.8744036318488198
115,6.56,20.455,0.8743704495041854
116,6.6,20.43,0.8743370656425117
117,6.64,20.415,0.8743034802899511
118,6.68,20.405,0.8742696934728131
119,6.72,20.4,0.8742357052175643
120,6.76,20.395,0.8742015155508284
121,6.8,20.39,0.8741671244993857
122,6.84,20.365,0.8741325320901739
123,6.88,20.35,0.8740977383502875
124,6.92,20.34,0.8740627433069776
125,6.96,20.34,0.8740275469876525
126,7.0,20.325,0.8739921494198771
127,7.04,20.31,0.8739565506313732
128,7.08,20.295,0.8739207506500192
129,7.12,20.28,0.8738847495038502
130,7.16,20.265,0.8738485472210581
131,7.2,20.255,0.8738121438299912
132,7.24,20.245,0.8737755393591546
133,7.28,20.245,0.87373873383721
134,7.32,20.235,0.8737017272929752
135,7.36,20.23,0.8736645197554251
136,7.4,20.215,0.8736271112536903
137,7.44,20.205,0.8735895018170586
138,7.48,20.19,0.8735516914749735
139,7.52,20.185,0.873513680257035
140,7.56,20.185,0.8734754681929997
141,7.6,20.175,0.8734370553127802
142,7.64,20.17,0.873398441646445
143,7.68,20.165,0.8733596272242193
144,7.72,20.175,0.8733206120764841
145,7.76,20.165,0.8732813962337768
146,7.8,20.16,0.8732419797267904
147,7.84,20.16,0.8732023625863741
148,7.88,20.165,0.8731625448435333
149,7.92,20.17,0.873122526529429
150,7.96,20.165,0.8730823076753783
151,8.0,20.165,0.8730418883128541
152,8.04,20.16,0.8730012684734848
153,8.08,20.155,0.8729604481890552
154,8.12,20.165,0.8729194274915052
155,8.16,20.17,0.8728782064129306
156,8.2,20.175,0.872836784985583
157,8.24,20.175,0.8727951632418696
158,8.28,20.17,0.8727533412143526
159,8.32,20.17,0.8727113189357504
160,8.36,20.17,0.8726690964389366
161,8.4,20.17,0.8726266737569403
162,8.44,20.155,0.8725840509229456
163,8.48,20.145,0.8725412279702924
164,8.52,20.13,0.8724982049324759
165,8.56,20.12,0.8724549818431461
166,8.6,20.115,0.8724115587361086
167,8.64,20.1,0.8723679356453242
168,8.68,20.09,0.8723241126049086
169,8.72,20.09,0.8722800896491325
170,8.76,20.085,0.872235866812422
171,8.8,20.06,0.8721914441293578
172,8.84,20.05,0.8721468216346759
173,8.88,20.035,0.8721019993632668
174,8.92,20.025,0.8720569773501762
175,8.96,20.01,0.8720117556306044
176,9.0,19.99,0.8719663342399065
177,9.04,19.99,0.8719207132135923
178,9.08,19.97,0.8718748925873265
179,9.12,19.955,0.8718288723969281
180,9.16,19.95,0.8717826526783706
181,9.2,19.92,0.8717362334677824
182,9.24,19.905,0.8716896148014462
183,9.28,19.875,0.871642796715799
184,9.32,19.855,0.8715957792474326
185,9.36,19.84,0.8715485624330924
186,9.4,19.83,0.871501146309679
187,9.44,19.81,0.8714535309142465
188,9.48,19.81,0.8714057162840034
189,9.52,19.785,0.8713577024563127
190,9.56,19.765,0.8713094894686909
191,9.6,19.76,0.8712610773588091
192,9.64,19.74,0.8712124661644919
193,9.68,19.72,0.8711636559237184
194,9.72,19.695,0.871114646674621
195,9.76,19.685,0.8710654384554863
196,9.8,19.67,0.8710160313047549
197,9.84,19.65,0.8709664252610206
198,9.88,19.61,0.8709166203630314
199,9.92,19.58,0.8708666166496887
200,9.96,19.555,0.8708164141600473
201,10.0,19.535,0.870766012933316
202,10.04,19.51,0.8707154130088569
203,10.08,19.51,0.8706646144261855
204,10.12,19.505,0.8706136172249707
205,10.16,19.475,0.8705624214450346
206,10.2,19.435,0.870511027126353
207,10.24,19.42,0.8704594343090546
208,10.28,19.385,0.8704076430334213
209,10.32,19.355,0.8703556533398884
210,10.36,19.33,0.8703034652690438
211,10.4,19.31,0.8702510788616289
212,10.44,19.285,0.8701984941585378
213,10.48,19.27,0.8701457112008177
214,10.52,19.26,0.8700927300296686
215,10.56,19.23,0.8700395506864431
216,10.6,19.205,0.8699861732126469
217,10.64,19.195,0.8699325976499384
218,10.68,19.18,0.8698788240401281
219,10.72,19.155,0.8698248524251798
220,10.76,19.135,0.8697706828472097
221,10.8,19.13,0.869716315348486
222,10.84,19.12,0.8696617499714299
223,10.88,19.09,0.8696069867586145
224,10.92,19.065,0.8695520257527658
225,10.96,19.04,0.8694968669967617
226,11.0,19.03,0.8694415105336321
227,11.04,18.98,0.8693859564065595
228,11.08,18.95,0.8693302046588782
229,11.12,18.93,0.8692742553340748
230,11.16,18.905,0.8692181084757876
231,11.2,18.885,0.8691617641278072
232,11.24,18.87,0.8691052223340756
233,11.28,18.865,0.869048483138687
234,11.32,18.855,0.8689915465858871
235,11.36,18.84,0.8689344127200734
236,11.4,18.81,0.8688770815857955
237,11.44,18.78,0.8688195532277535
238,11.48,18.755,0.8687618276908001
239,11.52,18.735,0.8687039050199389
240,11.56,18.705,0.8686457852603252
241,11.6,18.675,0.8685874684572653
242,11.64,18.635,0.8685289546562172
243,11.68,18.615,0.8684702439027897
244,11.72,18.585,0.8684113362427432
245,11.76,18.555,0.8683522317219892
246,11.8,18.53,0.8682929303865897
247,11.84,18.525,0.8682334322827583
248,11.88,18.515,0.8681737374568593
249,11.92,18.495,0.8681138459554079
250,11.96,18.475,0.86805375782507
251,12.0,18.455,0.8679934731126625
252,12.04,18.44,0.8679329918651528
253,12.08,18.395,0.867872314129659
254,12.12,18.35,0.8678114399534499
255,12.16,18.325,0.8677503693839443
256,12.2,18.32,0.8676891024687122
257,12.24,18.3,0.8676276392554735
258,12.28,18.28,0.8675659797920985
259,12.32,18.265,0.8675041241266076
260,12.36,18.245,0.8674420723071721
261,12.4,18.225,0.8673798243821125
262,12.44,18.235,0.8673173803998999
263,12.48,18.215,0.8672547404091555
264,12.52,18.18,0.8671919044586501
265,12.56,18.175,0.8671288725973046
266,12.6,18.165,0.8670656448741898
267,12.64,18.145,0.8670022213385259
268,12.68,18.135,0.8669386020396833
269,12.72,18.12,0.8668747870271817
270,12.76,18.085,0.8668107763506904
271,12.8,18.06,0.8667465700600281
272,12.84,18.04,0.8666821682051633
273,12.88,18.03,0.8666175708362136
274,12.92,18.01,0.8665527780034459
275,12.96,18.0,0.8664877897572765
276,13.0,17.99,0.8664226061482706
277,13.04,18.005,0.8663572272271429
278,13.08,18.015,0.8662916530447569
279,13.12,18.01,0.8662258836521249
280,13.16,18.0,0.8661599191004087
281,13.2,17.995,0.8660937594409183
282,13.24,17.965,0.8660274047251127
283,13.28,17.925,0.8659608550046
284,13.32,17.885,0.8658941103311364
285,13.36,17.86,0.865827170756627
286,13.4,17.845,0.8657600363331251
287,13.44,17.84,0.8656927071128331
288,13.48,17.82,0.8656251831481009
289,13.52,17.795,0.8655574644914275
290,13.56,17.77,0.8654895511954595
