bottype,bot_No.,angle,iteration,path,file,start_min,end_min
fronter,6,5.1,2,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,5.1,3,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,5.1,4,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,5.1,5,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,5.1,6,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,5.1,7,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,5.1,8,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,5.1,9,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,5.1,10,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,7.8,1,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,7.8,2,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,7.8,3,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,7.8,4,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,7.8,5,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,7.8,6,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,7.8,7,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,7.8,8,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,7.8,9,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,7.8,10,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,10.6,1,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,10.6,2,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,10.6,3,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,10.6,4,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,10.6,5,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,10.6,6,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,10.6,7,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,10.6,8,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,10.6,9,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,10.6,10,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,15.3,1,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,15.3,2,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,15.3,3,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,15.3,4,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,15.3,5,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,15.3,6,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,15.3,7,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,15.3,8,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,15.3,9,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,15.3,10,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,19.7,1,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,19.7,2,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,19.7,3,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,19.7,4,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,19.7,5,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,19.7,6,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,19.7,7,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,19.7,8,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,19.7,9,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
fronter,6,19.7,10,D:\Eden\new_exp_test_15_11_23\14_2_24,C0712.MP4,,
