,t,fronters_count,fit
0,1.96,,8.687944442864778
1,2.0,,8.664059028802047
2,2.04,,8.640249281413299
3,2.08,,8.616514960993852
4,2.12,,8.592855828598386
5,2.16,,8.569271646038539
6,2.2,,8.545762175880505
7,2.24,,8.522327181442641
8,2.28,,8.498966426793096
9,2.32,,8.475679676747426
10,2.36,,8.452466696866221
11,2.4,,8.429327253452763
12,2.44,,8.406261113550658
13,2.48,,8.383268044941493
14,2.52,,8.360347816142506
15,2.56,,8.337500196404243
16,2.6,,8.314724955708247
17,2.64,,8.292021864764735
18,2.68,,8.269390695010292
19,2.72,,8.246831218605573
20,2.76,,8.224343208432998
21,2.8,,8.201926438094484
22,2.84,,8.179580681909144
23,2.88,,8.157305714911034
24,2.92,,8.135101312846881
25,2.96,,8.112967252173817
26,3.0,,8.090903310057145
27,3.04,,8.068909264368077
28,3.08,,8.046984893681518
29,3.12,,8.02512997727382
30,3.16,,8.003344295120566
31,3.2,,7.9816276278943565
32,3.24,,7.9599797569626
33,3.28,,7.93840046438531
34,3.32,,7.916889532912918
35,3.36,,7.895446745984072
36,3.4,,7.874071887723474
37,3.44,,7.852764742939693
38,3.48,,7.8315250971230075
39,3.52,,7.810352736443238
40,3.56,,7.7892474477475995
41,3.6,,7.768209018558554
42,3.64,,7.747237237071676
43,3.68,,7.726331892153509
44,3.72,,7.705492773339451
45,3.76,,7.684719670831632
46,3.8,,7.664012375496798
47,3.84,,7.64337067886421
48,3.88,,7.622794373123547
49,3.92,8.0,7.602283251122808
50,3.96,8.0,7.581837106366229
51,4.0,8.0,7.561455733012207
52,4.04,8.0,7.541138925871225
53,4.08,8.0,7.5208864804037825
54,4.12,8.0,7.500698192718345
55,4.16,8.0,7.480573859569285
56,4.2,8.0,7.460513278354836
57,4.24,8.0,7.440516247115057
58,4.28,8.0,7.420582564529792
59,4.32,8.0,7.4007120299166544
60,4.36,8.0,7.380904443228994
61,4.4,8.0,7.361159605053892
62,4.44,8.0,7.341477316610149
63,4.48,8.0,7.3218573797462865
64,4.52,8.0,7.302299596938548
65,4.56,8.0,7.2828037712889175
66,4.6,8.0,7.263369706523128
67,4.64,8.0,7.243997206988694
68,4.68,8.0,7.224686077652937
69,4.72,8.0,7.20543612410102
70,4.76,8.0,7.1862471525339995
71,4.8,8.0,7.167118969766863
72,4.84,8.0,7.148051383226591
73,4.88,8.0,7.129044200950218
74,4.92,8.0,7.110097231582897
75,4.96,8.0,7.0912102843759754
76,5.0,8.0,7.072383169185072
