BotNum,fronter_data,fronter_data_max,fronter_diff,aligner_data,aligner_data_max,aligner_diff
1,1.7877270304347732,1.761371331995166,0.026355698439607167,1.6470730359596026,1.4891777287346772,0.1578953072249254
4,1.836116248896146,1.7707585633588698,0.06535768553727617,1.7152074620703481,1.6704806905169065,0.044726771553441624
8,1.7937175739220355,1.7211531504730475,0.07256442344898795,1.593939274686968,1.5553174234497176,0.03862185123725048
16,1.8472363327757275,1.7946323026658322,0.05260403010989534,1.6248891492568553,1.5376939316631397,0.08719521759371562
21,1.7645924424943742,1.7004972913983,0.06409515109607411,1.6326252057904793,1.5440106189279748,0.08861458686250456
53,1.7386129709375533,1.6846286812859779,0.05398428965157542,1.6025261134801303,1.569509394497419,0.0330167189827113
