Bot_num,fronter_data,fronter_data_max,fronter_diff,aligner_data,aligner_data_max,aligner_diff
1,1.7985242350147945,1.7173424181147645,0.08118181690003001,1.5827776125778323,1.3900104766113242,0.19276713596650819
4,1.809249025779651,1.7377675479361072,0.07148147784354375,1.6319203353542886,1.5534317185779503,0.07848861677633834
8,1.7074819187748767,1.624349580002671,0.0831323387722056,1.5824181639615815,1.5106312994463462,0.0717868645152353
16,1.8281033450569677,1.7629670989126753,0.06513624614429236,1.56233189042632,1.47098103269086,0.09135085773546003
21,1.7428041313216327,1.6975795163359924,0.04522461498564034,1.5236288413056573,1.4325391272347117,0.09108971407094568
53,1.6893507793558884,1.664774809685374,0.02457596967051434,1.5650456502171066,1.54062002683831,0.024425623378796724
