,FileName,n_max,n_max_err,A_max,A_max_err,n_min,n_min_err,A_min,A_min_err,Bot_Type,Bot_num
0,fronter_N016_D028_C0569.MP4_link.csv,1.8502332386403966,0.0008254808253090786,0.018048418216952578,0.002587809118780362,1.8927589154311841,0.00045755780659375087,0.01644819091391462,0.0011151787682276962,fronter,16
0,fronter_N016_D028_C0568.MP4_link.csv,1.7128553959437927,0.0016760538583205555,0.021225013505893894,0.005254280104437383,1.7926874915661055,0.00043026999694599516,0.017738356096175446,0.0010486717825304377,fronter,16
0,aligner_N016_D028_C0591.MP4_link.csv,1.536715428912411,0.0005641621959785433,0.025785444730777884,0.0017685984250825884,1.5732824278057795,0.0008708001748001528,0.023779163808205387,0.0021223501065838297,aligner,16
0,aligner_N016_D028_C0590.MP4_link.csv,1.5473689136896114,0.0023254345287630667,0.019712083904741967,0.007290030850331311,1.6483118033674666,0.0018609712624468174,0.01602818621309429,0.004535635961492983,aligner,16
0,aligner_N016_D028_C0589.MP4_link.csv,1.5615393170539325,0.0025840824612526083,0.018923276251504688,0.008100869240549053,1.673776734486373,0.001680685905134449,0.01503326911350995,0.0040962370507375565,aligner,16
0,aligner_N016_D028_C0588.MP4_link.csv,1.4859148264209168,0.002260649526024032,0.013263335567209931,0.007086935664050172,1.5932826344172002,0.0015258459245108557,0.010637115785703397,0.003718854661738348,aligner,16
0,aligner_N053_D028_C0510.MP4_link.csv,1.5542884190084534,0.0007596782335419608,0.023064568299460037,0.002381523847392489,1.5472844606016227,0.0010301615578231014,0.023863879875762883,0.002510752240905551,aligner,53
0,aligner_N053_D028_C0511.MP4_link.csv,1.5728620868358996,0.0010665748696871973,0.026197991384162584,0.0033436175709251202,1.6221838560476252,0.0007569039687036236,0.023663900413542084,0.0018447575879328455,aligner,53
0,aligner_N053_D028_C0512.MP4_link.csv,1.5865242584957797,0.0014481238399635865,0.01481858201386022,0.004539739725628026,1.6485243289358953,0.0017203317747958434,0.013105019259663949,0.004192863595647554,aligner,53
0,aligner_N053_D028_C0513.MP4_link.csv,1.5735735944285727,0.0008411300265061855,0.008305251906383909,0.002636867974541567,1.6171591799469451,0.0010695233914532714,0.007572147121098951,0.002606686525913525,aligner,53
0,fronter_N053_D028_C0505.MP4_link.csv,1.7663446323470082,0.0016067414342943633,0.24059052776550674,0.004451063091809351,1.754540478707693,0.002313643062672944,0.25276013465996267,0.005638906226062972,fronter,53
0,fronter_N053_D028_C0506.MP4_link.csv,1.6527594481098937,0.002710727953104238,0.1005769715675329,0.008497891536007027,1.7624485542136974,0.0020325484450480374,0.08100661238296619,0.004953810931752981,fronter,53
0,fronter_N053_D028_C0507.MP4_link.csv,1.7448593249825484,0.0015887609970205736,0.05956344890735547,0.004980624728791392,1.795521895834893,0.0008446106854384381,0.05370947519976473,0.0020585200131885916,fronter,53
0,fronter_N053_D028_C0509.MP4_link.csv,1.6505205142762638,0.0017151229507802069,0.03510824387823557,0.005376758251918728,1.7102629528985012,0.00194242254323196,0.03144277224493894,0.004734152357501271,fronter,53
0,fronter_N021_D028_C0490.MP4_link.csv,1.6617427646114382,0.002527831798817797,0.10231019733588968,0.007924528316787936,1.7638093736831704,0.0019848992545230897,0.08383987724084824,0.004837678341991215,fronter,21
0,fronter_N021_D028_C0491.MP4_link.csv,1.9165035981679697,0.0007574987648483885,0.11142645887953416,0.0020846178315399376,1.913182725397349,0.0006202469034842823,0.11124205038179191,0.0015116913300117713,fronter,21
0,updated_test_fronter_N021_D028_C0492.MP4_link.csv,1.5596105468334989,0.0009554370218988322,0.03629512680358386,0.0029952102575246664,1.626963222276635,0.000788324741971509,0.03109575608071752,0.0019213375893356115,fronter,21
0,fronter_N021_D028_C0493.MP4_link.csv,1.754001621708878,0.0004836768304495634,0.01577223049893148,0.0015162839445906234,1.7847338255562621,0.0004921829855768376,0.014709748124871122,0.0011995686906567358,fronter,21
0,updated_test_aligner_N021_D028_C0494.MP4_link.csv,1.4208925689288807,0.002697675448229308,0.018606925318212904,0.008456973125045874,1.555610164120627,0.0023033014710642486,0.014014540852838686,0.00561370139000348,aligner,21
0,aligner_N021_D028_C0495.MP4_link.csv,1.5111372376943435,0.0006880444115740462,0.01774930680729225,0.002156958144710502,1.495885579923899,0.001539319882220993,0.018664417042864038,0.0037516939152021267,aligner,21
0,aligner_N021_D028_C0497.MP4_link.csv,1.4384211211589486,0.0036642221032949563,0.024467018379947136,0.011487011073935868,1.5918704124839462,0.0021860488237300984,0.01787131949655241,0.005327928362316835,aligner,21
0,aligner_N021_D028_C0498.MP4_link.csv,1.6539500278314592,0.0022876847359994444,0.03419535784010463,0.007171688620224989,1.7465392075510051,0.0015773917292484228,0.02840253493110143,0.00384448419109433,aligner,21
