diameter,fronter_data,fronter_data_max,fronter_diff,aligner_data,aligner_data_max,aligner_diff
7,1.2388434759254827,1.0775899125483834,0.16125356337709928,1.1009160691519937,1.117655545413238,-0.01673947626124428
12,1.5479289483332492,1.3260355971703524,0.22189335116289688,1.3609664510240815,1.1556999933883252,0.20526645763575635
18,1.6837793642785204,1.5688636503466318,0.1149157139318886,1.3486288321655466,1.2554216329536672,0.09320719921187948
28,1.722572399423652,1.6586292953751,0.06394310404855186,1.5653117814243893,1.4736854207650585,0.09162636065933083
32,1.7775349467133403,1.640125823333608,0.13740912337973232,1.6573435181041507,1.6168291784769009,0.04051433962724982
