diameter,fronter_data,fronter_data_max,fronter_diff,aligner_data,aligner_data_max,aligner_diff
7,1.3317251321432164,1.2093683898825143,0.12235674226070214,1.2280356512162238,1.1935626015347467,0.03447304968147713
12,1.6764991139761318,1.4997178069948198,0.176781306981312,1.452229592961728,1.2910936954215637,0.16113589754016422
18,1.7167316151073222,1.6112691210743215,0.10546249403300068,1.4365639931004202,1.3188753807623343,0.11768861233808581
28,1.7721722867283543,1.723959321259263,0.04821296546909126,1.5974763410198694,1.506100238903408,0.09137610211646141
32,1.830717315954727,1.7360569145555167,0.09466040139921028,1.6312492404956251,1.5813454379039587,0.04990380259166649
