,t,fronters_count,fit
0,1.96,,21.904096639015044
1,2.0,,21.890562827179906
2,2.04,,21.876765201421925
3,2.08,,21.862704330518895
4,2.12,,21.848380793823008
5,2.16,,21.833795181221085
6,2.2,,21.81894809309408
7,2.24,,21.8038401402759
8,2.28,,21.788471944011526
9,2.32,,21.772844135914426
10,2.36,,21.756957357923323
11,2.4,,21.740812262258217
12,2.44,,21.724409511375786
13,2.48,,21.707749777924086
14,2.52,,21.690833744696572
15,2.56,,21.673662104585485
16,2.6,,21.656235560534526
17,2.64,,21.638554825490928
18,2.68,,21.620620622356846
19,2.72,,21.602433683940095
20,2.76,,21.58399475290427
21,2.8,,21.565304581718184
22,2.84,,21.54636393260473
23,2.88,,21.527173577489066
24,2.92,,21.507734297946197
25,2.96,,21.488046885147934
26,3.0,,21.468112139809246
27,3.04,,21.447930872133995
28,3.08,,21.427503901760065
29,3.12,,21.406832057703905
30,3.16,,21.385916178304466
31,3.2,,21.364757111166558
32,3.24,,21.343355713103616
33,3.28,,21.321712850079916
34,3.32,,21.299829397152166
35,3.36,,21.27770623841059
36,3.4,,21.255344266919415
37,3.44,,21.232744384656815
38,3.48,,21.2099075024543
39,3.52,,21.18683453993556
40,3.56,,21.1635264254548
41,3.6,,21.13998409603449
42,3.64,,21.116208497302633
43,3.68,,21.0922005834295
44,3.72,,21.067961317063833
45,3.76,,21.043491669268583
46,3.8,,21.018792619456086
47,3.84,,20.99386515532279
48,3.88,,20.968710272783476
49,3.92,21.015,20.94332897590499
50,3.96,21.015,20.917722276839502
51,4.0,21.015,20.891891195757303
52,4.04,21.01,20.865836760779104
53,4.08,21.005,20.839560007907917
54,4.12,21.01,20.813061980960462
55,4.16,21.01,20.78634373149812
56,4.2,21.01,20.75940631875746
57,4.24,21.01,20.732250809580332
58,4.28,21.01,20.704878278343514
59,4.32,21.01,20.67728980688797
60,4.36,21.01,20.649486484447664
61,4.4,21.01,20.621469407577983
62,4.44,21.01,20.593239680083745
63,4.48,21.01,20.564798412946836
64,4.52,21.005,20.536146724253427
65,4.56,21.005,20.507285739120842
66,4.6,21.0,20.478216589624022
67,4.64,21.0,20.44894041472165
68,4.68,21.0,20.419458360181885
69,4.72,21.0,20.389771578507773
70,4.76,20.995,20.359881228862267
71,4.8,20.995,20.329788476992974
72,4.84,20.985,20.299494495156484
73,4.88,20.985,20.269000462042445
74,4.92,20.985,20.238307562697276
75,4.96,20.98,20.207416988447577
76,5.0,20.97,20.176329936823233
77,5.04,20.965,20.145047611480233
78,5.08,20.955,20.113571222123166
79,5.12,20.945,20.08190198442746
80,5.16,20.93,20.050041119961318
81,5.2,20.91,20.017989856107402
82,5.24,20.9,19.985749425984256
83,5.28,20.885,19.953321068367444
84,5.32,20.875,19.920706027610457
85,5.36,20.86,19.887905553565385
86,5.4,20.84,19.854920901503327
87,5.44,20.83,19.821753332034596
88,5.48,20.82,19.78840411102869
89,5.52,20.81,19.75487450953404
90,5.56,20.795,19.721165803697577
91,5.6,20.785,19.68727927468405
92,5.64,20.77,19.65321620859523
93,5.68,20.755,19.61897789638882
94,5.72,20.745,19.584565633797283
95,5.76,20.73,19.54998072124644
96,5.8,20.72,19.515224463773926
97,5.84,20.71,19.480298170947478
98,5.88,20.705,19.44520315678308
99,5.92,20.69,19.40994073966295
100,5.96,20.67,19.374512242253406
101,6.0,20.655,19.3389189914226
102,6.04,20.645,19.303162318158112
103,6.08,20.63,19.26724355748445
104,6.12,20.615,19.231164048380425
105,6.16,20.605,19.19492513369645
106,6.2,20.595,19.158528160071707
107,6.24,20.585,19.121974477851257
108,6.28,20.57,19.08526544100305
109,6.32,20.555,19.04840240703489
110,6.36,20.535,19.011386736911298
111,6.4,20.515,18.97421979497035
112,6.44,20.5,18.936902948840423
113,6.48,20.47,18.89943756935696
114,6.52,20.445,18.86182503047911
115,6.56,20.42,18.82406670920643
116,6.6,20.395,18.786163985495484
117,6.64,20.375,18.74811824217649
118,6.68,20.34,18.7099308648699
119,6.72,20.315,18.67160324190303
120,6.76,20.285,18.633136764226638
121,6.8,20.25,18.594532825331587
122,6.84,20.22,18.555792821165443
123,6.88,20.18,18.516918150049165
124,6.92,20.14,18.47791021259379
125,6.96,20.1,18.438770411617163
126,7.0,20.065,18.39950015206073
127,7.04,20.025,18.360100840906362
128,7.08,19.99,18.320573887093246
129,7.12,19.95,18.280920701434848
130,7.16,19.92,18.241142696535942
131,7.2,19.89,18.201241286709717
132,7.24,19.855,18.161217887894978
133,7.28,19.805,18.121073917573433
134,7.32,19.75,18.080810794687086
135,7.36,19.715,18.04042993955573
136,7.4,19.675,17.999932773794544
137,7.44,19.625,17.95932072023185
138,7.48,19.575,17.91859520282694
139,7.52,19.515,17.877757646588062
140,7.56,19.46,17.836809477490565
141,7.6,19.395,17.79575212239516
142,7.64,19.325,17.754587008966343
143,7.68,19.26,17.713315565590957
144,7.72,19.19,17.67193922129698
145,7.76,19.115,17.630459405672404
146,7.8,19.035,17.58887754878434
147,7.84,18.965,17.547195081098305
