,frame,distance_sq
0,1.0,16029.0
1,1.0,15533.0
2,1.0,15725.0
3,1.0,15300.0
4,1.0,333853.0
5,1.0,5197.0
6,2.0,16029.0
7,2.0,15533.0
8,2.0,15725.0
9,2.0,332858.0
10,2.0,15650.0
11,2.0,5197.0
12,3.0,16029.0
13,3.0,15533.0
14,3.0,15725.0
15,3.0,15300.0
16,3.0,333853.0
17,3.0,382957.0
18,4.0,16029.0
19,4.0,15533.0
20,4.0,15725.0
21,4.0,333853.0
22,4.0,15730.0
23,5.0,16029.0
24,5.0,15533.0
25,5.0,15725.0
26,5.0,15730.0
27,5.0,333853.0
28,5.0,5197.0
29,5.0,315437.0
30,6.0,16029.0
31,6.0,15533.0
32,6.0,15725.0
33,6.0,15730.0
34,6.0,333853.0
35,6.0,5197.0
36,6.0,315437.0
37,7.0,16029.0
38,7.0,15533.0
39,7.0,15725.0
40,7.0,333853.0
41,7.0,15730.0
42,7.0,5197.0
43,7.0,315437.0
44,8.0,15826.0
45,8.0,15476.0
46,8.0,15145.0
47,8.0,15892.0
48,8.0,333445.0
49,8.0,5256.0
50,9.0,15826.0
51,9.0,15476.0
52,9.0,15892.0
53,9.0,15493.0
54,9.0,333445.0
55,9.0,5256.0
56,10.0,16029.0
57,10.0,15277.0
58,10.0,15300.0
59,10.0,15725.0
60,10.0,332858.0
61,10.0,5197.0
62,11.0,16180.0
63,11.0,15380.0
64,11.0,15109.0
65,11.0,15914.0
66,12.0,16029.0
67,12.0,15533.0
68,12.0,15300.0
69,12.0,15725.0
70,13.0,16180.0
71,13.0,15380.0
72,13.0,15914.0
73,13.0,15457.0
74,14.0,15826.0
75,14.0,15730.0
76,14.0,15892.0
77,14.0,15493.0
78,14.0,334440.0
79,14.0,330948.0
80,15.0,16029.0
81,15.0,15533.0
82,15.0,15725.0
83,15.0,333853.0
84,15.0,15650.0
85,15.0,331525.0
86,15.0,9469.0
87,16.0,16029.0
88,16.0,15533.0
89,16.0,15725.0
90,16.0,333853.0
91,16.0,15650.0
92,16.0,331525.0
93,16.0,9469.0
94,17.0,16029.0
95,17.0,15533.0
96,17.0,15725.0
97,17.0,333853.0
98,17.0,15730.0
99,17.0,335330.0
100,17.0,330530.0
101,18.0,16029.0
102,18.0,15533.0
103,18.0,15725.0
104,18.0,333853.0
105,18.0,15650.0
106,18.0,330530.0
107,19.0,16029.0
108,19.0,15533.0
109,19.0,15725.0
110,19.0,333853.0
111,19.0,15650.0
112,19.0,330530.0
113,20.0,16029.0
114,20.0,15533.0
115,20.0,15725.0
116,20.0,333853.0
117,20.0,15730.0
118,20.0,335330.0
119,20.0,330530.0
120,21.0,16029.0
121,21.0,15533.0
122,21.0,15725.0
123,21.0,333853.0
124,21.0,15730.0
125,21.0,335330.0
126,21.0,330530.0
127,22.0,16029.0
128,22.0,15533.0
129,22.0,15725.0
130,22.0,332858.0
131,22.0,15650.0
132,22.0,335330.0
133,22.0,330530.0
134,23.0,15625.0
135,23.0,15929.0
136,23.0,16061.0
137,23.0,15426.0
138,23.0,335029.0
139,23.0,329953.0
140,24.0,15625.0
141,24.0,15929.0
142,24.0,16061.0
143,24.0,15426.0
144,24.0,335029.0
145,24.0,329953.0
146,25.0,15625.0
147,25.0,15929.0
148,25.0,16061.0
149,25.0,15426.0
150,25.0,335029.0
151,25.0,5317.0
152,25.0,313945.0
153,25.0,328546.0
154,26.0,15625.0
155,26.0,15929.0
156,26.0,16061.0
157,26.0,15426.0
158,26.0,335029.0
159,26.0,5317.0
160,26.0,313945.0
161,26.0,328546.0
162,27.0,16029.0
163,27.0,15533.0
164,27.0,15725.0
165,27.0,15730.0
166,27.0,333853.0
167,27.0,5197.0
168,27.0,315437.0
169,27.0,330530.0
170,28.0,15625.0
171,28.0,15929.0
172,28.0,16061.0
173,28.0,15426.0
174,28.0,335029.0
175,28.0,5317.0
176,28.0,313945.0
177,28.0,328546.0
178,29.0,16029.0
179,29.0,15533.0
180,29.0,15725.0
181,29.0,15650.0
182,29.0,332273.0
183,29.0,330530.0
184,30.0,16029.0
185,30.0,15533.0
186,30.0,15725.0
187,30.0,14954.0
188,30.0,332273.0
189,30.0,330530.0
190,31.0,16029.0
191,31.0,15533.0
192,31.0,15725.0
193,31.0,15650.0
194,31.0,332273.0
195,31.0,330530.0
196,32.0,16234.0
197,32.0,15338.0
198,32.0,15560.0
199,32.0,15809.0
200,32.0,379241.0
201,33.0,16234.0
202,33.0,15338.0
203,33.0,15560.0
204,33.0,15809.0
205,33.0,379241.0
206,34.0,16234.0
207,34.0,15338.0
208,34.0,15560.0
209,34.0,15809.0
210,34.0,379241.0
211,34.0,9346.0
212,35.0,15826.0
213,35.0,15730.0
214,35.0,15892.0
215,35.0,15577.0
216,35.0,333445.0
217,35.0,5256.0
218,35.0,9050.0
219,36.0,15826.0
220,36.0,15730.0
221,36.0,15892.0
222,36.0,15577.0
223,36.0,5256.0
