,frame,distance_sq
0,1.0,462269.0
1,1.0,13858.0
2,2.0,14093.0
3,2.0,461800.0
4,3.0,13600.0
5,3.0,463889.0
6,3.0,460405.0
7,4.0,462269.0
8,4.0,13600.0
9,4.0,353042.0
10,4.0,460010.0
11,5.0,13858.0
12,5.0,463889.0
13,5.0,277250.0
14,6.0,460994.0
15,6.0,14093.0
16,6.0,412717.0
17,6.0,299309.0
18,7.0,462269.0
19,7.0,13858.0
20,7.0,464525.0
21,8.0,462269.0
22,8.0,13858.0
23,8.0,460010.0
24,9.0,14093.0
25,9.0,462610.0
26,10.0,14068.0
27,10.0,463889.0
28,11.0,462269.0
29,11.0,13858.0
30,12.0,460994.0
31,12.0,14093.0
32,12.0,459505.0
33,12.0,284621.0
34,13.0,462269.0
35,13.0,13858.0
36,14.0,460994.0
37,14.0,14093.0
38,14.0,462340.0
39,15.0,462269.0
40,15.0,13858.0
41,16.0,462269.0
42,16.0,13858.0
43,16.0,460405.0
44,17.0,460994.0
45,17.0,14093.0
46,18.0,462269.0
47,18.0,13858.0
48,19.0,462269.0
49,19.0,13858.0
50,19.0,460405.0
51,20.0,462269.0
52,20.0,14068.0
53,21.0,462269.0
54,21.0,13858.0
55,21.0,460405.0
56,21.0,299240.0
57,22.0,460994.0
58,22.0,14093.0
59,22.0,459505.0
60,23.0,462269.0
61,23.0,13885.0
62,23.0,433000.0
63,24.0,462269.0
64,24.0,13858.0
65,25.0,462269.0
66,25.0,13858.0
67,25.0,460405.0
68,26.0,13858.0
69,26.0,463889.0
70,27.0,13600.0
71,27.0,463424.0
72,27.0,439498.0
73,28.0,462269.0
74,28.0,13885.0
75,29.0,13885.0
76,29.0,463889.0
77,29.0,299449.0
78,30.0,462269.0
79,30.0,13885.0
80,30.0,433381.0
81,31.0,13885.0
82,31.0,463889.0
83,31.0,460405.0
84,32.0,14068.0
85,32.0,462269.0
86,32.0,460405.0
87,33.0,14093.0
88,33.0,462610.0
89,34.0,460994.0
90,34.0,14093.0
91,34.0,460634.0
92,35.0,13858.0
93,35.0,461465.0
94,35.0,439105.0
95,36.0,462269.0
96,36.0,13858.0
97,37.0,462269.0
98,37.0,13858.0
99,38.0,306340.0
100,38.0,14093.0
101,38.0,462610.0
102,38.0,437840.0
103,38.0,8849.0
104,39.0,460994.0
105,39.0,14093.0
106,39.0,438233.0
107,40.0,462269.0
108,40.0,13858.0
109,40.0,300186.0
110,40.0,464525.0
111,41.0,13858.0
112,41.0,460405.0
113,41.0,463889.0
114,42.0,462269.0
115,42.0,13858.0
116,42.0,460405.0
117,43.0,14762.0
118,43.0,458921.0
119,43.0,457316.0
120,43.0,400994.0
121,44.0,460994.0
122,44.0,14093.0
123,45.0,14068.0
124,45.0,462269.0
125,46.0,460994.0
126,46.0,14093.0
127,47.0,460994.0
128,47.0,14093.0
129,47.0,282861.0
130,48.0,14068.0
131,48.0,462269.0
132,48.0,307089.0
133,48.0,439105.0
134,48.0,281992.0
135,49.0,462269.0
136,49.0,13858.0
137,49.0,296441.0
138,50.0,462269.0
139,50.0,13858.0
140,50.0,463637.0
141,51.0,462269.0
142,51.0,13858.0
143,52.0,13858.0
144,52.0,463546.0
145,52.0,464116.0
146,53.0,460994.0
147,53.0,14093.0
148,53.0,461602.0
149,54.0,14093.0
150,54.0,462610.0
151,54.0,412717.0
152,54.0,459505.0
153,55.0,462269.0
154,55.0,13858.0
155,55.0,297172.0
156,55.0,460405.0
157,56.0,460994.0
158,56.0,14093.0
159,57.0,462269.0
160,57.0,13858.0
161,57.0,296441.0
162,57.0,460405.0
163,58.0,462269.0
164,58.0,13858.0
165,58.0,305593.0
166,58.0,460405.0
167,59.0,13858.0
168,59.0,463889.0
169,60.0,460994.0
170,60.0,14093.0
171,61.0,14093.0
172,61.0,462610.0
173,61.0,436501.0
174,61.0,306340.0
175,62.0,462269.0
176,62.0,13858.0
177,62.0,462817.0
178,63.0,462269.0
179,63.0,13858.0
180,64.0,14305.0
181,64.0,460994.0
182,64.0,459108.0
183,65.0,14068.0
184,65.0,463889.0
185,65.0,284500.0
186,65.0,464116.0
187,66.0,14093.0
188,66.0,462610.0
189,67.0,460994.0
190,67.0,14093.0
191,67.0,459108.0
192,68.0,462269.0
193,68.0,13858.0
194,69.0,460994.0
195,69.0,14093.0
196,70.0,460994.0
197,70.0,14093.0
198,70.0,437840.0
199,71.0,460994.0
200,71.0,14093.0
201,72.0,460994.0
202,72.0,14093.0
203,72.0,459505.0
204,73.0,462269.0
205,73.0,13858.0
206,74.0,14068.0
207,74.0,462269.0
208,74.0,299525.0
209,75.0,462269.0
210,75.0,13858.0
211,76.0,462269.0
212,76.0,13858.0
213,76.0,412340.0
