,frame,distance_sq
0,1.0,452596.0
1,1.0,13850.0
2,2.0,452596.0
3,2.0,13850.0
4,3.0,450866.0
5,3.0,14210.0
6,3.0,449937.0
7,4.0,452125.0
8,4.0,14029.0
9,4.0,452857.0
10,5.0,452596.0
11,5.0,13876.0
12,5.0,452036.0
13,5.0,304538.0
14,6.0,450866.0
15,6.0,14210.0
16,7.0,450866.0
17,7.0,428977.0
18,7.0,14210.0
19,8.0,450866.0
20,8.0,13876.0
21,8.0,305345.0
22,9.0,450866.0
23,9.0,13876.0
24,9.0,422122.0
25,10.0,452596.0
26,10.0,13876.0
27,11.0,452596.0
28,11.0,13850.0
29,11.0,452090.0
30,12.0,452596.0
31,12.0,13876.0
32,13.0,452596.0
33,13.0,303034.0
34,13.0,13876.0
35,13.0,430226.0
36,14.0,452596.0
37,14.0,13876.0
38,14.0,306785.0
39,14.0,428977.0
40,15.0,451337.0
41,15.0,14029.0
42,15.0,421668.0
43,16.0,452596.0
44,16.0,13876.0
45,16.0,430226.0
46,17.0,452596.0
47,17.0,13546.0
48,18.0,452596.0
49,18.0,13546.0
50,19.0,450866.0
51,19.0,13876.0
52,19.0,324377.0
53,20.0,450866.0
54,20.0,13876.0
55,21.0,451337.0
56,21.0,4961.0
57,21.0,14029.0
58,22.0,452596.0
59,22.0,13850.0
60,22.0,423748.0
61,23.0,452596.0
62,23.0,13876.0
63,24.0,450866.0
64,24.0,303034.0
65,24.0,14210.0
66,25.0,450866.0
67,25.0,312388.0
68,25.0,14184.0
69,25.0,448804.0
70,26.0,452596.0
71,26.0,13850.0
72,26.0,310810.0
73,27.0,455120.0
74,27.0,14029.0
75,27.0,310760.0
76,28.0,450866.0
77,28.0,13876.0
78,28.0,422425.0
79,28.0,422122.0
80,29.0,455914.0
81,29.0,14005.0
82,30.0,455120.0
83,30.0,14057.0
84,30.0,449600.0
85,30.0,302285.0
86,31.0,451337.0
87,31.0,14089.0
88,31.0,429376.0
89,32.0,451337.0
90,32.0,292945.0
91,32.0,14029.0
92,32.0,427730.0
93,33.0,451337.0
94,33.0,403336.0
95,33.0,14029.0
96,33.0,449600.0
97,33.0,304538.0
98,34.0,451337.0
99,34.0,14029.0
100,34.0,402957.0
101,35.0,451810.0
102,35.0,13876.0
103,36.0,452596.0
104,36.0,13850.0
105,37.0,452596.0
106,37.0,13546.0
107,37.0,378881.0
108,38.0,450866.0
109,38.0,13876.0
110,39.0,452125.0
111,39.0,14029.0
112,39.0,404170.0
113,40.0,452596.0
114,40.0,13850.0
115,40.0,316325.0
116,41.0,452596.0
117,41.0,13876.0
118,42.0,452596.0
119,42.0,13876.0
120,42.0,430226.0
121,43.0,450866.0
122,43.0,13876.0
123,44.0,450866.0
124,44.0,14210.0
125,44.0,452497.0
126,44.0,344749.0
127,45.0,450866.0
128,45.0,14210.0
129,45.0,450346.0
130,45.0,301538.0
131,46.0,452596.0
132,46.0,13876.0
133,46.0,429829.0
134,46.0,390340.0
135,47.0,452596.0
136,47.0,450757.0
137,47.0,13876.0
138,48.0,452596.0
139,48.0,13850.0
140,49.0,451810.0
141,49.0,13876.0
142,49.0,453317.0
143,50.0,452596.0
144,50.0,13850.0
145,50.0,450482.0
146,51.0,452596.0
147,51.0,13546.0
148,52.0,451337.0
149,52.0,13725.0
150,52.0,426884.0
151,53.0,452596.0
152,53.0,13850.0
153,54.0,450866.0
154,54.0,14184.0
155,54.0,355581.0
156,55.0,452596.0
157,55.0,13045.0
158,56.0,452596.0
159,56.0,13850.0
160,57.0,14184.0
161,57.0,450866.0
162,57.0,345089.0
163,57.0,271440.0
164,58.0,452596.0
165,58.0,13546.0
166,58.0,271274.0
167,58.0,452906.0
168,59.0,452596.0
169,59.0,13850.0
170,59.0,383125.0
171,60.0,452596.0
172,60.0,13850.0
173,61.0,454180.0
174,61.0,13850.0
175,62.0,452596.0
176,62.0,13876.0
177,63.0,450080.0
178,63.0,14240.0
179,64.0,451337.0
180,64.0,428977.0
181,64.0,14057.0
182,64.0,449152.0
183,65.0,452596.0
184,65.0,13850.0
185,65.0,450482.0
186,66.0,450866.0
187,66.0,14184.0
188,67.0,452596.0
189,67.0,13546.0
190,67.0,450482.0
191,68.0,452596.0
192,68.0,310810.0
193,68.0,13876.0
194,69.0,452596.0
195,69.0,13876.0
196,69.0,306100.0
197,69.0,430226.0
198,70.0,452596.0
199,70.0,13876.0
200,70.0,454189.0
201,71.0,450866.0
202,71.0,14210.0
203,72.0,452596.0
204,72.0,13850.0
205,73.0,450866.0
206,73.0,14184.0
207,74.0,450866.0
208,74.0,13876.0
209,74.0,448804.0
210,75.0,450866.0
211,75.0,13876.0
212,76.0,450866.0
213,76.0,428580.0
214,76.0,14184.0
215,77.0,455120.0
216,77.0,13725.0
217,77.0,451685.0
218,78.0,452596.0
219,78.0,13876.0
