,frame,distance_sq
0,1.0,7057.0
1,1.0,2305.0
2,1.0,7405.0
3,1.0,6938.0
4,1.0,6676.0
5,1.0,7720.0
6,1.0,6530.0
7,1.0,5924.0
8,1.0,7957.0
9,1.0,2353.0
10,1.0,6922.0
11,1.0,6442.0
12,1.0,2677.0
13,1.0,2313.0
14,1.0,2561.0
15,1.0,3218.0
16,1.0,7769.0
17,1.0,2320.0
18,1.0,6410.0
19,1.0,6761.0
20,1.0,2521.0
21,2.0,7540.0
22,2.0,6938.0
23,2.0,5993.0
24,2.0,2305.0
25,2.0,6713.0
26,2.0,7720.0
27,2.0,3380.0
28,2.0,7048.0
29,2.0,2450.0
30,2.0,6689.0
31,2.0,2313.0
32,2.0,8612.0
33,2.0,6805.0
34,2.0,7930.0
35,2.0,2561.0
36,2.0,2320.0
37,2.0,2257.0
38,2.0,7060.0
39,2.0,6130.0
40,2.0,6761.0
41,2.0,2521.0
42,3.0,7057.0
43,3.0,2313.0
44,3.0,6466.0
45,3.0,6464.0
46,3.0,7720.0
47,3.0,2305.0
48,3.0,7405.0
49,3.0,3380.0
50,3.0,6340.0
51,3.0,8354.0
52,3.0,2245.0
53,3.0,2581.0
54,3.0,2313.0
55,3.0,6805.0
56,3.0,6273.0
57,3.0,7769.0
58,3.0,5524.0
59,3.0,2600.0
60,3.0,6761.0
61,3.0,6565.0
62,3.0,2521.0
63,3.0,344665.0
64,4.0,6953.0
65,4.0,2308.0
66,4.0,2713.0
67,4.0,1985.0
68,4.0,7738.0
69,4.0,7333.0
70,4.0,6002.0
71,4.0,7925.0
72,4.0,6250.0
73,4.0,2669.0
74,4.0,6425.0
75,4.0,6530.0
76,4.0,3161.0
77,4.0,2521.0
78,4.0,1873.0
79,4.0,7240.0
80,4.0,7717.0
81,4.0,2402.0
82,4.0,6628.0
83,4.0,6290.0
84,4.0,6484.0
85,4.0,341041.0
86,5.0,7625.0
87,5.0,2402.0
88,5.0,7289.0
89,5.0,7345.0
90,5.0,6445.0
91,5.0,5954.0
92,5.0,2074.0
93,5.0,8177.0
94,5.0,6948.0
95,5.0,2504.0
96,5.0,6208.0
97,5.0,3161.0
98,5.0,7076.0
99,5.0,7400.0
100,5.0,6724.0
101,5.0,2213.0
102,5.0,2056.0
103,5.0,2665.0
104,5.0,7241.0
105,5.0,2740.0
106,5.0,6641.0
107,6.0,2402.0
108,6.0,6953.0
109,6.0,7361.0
110,6.0,6373.0
111,6.0,7272.0
112,6.0,6525.0
113,6.0,6961.0
114,6.0,6728.0
115,6.0,8465.0
116,6.0,2258.0
117,6.0,6113.0
118,6.0,2521.0
119,6.0,2308.0
120,6.0,5924.0
121,6.0,8093.0
122,6.0,3218.0
123,6.0,2545.0
124,6.0,2225.0
125,6.0,6625.0
126,6.0,2525.0
127,6.0,6961.0
128,7.0,5924.0
129,7.0,2402.0
130,7.0,7226.0
131,7.0,2405.0
132,7.0,6953.0
133,7.0,6373.0
134,7.0,7605.0
135,7.0,2525.0
136,7.0,6113.0
137,7.0,3469.0
138,7.0,7048.0
139,7.0,2465.0
140,7.0,8465.0
141,7.0,2500.0
142,7.0,6890.0
143,7.0,6920.0
144,7.0,2308.0
145,7.0,7556.0
146,7.0,7298.0
147,7.0,2592.0
148,7.0,6841.0
149,8.0,2120.0
150,8.0,7057.0
151,8.0,6938.0
152,8.0,2304.0
153,8.0,7405.0
154,8.0,7720.0
155,8.0,6530.0
156,8.0,2600.0
157,8.0,5989.0
158,8.0,7786.0
159,8.0,2450.0
160,8.0,6724.0
161,8.0,2450.0
162,8.0,2137.0
163,8.0,6170.0
164,8.0,2320.0
165,8.0,6805.0
166,8.0,6773.0
167,8.0,3706.0
168,8.0,6761.0
169,8.0,8725.0
170,9.0,7120.0
171,9.0,2402.0
172,9.0,7381.0
173,9.0,7474.0
174,9.0,6408.0
175,9.0,2594.0
176,9.0,3394.0
177,9.0,7060.0
178,9.0,2405.0
179,9.0,5968.0
180,9.0,2669.0
181,9.0,6885.0
182,9.0,2218.0
183,9.0,7033.0
184,9.0,8725.0
185,9.0,2421.0
186,9.0,7857.0
187,9.0,6698.0
188,9.0,6724.0
189,9.0,6273.0
190,9.0,386425.0
191,9.0,2385.0
192,10.0,7381.0
193,10.0,8149.0
194,10.0,5941.0
195,10.0,7137.0
196,10.0,6653.0
197,10.0,6253.0
198,10.0,2610.0
199,10.0,5860.0
200,10.0,7229.0
201,10.0,6410.0
202,10.0,2290.0
203,10.0,2521.0
204,10.0,6137.0
205,10.0,7650.0
206,10.0,6890.0
207,10.0,6922.0
208,10.0,1954.0
209,10.0,3485.0
210,10.0,2452.0
211,10.0,2125.0
212,10.0,2610.0
213,11.0,2305.0
214,11.0,6442.0
215,11.0,6938.0
216,11.0,7720.0
217,11.0,6260.0
218,11.0,7405.0
219,11.0,6565.0
220,11.0,6530.0
221,11.0,8693.0
222,11.0,2313.0
223,11.0,3380.0
224,11.0,2385.0
225,11.0,7048.0
226,11.0,2320.0
227,11.0,7769.0
228,11.0,2561.0
229,11.0,6130.0
230,11.0,6410.0
231,11.0,6884.0
232,11.0,2521.0
233,11.0,2465.0
234,11.0,389440.0
235,12.0,1165.0
236,12.0,2916.0
237,12.0,19925.0
238,12.0,305.0
239,12.0,12304.0
240,12.0,14848.0
241,12.0,16762.0
242,12.0,3005.0
243,12.0,3242.0
244,12.0,19112.0
245,12.0,5594.0
246,12.0,11437.0
247,12.0,7589.0
248,12.0,7925.0
249,12.0,7913.0
250,12.0,544.0
251,12.0,10778.0
252,12.0,2861.0
253,12.0,881.0
254,12.0,15665.0
255,12.0,9898.0
256,13.0,6953.0
257,13.0,7226.0
258,13.0,2402.0
259,13.0,6525.0
260,13.0,7141.0
261,13.0,5968.0
262,13.0,7272.0
263,13.0,6373.0
264,13.0,6329.0
265,13.0,8840.0
266,13.0,3469.0
267,13.0,8093.0
268,13.0,2308.0
269,13.0,5924.0
270,13.0,2545.0
271,13.0,2600.0
272,13.0,7048.0
273,13.0,2225.0
274,13.0,6625.0
275,13.0,2592.0
276,13.0,344665.0
277,13.0,2482.0
278,14.0,7540.0
279,14.0,7057.0
280,14.0,2305.0
281,14.0,6938.0
282,14.0,7720.0
283,14.0,6530.0
284,14.0,6581.0
285,14.0,8693.0
286,14.0,6260.0
287,14.0,2677.0
288,14.0,2245.0
289,14.0,2426.0
290,14.0,2313.0
291,14.0,5989.0
292,14.0,7013.0
293,14.0,2561.0
294,14.0,7769.0
295,14.0,6340.0
296,14.0,3706.0
297,14.0,7002.0
298,14.0,2313.0
299,14.0,333610.0
300,15.0,7540.0
301,15.0,2120.0
302,15.0,7057.0
303,15.0,6938.0
304,15.0,2304.0
305,15.0,7720.0
306,15.0,5924.0
307,15.0,6530.0
308,15.0,2677.0
309,15.0,6260.0
310,15.0,8693.0
311,15.0,2581.0
312,15.0,7930.0
313,15.0,6340.0
314,15.0,7013.0
315,15.0,6805.0
316,15.0,3789.0
317,15.0,2417.0
318,15.0,2521.0
319,15.0,6884.0
320,15.0,2465.0
321,15.0,342868.0
322,16.0,2313.0
323,16.0,7057.0
324,16.0,2421.0
325,16.0,6442.0
326,16.0,2305.0
327,16.0,7720.0
