,frame,distance_sq
0,1.0,4850.0
1,1.0,11024.0
2,1.0,10634.0
3,1.0,4625.0
4,1.0,10100.0
5,1.0,11125.0
6,1.0,10642.0
7,1.0,5024.0
8,1.0,11252.0
9,1.0,5122.0
10,1.0,5044.0
11,1.0,10645.0
12,1.0,11650.0
13,1.0,5096.0
14,1.0,9778.0
15,1.0,4802.0
16,1.0,5120.0
17,1.0,8650.0
18,1.0,5065.0
19,1.0,4961.0
20,1.0,4948.0
21,2.0,5044.0
22,2.0,11162.0
23,2.0,10420.0
24,2.0,8725.0
25,2.0,9882.0
26,2.0,4993.0
27,2.0,4896.0
28,2.0,11034.0
29,2.0,5202.0
30,2.0,4786.0
31,2.0,11050.0
32,2.0,5017.0
33,2.0,4901.0
34,2.0,4900.0
35,2.0,11245.0
36,2.0,9700.0
37,2.0,11633.0
38,2.0,4765.0
39,2.0,4672.0
40,2.0,5050.0
41,2.0,11236.0
42,3.0,10756.0
43,3.0,4925.0
44,3.0,4969.0
45,3.0,11225.0
46,3.0,10645.0
47,3.0,11016.0
48,3.0,4624.0
49,3.0,10081.0
50,3.0,4930.0
51,3.0,5002.0
52,3.0,11041.0
53,3.0,10993.0
54,3.0,5161.0
55,3.0,4981.0
56,3.0,5156.0
57,3.0,8801.0
58,3.0,9873.0
59,3.0,5189.0
60,3.0,4852.0
61,3.0,4885.0
62,3.0,11365.0
63,4.0,4808.0
64,4.0,11156.0
65,4.0,4618.0
66,4.0,4357.0
67,4.0,10226.0
68,4.0,4948.0
69,4.0,10504.0
70,4.0,4937.0
71,4.0,10946.0
72,4.0,5113.0
73,4.0,5162.0
74,4.0,10880.0
75,4.0,5409.0
76,4.0,10729.0
77,4.0,11817.0
78,4.0,8434.0
79,4.0,10130.0
80,4.0,5141.0
81,4.0,11245.0
82,4.0,5437.0
83,4.0,5024.0
84,5.0,10081.0
85,5.0,10645.0
86,5.0,4624.0
87,5.0,11225.0
88,5.0,5161.0
89,5.0,10305.0
90,5.0,5002.0
91,5.0,4930.0
92,5.0,11041.0
93,5.0,4981.0
94,5.0,11378.0
95,5.0,5156.0
96,5.0,8761.0
97,5.0,11450.0
98,5.0,11170.0
99,5.0,9700.0
100,5.0,4925.0
101,5.0,4925.0
102,5.0,4852.0
103,5.0,5085.0
104,5.0,5114.0
105,6.0,5002.0
106,6.0,10890.0
107,6.0,11498.0
108,6.0,4493.0
109,6.0,10420.0
