,frame,distance_sq
0,1.0,14842.0
1,1.0,7940.0
2,1.0,8521.0
3,1.0,14081.0
4,1.0,8104.0
5,1.0,14297.0
6,1.0,13940.0
7,1.0,7897.0
8,1.0,11521.0
9,1.0,7954.0
10,1.0,7605.0
11,1.0,7696.0
12,1.0,7786.0
13,1.0,8321.0
14,1.0,7793.0
15,1.0,13925.0
16,1.0,14645.0
17,1.0,8285.0
18,1.0,8069.0
19,1.0,349361.0
20,1.0,7424.0
21,1.0,8584.0
22,2.0,14842.0
23,2.0,8521.0
24,2.0,14081.0
25,2.0,13940.0
26,2.0,14297.0
27,2.0,11521.0
28,2.0,7897.0
29,2.0,8389.0
30,2.0,7605.0
31,2.0,7573.0
32,2.0,7954.0
33,2.0,8629.0
34,2.0,7786.0
35,2.0,7793.0
36,2.0,14409.0
37,2.0,7696.0
38,2.0,13925.0
39,2.0,8321.0
40,2.0,8276.0
41,2.0,8077.0
42,2.0,390820.0
43,2.0,7424.0
44,2.0,333973.0
45,3.0,14842.0
46,3.0,7730.0
47,3.0,8104.0
48,3.0,8521.0
49,3.0,13940.0
50,3.0,6800.0
51,3.0,11521.0
52,3.0,14081.0
53,3.0,7897.0
54,3.0,7460.0
55,3.0,7954.0
56,3.0,8389.0
57,3.0,14409.0
58,3.0,7949.0
59,3.0,14373.0
60,3.0,7786.0
61,3.0,8321.0
62,3.0,7793.0
63,3.0,13925.0
64,3.0,8069.0
65,3.0,349361.0
66,3.0,8584.0
67,3.0,336362.0
68,4.0,7940.0
69,4.0,14842.0
70,4.0,8104.0
71,4.0,8521.0
72,4.0,13901.0
73,4.0,14297.0
74,4.0,7897.0
75,4.0,13693.0
76,4.0,7460.0
77,4.0,11521.0
78,4.0,7954.0
79,4.0,8629.0
80,4.0,7930.0
81,4.0,7786.0
82,4.0,7793.0
83,4.0,8321.0
84,4.0,13925.0
85,4.0,13897.0
86,4.0,8276.0
87,4.0,390820.0
88,4.0,6953.0
89,4.0,7956.0
90,4.0,351860.0
91,5.0,12130.0
92,5.0,7696.0
93,5.0,8114.0
94,5.0,7753.0
95,5.0,13672.0
96,5.0,8296.0
97,5.0,8177.0
98,5.0,7569.0
99,5.0,8282.0
100,5.0,7760.0
101,5.0,7642.0
102,5.0,7466.0
103,5.0,14162.0
104,5.0,7709.0
105,5.0,8136.0
106,5.0,7453.0
107,5.0,14314.0
108,5.0,14425.0
109,5.0,14834.0
110,5.0,13709.0
111,5.0,350489.0
112,5.0,8321.0
113,6.0,8296.0
114,6.0,14842.0
115,6.0,8521.0
116,6.0,8104.0
117,6.0,14081.0
118,6.0,13940.0
119,6.0,13940.0
120,6.0,11322.0
121,6.0,7556.0
122,6.0,7897.0
123,6.0,7954.0
124,6.0,7605.0
125,6.0,7940.0
126,6.0,7786.0
127,6.0,7793.0
128,6.0,7696.0
129,6.0,7706.0
130,6.0,8285.0
131,6.0,352008.0
132,6.0,14297.0
133,6.0,390820.0
134,6.0,8584.0
135,6.0,13840.0
136,6.0,333098.0
137,7.0,7730.0
138,7.0,7753.0
139,7.0,11369.0
140,7.0,8114.0
141,7.0,13498.0
142,7.0,7837.0
143,7.0,8177.0
144,7.0,7760.0
145,7.0,7569.0
146,7.0,8282.0
147,7.0,7466.0
148,7.0,7709.0
149,7.0,8136.0
150,7.0,7453.0
151,7.0,7825.0
152,7.0,14400.0
153,7.0,347378.0
154,7.0,14557.0
155,7.0,14365.0
156,7.0,13709.0
157,7.0,300617.0
158,7.0,8329.0
159,7.0,14221.0
160,7.0,1697.0
161,8.0,7696.0
162,8.0,8114.0
163,8.0,7753.0
164,8.0,13498.0
165,8.0,8125.0
166,8.0,11369.0
167,8.0,8296.0
168,8.0,8177.0
169,8.0,8282.0
170,8.0,7760.0
171,8.0,14162.0
172,8.0,7466.0
173,8.0,7709.0
174,8.0,8136.0
