,frame,distance_sq
0,1.0,15661.0
1,1.0,333234.0
2,2.0,16193.0
3,2.0,386425.0
4,2.0,356794.0
5,3.0,16178.0
6,4.0,333234.0
7,4.0,15401.0
8,5.0,389425.0
9,5.0,15641.0
10,6.0,15425.0
11,7.0,15892.0
12,7.0,333437.0
13,8.0,15912.0
14,8.0,345220.0
15,8.0,333437.0
16,9.0,16210.0
17,10.0,15425.0
18,10.0,329353.0
19,11.0,15901.0
20,11.0,339049.0
21,11.0,388450.0
22,12.0,15892.0
23,13.0,15925.0
24,13.0,390916.0
25,14.0,15412.0
26,15.0,15440.0
27,15.0,386801.0
28,16.0,16193.0
29,17.0,15165.0
30,17.0,334426.0
31,18.0,15892.0
32,19.0,15925.0
33,19.0,391657.0
34,20.0,15641.0
35,21.0,15901.0
36,21.0,390916.0
37,21.0,324845.0
38,22.0,16154.0
39,22.0,342425.0
40,22.0,345025.0
41,23.0,16154.0
42,23.0,388100.0
43,24.0,16178.0
44,24.0,332245.0
45,25.0,16210.0
46,26.0,16210.0
47,26.0,331853.0
48,27.0,21146.0
49,28.0,15901.0
50,29.0,15674.0
51,29.0,345825.0
52,30.0,15925.0
53,31.0,15425.0
54,31.0,336410.0
55,32.0,15178.0
56,32.0,392666.0
57,33.0,15892.0
58,34.0,16465.0
59,35.0,15925.0
60,35.0,334036.0
61,36.0,14933.0
62,37.0,391460.0
63,37.0,15901.0
64,37.0,387098.0
65,38.0,15674.0
66,38.0,4304.0
67,39.0,15925.0
68,39.0,391657.0
69,40.0,15925.0
70,40.0,390650.0
71,40.0,332245.0
72,41.0,15440.0
73,42.0,16193.0
74,43.0,15440.0
75,43.0,5652.0
76,44.0,13346.0
77,44.0,353770.0
78,45.0,15425.0
79,46.0,15925.0
80,47.0,15178.0
81,47.0,391657.0
82,48.0,332245.0
83,48.0,5521.0
84,48.0,15661.0
85,48.0,311348.0
86,49.0,15650.0
87,49.0,333829.0
88,50.0,16138.0
89,51.0,15940.0
90,52.0,14705.0
91,53.0,15661.0
92,53.0,388145.0
93,54.0,15940.0
94,54.0,347049.0
95,55.0,15925.0
96,56.0,15674.0
97,56.0,5581.0
98,57.0,15425.0
99,57.0,335218.0
100,58.0,15901.0
101,59.0,16154.0
102,60.0,16210.0
103,60.0,332450.0
104,60.0,323289.0
105,61.0,332245.0
106,61.0,15925.0
107,62.0,15193.0
108,63.0,16145.0
109,64.0,15689.0
110,65.0,392666.0
111,65.0,15178.0
112,65.0,347441.0
113,66.0,14948.0
114,66.0,333437.0
115,67.0,16193.0
116,67.0,390160.0
117,67.0,332840.0
118,68.0,15178.0
119,68.0,390916.0
120,69.0,15440.0
121,70.0,15412.0
122,71.0,15412.0
123,72.0,15193.0
124,73.0,15912.0
125,74.0,15925.0
126,75.0,16193.0
127,76.0,16210.0
128,77.0,16210.0
129,78.0,15912.0
130,78.0,323860.0
131,78.0,384418.0
132,79.0,15178.0
133,79.0,333437.0
134,79.0,324389.0
135,80.0,15425.0
136,80.0,389194.0
137,81.0,15178.0
138,82.0,16145.0
139,82.0,313641.0
140,83.0,15925.0
141,84.0,15412.0
142,84.0,345437.0
143,85.0,15912.0
144,85.0,345825.0
145,85.0,332840.0
146,86.0,15193.0
147,87.0,16178.0
148,87.0,332840.0
149,87.0,387098.0
150,88.0,344213.0
151,88.0,15925.0
152,89.0,15912.0
153,90.0,16178.0
154,90.0,390650.0
155,90.0,385754.0
156,91.0,16165.0
157,91.0,332450.0
158,92.0,15901.0
159,93.0,15925.0
160,94.0,15193.0
161,94.0,391657.0
162,95.0,16210.0
163,95.0,391657.0
164,95.0,5581.0
165,96.0,15440.0
166,97.0,15892.0
167,98.0,15401.0
168,99.0,332641.0
169,99.0,16193.0
170,100.0,342005.0
171,100.0,15940.0
172,101.0,333234.0
173,101.0,15912.0
174,102.0,15425.0
175,102.0,392666.0
176,103.0,15901.0
177,104.0,15440.0
178,104.0,313781.0
179,105.0,15925.0
180,105.0,334426.0
181,106.0,16210.0
182,106.0,4304.0
183,107.0,16465.0
184,107.0,332245.0
185,107.0,345605.0
186,108.0,15193.0
187,109.0,13021.0
188,110.0,15178.0
189,110.0,333829.0
190,111.0,16210.0
191,111.0,391657.0
192,112.0,21041.0
193,112.0,331090.0
194,113.0,15425.0
195,113.0,391657.0
196,114.0,16210.0
197,115.0,16133.0
198,115.0,346273.0
199,116.0,15901.0
200,117.0,15650.0
201,118.0,15425.0
202,118.0,333234.0
203,119.0,15165.0
204,120.0,15674.0
205,120.0,391657.0
206,121.0,15912.0
207,122.0,15957.0
208,123.0,15892.0
209,123.0,389129.0
210,124.0,15912.0
211,124.0,390160.0
212,124.0,332840.0
213,124.0,323524.0
214,125.0,15912.0
215,126.0,16165.0
216,127.0,15912.0
217,128.0,15661.0
218,129.0,16193.0
219,130.0,15892.0
220,131.0,15661.0
221,132.0,15689.0
222,133.0,15178.0
223,134.0,15940.0
224,134.0,332245.0
225,135.0,15165.0
226,135.0,386801.0
227,136.0,14920.0
228,136.0,333437.0
229,137.0,332450.0
230,137.0,15425.0
231,138.0,15912.0
232,139.0,15440.0
233,140.0,16465.0
234,140.0,313945.0
235,141.0,15193.0
236,141.0,388820.0
237,142.0,16154.0
238,142.0,332245.0
239,143.0,16409.0
240,144.0,15925.0
241,145.0,15892.0
242,146.0,15425.0
243,147.0,15425.0
244,148.0,15178.0
245,149.0,16165.0
246,150.0,14965.0
247,151.0,16193.0
248,151.0,390916.0
249,152.0,15901.0
250,152.0,343589.0
251,152.0,331853.0
