,frame,distance_sq
0,1.0,14480.0
1,1.0,341041.0
2,1.0,379793.0
3,2.0,14480.0
4,2.0,341041.0
5,2.0,333041.0
6,2.0,379793.0
7,3.0,14249.0
8,3.0,332858.0
9,3.0,340452.0
10,3.0,4682.0
11,3.0,378770.0
12,4.0,14249.0
13,4.0,341041.0
14,5.0,14948.0
15,5.0,341218.0
16,5.0,329885.0
17,5.0,383330.0
18,6.0,14480.0
19,6.0,331865.0
20,6.0,341041.0
21,6.0,381322.0
22,7.0,14948.0
23,7.0,341218.0
24,7.0,329885.0
25,7.0,383330.0
26,8.0,14948.0
27,8.0,341813.0
28,8.0,330665.0
29,8.0,336229.0
30,8.0,383330.0
31,9.0,14948.0
32,9.0,330665.0
33,9.0,341813.0
34,9.0,336229.0
35,9.0,383330.0
36,9.0,9065.0
37,10.0,15250.0
38,10.0,330665.0
39,10.0,336229.0
40,10.0,383330.0
41,11.0,14948.0
42,11.0,341218.0
43,11.0,330665.0
44,12.0,14948.0
45,12.0,341218.0
46,12.0,330665.0
47,12.0,382532.0
48,13.0,14948.0
49,13.0,330665.0
50,13.0,341813.0
51,14.0,14948.0
52,14.0,330665.0
53,14.0,341218.0
54,14.0,341461.0
55,15.0,330665.0
56,15.0,14948.0
57,15.0,342820.0
58,15.0,383330.0
59,16.0,14948.0
60,16.0,342820.0
61,16.0,320941.0
62,16.0,383330.0
63,16.0,381113.0
64,17.0,14948.0
65,17.0,342225.0
66,17.0,321682.0
67,17.0,383330.0
68,18.0,14480.0
69,18.0,341041.0
70,18.0,381322.0
71,19.0,14948.0
72,19.0,342225.0
73,19.0,383330.0
74,20.0,14948.0
75,20.0,342225.0
76,20.0,321682.0
77,20.0,383330.0
78,21.0,14948.0
79,21.0,342225.0
80,21.0,321682.0
81,21.0,383330.0
82,22.0,342225.0
83,22.0,330665.0
84,22.0,14948.0
85,22.0,321682.0
86,22.0,383330.0
87,23.0,342225.0
88,23.0,14948.0
89,23.0,328981.0
90,24.0,341813.0
91,24.0,14948.0
92,24.0,328981.0
93,24.0,383330.0
94,24.0,331461.0
95,25.0,14713.0
96,25.0,331652.0
97,25.0,341813.0
98,25.0,382325.0
99,26.0,14713.0
100,26.0,331652.0
101,26.0,341813.0
102,26.0,382325.0
103,27.0,14713.0
104,27.0,341813.0
105,27.0,382325.0
106,28.0,14713.0
107,28.0,331652.0
108,28.0,341813.0
109,28.0,382325.0
110,29.0,340625.0
111,29.0,14480.0
112,29.0,319970.0
113,29.0,381322.0
114,30.0,340625.0
115,30.0,14480.0
116,30.0,319970.0
117,31.0,340625.0
118,31.0,14480.0
119,31.0,319970.0
120,31.0,381322.0
121,32.0,333632.0
122,32.0,14249.0
123,32.0,339445.0
124,33.0,14249.0
125,33.0,339445.0
126,33.0,332858.0
127,34.0,14249.0
128,34.0,339445.0
129,34.0,332858.0
130,35.0,14948.0
131,35.0,341218.0
132,35.0,383330.0
133,35.0,331061.0
134,36.0,14948.0
135,36.0,342225.0
136,36.0,383330.0
137,36.0,340452.0
138,37.0,14948.0
139,37.0,342225.0
140,37.0,383330.0
141,37.0,331061.0
142,37.0,340452.0
143,38.0,330074.0
144,38.0,14948.0
145,38.0,341218.0
146,38.0,324925.0
147,38.0,280552.0
148,39.0,14948.0
149,39.0,330074.0
150,39.0,341218.0
151,40.0,14948.0
152,40.0,330074.0
153,40.0,341218.0
154,40.0,324925.0
155,40.0,280552.0
156,41.0,341813.0
157,41.0,14948.0
158,41.0,329885.0
159,41.0,383330.0
160,41.0,380458.0
161,42.0,341813.0
162,42.0,14948.0
163,42.0,329885.0
164,42.0,383330.0
165,42.0,380458.0
166,43.0,15250.0
167,43.0,329885.0
168,43.0,341813.0
169,44.0,330665.0
170,44.0,14948.0
171,44.0,342410.0
172,44.0,383330.0
173,45.0,330665.0
174,45.0,14948.0
175,45.0,342410.0
176,45.0,383330.0
177,46.0,330665.0
178,46.0,14948.0
179,46.0,341218.0
180,46.0,383330.0
181,47.0,341218.0
182,47.0,330665.0
183,47.0,14948.0
184,47.0,383330.0
185,48.0,341218.0
186,48.0,330665.0
187,48.0,14948.0
188,48.0,383330.0
189,48.0,336229.0
190,49.0,14480.0
191,49.0,340034.0
192,49.0,333445.0
193,49.0,381322.0
194,50.0,14480.0
195,50.0,331865.0
196,51.0,14480.0
197,51.0,331865.0
198,52.0,14480.0
199,52.0,331865.0
200,52.0,381322.0
201,53.0,14480.0
202,53.0,340625.0
203,53.0,381322.0
204,53.0,319229.0
205,53.0,293840.0
206,54.0,340625.0
207,54.0,15013.0
208,54.0,381322.0
209,54.0,319229.0
210,54.0,293840.0
211,55.0,14480.0
212,55.0,340625.0
213,55.0,381322.0
214,55.0,319229.0
215,55.0,293840.0
216,56.0,342225.0
217,56.0,14650.0
218,56.0,331652.0
219,56.0,324145.0
220,56.0,381604.0
221,56.0,334637.0
222,57.0,14713.0
223,57.0,332245.0
224,57.0,341632.0
225,57.0,324145.0
226,57.0,381604.0
227,57.0,334637.0
228,58.0,14948.0
229,58.0,330665.0
230,58.0,341218.0
231,58.0,322541.0
232,58.0,336229.0
233,59.0,15013.0
234,59.0,341218.0
235,59.0,383330.0
236,59.0,320202.0
237,60.0,15013.0
238,60.0,341218.0
239,60.0,383330.0
240,60.0,320202.0
241,60.0,340452.0
242,61.0,15013.0
243,61.0,341218.0
244,61.0,383330.0
245,61.0,320202.0
246,61.0,340452.0
247,62.0,15013.0
248,62.0,341218.0
249,62.0,330665.0
250,63.0,15013.0
251,63.0,341218.0
252,63.0,330665.0
253,64.0,14948.0
254,65.0,14948.0
255,65.0,383330.0
256,66.0,14948.0
257,66.0,383330.0
258,67.0,14948.0
259,67.0,342820.0
260,67.0,383330.0
261,68.0,330874.0
262,68.0,14948.0
263,68.0,383330.0
264,69.0,14948.0
265,69.0,329300.0
266,69.0,383330.0
267,69.0,339125.0
268,70.0,330874.0
269,70.0,14948.0
270,70.0,383330.0
271,71.0,14948.0
272,71.0,341218.0
273,71.0,4877.0
274,72.0,341813.0
275,72.0,14948.0
276,72.0,4877.0
277,73.0,14948.0
278,73.0,342225.0
279,73.0,329885.0
280,73.0,295325.0
281,74.0,14948.0
282,74.0,342225.0
283,74.0,329885.0
284,74.0,295325.0
285,75.0,14948.0
286,75.0,342225.0
287,75.0,329885.0
288,75.0,295325.0
289,76.0,14948.0
290,76.0,342225.0
291,76.0,329885.0
292,76.0,295325.0
293,77.0,14713.0
294,77.0,331061.0
295,77.0,341632.0
296,78.0,330074.0
297,78.0,14948.0
298,78.0,341218.0
299,78.0,383330.0
300,79.0,330874.0
301,79.0,14948.0
302,79.0,341218.0
303,79.0,383330.0
304,80.0,15250.0
305,80.0,329885.0
306,80.0,342225.0
307,80.0,336617.0
308,80.0,320941.0
309,80.0,383330.0
310,81.0,14948.0
311,81.0,329885.0
312,81.0,342225.0
313,81.0,336617.0
314,81.0,383330.0
315,82.0,15250.0
316,82.0,329885.0
317,82.0,342225.0
318,82.0,336617.0
319,82.0,383330.0
320,83.0,15250.0
321,83.0,329885.0
322,83.0,342820.0
