,frame,distance
143,85.0,126.14277624977183
144,85.0,588.0688735173798
145,85.0,576.9228717948354
146,86.0,123.25988804148737
147,87.0,127.1927670899568
148,87.0,576.9228717948354
149,87.0,622.1720019415853
150,88.0,586.6966848380856
151,88.0,126.19429464123962
152,89.0,126.14277624977183
153,90.0,127.1927670899568
154,90.0,625.0199996800102
155,90.0,621.0909756227344
156,91.0,127.1416532848303
157,91.0,576.584772605035
158,92.0,126.09916732476864
159,93.0,126.19429464123962
160,94.0,123.25988804148737
161,94.0,625.8250554268341
162,95.0,127.3184982632139
163,95.0,625.8250554268341
164,95.0,74.70609078247904
165,96.0,124.25779653607253
166,97.0,126.0634760745554
167,98.0,124.10076550932311
168,99.0,576.7503792803261
169,99.0,127.251719045363
170,100.0,584.8119355827137
171,100.0,126.25371281669304
172,101.0,577.2642375896847
173,101.0,126.14277624977183
174,102.0,124.19742348374221
175,102.0,626.6306727251707
176,103.0,126.09916732476864
177,104.0,124.25779653607253
178,104.0,560.1615838309514
179,105.0,126.19429464123962
180,105.0,578.2957720751554
181,106.0,127.3184982632139
182,106.0,65.60487786742691
183,107.0,128.3160161476345
184,107.0,576.4069742811931
185,107.0,587.8817908389407
186,108.0,123.25988804148737
187,109.0,114.10959644131601
188,110.0,123.1990259701756
189,110.0,577.7793696559268
190,111.0,127.3184982632139
191,111.0,625.8250554268341
192,112.0,145.0551619212498
193,112.0,575.4042057545287
194,113.0,124.19742348374221
195,113.0,625.8250554268341
196,114.0,127.3184982632139
197,115.0,127.01574705523721
198,115.0,588.4496579997307
199,116.0,126.09916732476864
200,117.0,125.09996003196804
201,118.0,124.19742348374221
202,118.0,577.2642375896847
203,119.0,123.14625451064275
204,120.0,125.19584657647394
205,120.0,625.8250554268341
206,121.0,126.14277624977183
207,122.0,126.3210196285638
208,123.0,126.0634760745554
209,123.0,623.8020519363495
210,124.0,126.14277624977183
211,124.0,624.627889226858
212,124.0,576.9228717948354
213,124.0,568.7917017678792
214,125.0,126.14277624977183
215,126.0,127.1416532848303
216,127.0,126.14277624977183
217,128.0,125.14391715141412
218,129.0,127.251719045363
219,130.0,126.0634760745554
220,131.0,125.14391715141412
221,132.0,125.25573839150046
222,133.0,123.1990259701756
223,134.0,126.25371281669304
224,134.0,576.4069742811931
225,135.0,123.14625451064275
226,135.0,621.9332761639306
227,136.0,122.14745187681976
228,136.0,577.440040177333
229,137.0,576.584772605035
230,137.0,124.19742348374221
231,138.0,126.14277624977183
232,139.0,124.25779653607253
233,140.0,128.3160161476345
234,140.0,560.3079510412109
235,141.0,123.25988804148737
236,141.0,623.5543280260349
237,142.0,127.09838708654017
238,142.0,576.4069742811931
239,143.0,128.09761902549164
240,144.0,126.19429464123962
241,145.0,126.0634760745554
242,146.0,124.19742348374221
243,147.0,124.19742348374221
244,148.0,123.1990259701756
245,149.0,127.1416532848303
246,150.0,122.3315167894194
247,151.0,127.251719045363
248,151.0,625.2327566594699
249,152.0,126.09916732476864
250,152.0,586.1646526361002
251,152.0,576.066836400083
252,153.0,124.32618388738553
253,153.0,590.4752323340921
254,153.0,575.7299714275782
255,154.0,123.1990259701756
256,155.0,127.01574705523721
257,156.0,127.1927670899568
258,156.0,622.1720019415853
259,157.0,125.14391715141412
260,157.0,588.6272164961454
261,158.0,625.0199996800102
262,158.0,127.1927670899568
263,158.0,570.2017186926045
264,159.0,126.0634760745554
265,159.0,604.2160209726319
266,159.0,569.6639360184213
267,160.0,126.19429464123962
268,161.0,126.09916732476864
269,162.0,126.0634760745554
270,162.0,569.0869880782726
271,163.0,124.19742348374221
272,164.0,126.19429464123962
273,164.0,568.7917017678792
274,165.0,127.1416532848303
275,166.0,126.19429464123962
276,167.0,126.09916732476864
277,168.0,125.14391715141412
278,168.0,577.2642375896847
279,169.0,123.25988804148737
280,169.0,625.8250554268341
281,170.0,123.1990259701756
282,171.0,126.0634760745554
283,171.0,576.9228717948354
284,171.0,588.6000339789321
285,172.0,126.3210196285638
286,173.0,125.14391715141412
287,173.0,568.0845007567096
288,174.0,126.14277624977183
289,174.0,569.45061243272
290,174.0,576.9228717948354
291,175.0,127.3184982632139
292,175.0,577.6244454660831
293,176.0,124.14507642270796
294,177.0,123.25988804148737
295,177.0,589.4412608564147
296,178.0,124.19742348374221
297,179.0,127.251719045363
298,180.0,126.19429464123962
299,180.0,576.9228717948354
300,181.0,127.251719045363
301,182.0,124.10076550932311
302,182.0,627.4368494119548
303,183.0,122.14745187681976
304,183.0,623.5543280260349
305,184.0,127.251719045363
306,185.0,123.1990259701756
307,186.0,126.25371281669304
308,187.0,587.2307893835268
309,187.0,127.3184982632139
310,187.0,625.8250554268341
311,187.0,560.3079510412109
312,188.0,126.09916732476864
313,188.0,576.4069742811931
314,189.0,127.3184982632139
315,189.0,625.8250554268341
316,190.0,123.1990259701756
317,191.0,123.1990259701756
318,191.0,624.6767163901661
319,191.0,584.9068301875094
320,192.0,125.09996003196804
321,193.0,126.09916732476864
322,194.0,127.3184982632139
323,195.0,567.3817057325695
324,195.0,125.06398362438324
325,195.0,588.6000339789321
326,196.0,127.06297651164952
327,196.0,624.4269372792945
328,196.0,569.442710024459
329,197.0,123.25988804148737
330,198.0,126.09916732476864
331,199.0,126.0634760745554
332,200.0,127.251719045363
333,200.0,577.2642375896847
334,200.0,625.2327566594699
335,200.0,588.0688735173798
336,201.0,126.25371281669304
337,202.0,126.0634760745554
338,203.0,126.25371281669304
339,204.0,126.09916732476864
340,204.0,625.8250554268341
341,205.0,123.25988804148737
342,205.0,625.4254551903049
343,205.0,568.0325694887574
344,206.0,124.19742348374221
345,206.0,560.1615838309514
346,207.0,126.09916732476864
347,208.0,126.19429464123962
348,208.0,588.2482469162148
349,209.0,127.251719045363
350,209.0,568.5850859809814
351,210.0,126.0634760745554
352,210.0,588.9261413793754
353,210.0,575.8923510518264
354,211.0,127.3184982632139
355,211.0,577.1039767667521
356,211.0,625.8250554268341
357,212.0,125.19584657647394
358,213.0,126.19429464123962
359,214.0,123.25988804148737
360,215.0,124.14507642270796
361,216.0,588.102882155835
362,216.0,625.8250554268341
363,216.0,127.06297651164952
364,217.0,124.25779653607253
365,218.0,126.19429464123962
366,218.0,570.2017186926045
367,219.0,125.14391715141412
368,220.0,122.3315167894194
369,220.0,576.4069742811931
370,220.0,567.0872948673775
371,221.0,127.3184982632139
372,221.0,569.45061243272
373,221.0,576.066836400083
374,222.0,125.14391715141412
375,223.0,123.1990259701756
376,224.0,126.14277624977183
377,224.0,587.7490961286117
378,225.0,126.14277624977183
379,225.0,625.2327566594699
380,225.0,588.5847432613251
381,226.0,123.25988804148737
382,227.0,126.19429464123962
383,227.0,576.9228717948354
384,228.0,122.40914998479485
385,228.0,565.8639412438293
386,229.0,125.32358118087753
387,230.0,126.25371281669304
388,230.0,569.442710024459
389,231.0,125.25573839150046
390,232.0,125.06398362438324
391,233.0,124.19742348374221
392,234.0,123.3288287465668
393,235.0,124.32618388738553
394,236.0,125.14391715141412
395,236.0,624.4269372792945
396,236.0,577.7793696559268
397,237.0,124.25779653607253
398,237.0,575.7299714275782
399,238.0,124.25779653607253
400,239.0,124.25779653607253
401,239.0,626.418390534633
402,240.0,126.09916732476864
403,240.0,575.7299714275782
404,240.0,624.1089648450821
405,241.0,126.4792473095883
406,241.0,575.2112655364114
407,241.0,624.6062759851201
408,242.0,123.25988804148737
409,242.0,577.7793696559268
410,243.0,126.14277624977183
411,244.0,127.39309243440164
412,244.0,587.8817908389407
413,245.0,586.075933646827
414,245.0,127.39309243440164
415,246.0,576.4069742811931
416,246.0,126.3210196285638
417,246.0,624.5926672640338
418,247.0,124.25779653607253
419,247.0,622.7182348381971
420,248.0,125.14391715141412
421,248.0,570.3165787525381
422,248.0,576.4069742811931
423,249.0,123.1990259701756
424,250.0,588.0688735173798
425,250.0,125.32358118087753
426,250.0,622.9638833832986
427,251.0,124.19742348374221
428,251.0,624.4269372792945
429,251.0,586.6966848380856
430,252.0,625.757141389533
431,252.0,125.39936203984452
432,253.0,123.40583454602137
433,253.0,575.2112655364114
434,254.0,123.3288287465668
435,254.0,566.7186250689138
436,255.0,125.19584657647394
437,255.0,623.0128409591571
438,256.0,125.32358118087753
439,256.0,624.1089648450821
440,257.0,126.3210196285638
441,258.0,123.40583454602137
442,258.0,567.9269319199434
443,259.0,124.25779653607253
444,259.0,576.7503792803261
445,260.0,126.19429464123962
446,260.0,575.3790055259229
447,261.0,125.19584657647394
448,261.0,624.2155076574115
449,261.0,571.1829829397931
450,262.0,126.25371281669304
451,262.0,574.5206697761187
452,262.0,587.8996513011383
453,263.0,126.25371281669304
454,263.0,624.8103712327445
455,263.0,574.5206697761187
456,263.0,587.8996513011383
457,264.0,124.4025723206719
458,264.0,575.0347815567333
459,265.0,123.40583454602137
460,265.0,574.1776728504863
461,266.0,122.494897852931
462,267.0,123.4908903522847
463,267.0,623.2575711533716
464,268.0,123.4908903522847
465,268.0,573.8379562210921
466,268.0,567.1701684679828
467,269.0,125.39936203984452
468,270.0,127.56566936288148
469,270.0,569.9912280026773
470,270.0,574.5206697761187
471,270.0,622.9357912337355
472,271.0,122.494897852931
473,271.0,574.6938315311902
474,272.0,124.32618388738553
475,272.0,569.3373340999166
476,272.0,587.7286788986904
477,273.0,573.8379562210921
478,273.0,570.1876883974259
479,273.0,625.4062679570776
480,273.0,125.57467897629681
481,274.0,124.4025723206719
482,274.0,574.5206697761187
483,275.0,124.4025723206719
484,275.0,573.3210269997081
485,276.0,125.32358118087753
486,276.0,575.3790055259229
487,276.0,573.4152073323484
488,277.0,123.40583454602137
489,278.0,123.40583454602137
490,278.0,569.9912280026773
491,279.0,124.4869471069156
492,280.0,124.67958934805648
493,280.0,574.1776728504863
494,281.0,125.67418191498204
495,282.0,126.3210196285638
496,282.0,574.8669411263793
497,282.0,571.0560392816103
498,282.0,621.0354257206267
499,283.0,121.80722474467596
500,283.0,570.1876883974259
501,284.0,124.4025723206719
502,284.0,623.6024374551466
503,285.0,125.67418191498204
504,285.0,573.6627929367565
505,285.0,621.8745854269974
506,286.0,574.3561612797412
507,286.0,125.32358118087753
508,286.0,622.608223524232
509,286.0,619.652321870902
510,287.0,125.67418191498204
511,288.0,125.67418191498204
512,288.0,573.4962946698087
513,289.0,124.57929201917949
514,289.0,624.6038744676501
515,290.0,124.57929201917949
516,290.0,587.5797818169036
517,291.0,124.4869471069156
518,291.0,574.1776728504863
519,292.0,124.57929201917949
520,292.0,573.6627929367565
521,293.0,126.39620247459969
522,293.0,573.7848028660222
523,294.0,125.4830665866913
524,294.0,573.7848028660222
525,294.0,575.5501715749896
526,295.0,126.39620247459969
527,295.0,573.2887579571048
528,295.0,621.805435807697
529,295.0,573.4962946698087
530,296.0,124.4025723206719
531,296.0,575.0347815567333
532,296.0,623.4115815414405
533,297.0,123.58397954427588
534,297.0,590.139813942425
535,297.0,575.0347815567333
536,297.0,623.4115815414405
537,298.0,125.57467897629681
538,299.0,123.79418403139947
539,300.0,124.4869471069156
540,300.0,574.5206697761187
541,301.0,124.4869471069156
542,301.0,571.3020217013064
543,302.0,124.4869471069156
544,302.0,574.0078396677175
545,303.0,571.9248202342682
546,303.0,124.57929201917949
547,303.0,574.5206697761187
548,304.0,621.8946856180715
549,304.0,123.79418403139947
550,304.0,574.1776728504863
551,305.0,574.0078396677175
552,305.0,123.79418403139947
553,306.0,123.79418403139947
554,306.0,574.1776728504863
555,306.0,623.2046212922365
556,307.0,123.79418403139947
557,307.0,572.0498230049546
558,308.0,574.6938315311902
559,308.0,124.67958934805648
560,308.0,557.0969394997607
561,309.0,124.67958934805648
562,310.0,124.90396310766124
563,310.0,571.777928919961
564,311.0,124.90396310766124
565,311.0,622.4026028223211
566,312.0,124.90396310766124
567,312.0,622.4026028223211
568,312.0,617.7264766868909
569,313.0,125.78155667664477
570,314.0,127.1416532848303
571,314.0,572.7940292984905
572,314.0,576.423455456143
573,315.0,125.15989773086265
574,315.0,619.1090372462673
575,316.0,124.90396310766124
576,317.0,121.3424904969401
577,317.0,574.0078396677175
578,317.0,546.0567736050896
579,318.0,125.02799686470227
580,319.0,124.03628501370073
581,319.0,572.9170969695354
582,319.0,572.0568153601529
583,320.0,125.29964086141668
584,320.0,572.9170969695354
585,320.0,622.4026028223211
586,321.0,124.31009613060397
587,321.0,575.2164809878103
588,321.0,573.2887579571048
589,322.0,124.31009613060397
590,322.0,573.149195236284
591,322.0,622.4026028223211
592,322.0,583.9529090603112
593,323.0,122.64175471673585
594,323.0,573.6627929367565
595,323.0,571.0560392816103
596,324.0,124.31009613060397
597,324.0,585.8754133772811
598,325.0,123.62847568420473
599,325.0,573.846669416143
600,325.0,621.003220603565
601,325.0,571.9589146083833
602,326.0,123.62847568420473
603,326.0,572.6368831991177
604,327.0,123.79418403139947
605,327.0,622.4026028223211
606,327.0,572.6368831991177
607,327.0,546.2023434589054
608,328.0,123.79418403139947
609,328.0,572.6368831991177
610,329.0,123.96773773849388
611,329.0,621.6405713915398
612,329.0,572.6368831991177
613,329.0,573.663664528267
614,330.0,124.33824833895642
615,330.0,622.4026028223211
616,330.0,573.149195236284
617,331.0,124.1491039033307
618,332.0,573.3384689692468
619,332.0,121.39604606411199
620,333.0,573.3384689692468
621,333.0,123.5556554755791
622,333.0,621.003220603565
623,334.0,124.19742348374221
624,334.0,622.2001285760073
625,335.0,124.19742348374221
626,335.0,622.2001285760073
627,335.0,571.2661376276385
628,336.0,123.97580409095961
629,337.0,572.9860382243183
630,337.0,121.75385004179539
631,338.0,123.69316876852982
632,338.0,573.4962946698087
633,339.0,574.1576438575037
634,339.0,123.45444503945575
635,339.0,582.9348162530696
636,339.0,573.4962946698087
637,339.0,545.2063829413592
638,340.0,121.29715577869086
639,340.0,574.5206697761187
640,341.0,570.5479822065801
641,341.0,122.5275479229059
642,342.0,122.5275479229059
643,342.0,573.846669416143
644,343.0,122.5275479229059
645,343.0,556.9784555977009
646,343.0,573.846669416143
647,344.0,123.36936410632909
648,345.0,122.41323457861898
649,345.0,584.3089935984214
650,345.0,572.6368831991177
651,346.0,121.75795661885921
652,346.0,620.8188141478961
653,347.0,123.01625908797584
654,347.0,571.777928919961
655,347.0,622.2001285760073
656,348.0,571.6161299333671
657,348.0,124.91997438360288
658,348.0,620.1548193798062
659,349.0,124.91997438360288
660,349.0,571.777928919961
661,349.0,622.2001285760073
662,350.0,124.31009613060397
663,350.0,561.5282717726686
664,351.0,123.03251602726817
665,351.0,583.9768831041174
666,352.0,572.9860382243183
667,352.0,573.2887579571048
668,352.0,122.77621919573839
669,352.0,573.6941693969009
670,353.0,122.19656296312102
671,353.0,572.1258602790124
672,353.0,574.1576438575037
673,354.0,122.56018929489298
674,354.0,573.4962946698087
675,355.0,122.56018929489298
676,355.0,573.4962946698087
677,356.0,121.33424908079334
678,356.0,572.1258602790124
679,356.0,581.9080683406959
680,357.0,581.9080683406959
681,357.0,124.08464852672147
682,357.0,556.2157854645983
683,357.0,572.1258602790124
684,358.0,573.663664528267
685,358.0,125.29964086141668
686,358.0,573.4962946698087
687,358.0,618.7770196120732
688,359.0,125.29964086141668
689,359.0,573.3384689692468
690,360.0,573.6627929367565
691,360.0,122.54386969571347
692,361.0,121.24768039018313
693,361.0,572.6368831991177
694,361.0,621.6011583000791
695,361.0,574.1576438575037
696,362.0,572.6368831991177
697,362.0,122.98373876248843
698,362.0,621.6011583000791
699,362.0,574.1576438575037
700,363.0,572.6368831991177
701,363.0,122.98373876248843
702,364.0,123.47064428438041
703,364.0,572.6368831991177
704,364.0,574.5337239884183
705,364.0,619.4271547163556
706,365.0,572.9860382243183
707,365.0,120.83045973594572
708,365.0,554.9234181398367
709,365.0,616.8865373794439
710,366.0,120.83045973594572
711,366.0,573.846669416143
712,366.0,554.9234181398367
713,366.0,616.8865373794439
714,366.0,583.6103151932804
715,367.0,120.83045973594572
716,367.0,573.846669416143
717,367.0,555.5690776132163
718,367.0,616.8865373794439
719,368.0,572.1258602790124
720,368.0,121.07848694132248
721,369.0,572.6368831991177
722,369.0,124.67958934805648
723,370.0,574.8669411263793
724,370.0,119.8874472161285
725,371.0,573.663664528267
726,371.0,124.86793023030373
727,371.0,572.1258602790124
728,371.0,620.9943639035704
729,372.0,573.663664528267
730,372.0,572.9860382243183
731,372.0,122.87391912037315
732,373.0,573.663664528267
733,373.0,572.9860382243183
734,373.0,122.87391912037315
735,374.0,122.88612614937456
736,374.0,572.6368831991177
737,375.0,119.81652640600127
738,375.0,572.1258602790124
739,376.0,122.20065466273084
740,377.0,122.00409829181969
741,377.0,574.1576438575037
742,377.0,572.1258602790124
743,378.0,122.00409829181969
744,378.0,574.1576438575037
745,378.0,572.1258602790124
746,379.0,122.00409829181969
747,379.0,574.1576438575037
748,379.0,572.1258602790124
749,380.0,121.65936051122412
750,380.0,572.9860382243183
751,380.0,571.9589146083833
752,380.0,583.4552253600956
753,380.0,574.1576438575037
754,381.0,121.65936051122412
755,381.0,572.6368831991177
756,381.0,583.4552253600956
757,381.0,574.1576438575037
758,382.0,572.9860382243183
759,382.0,571.9589146083833
760,382.0,124.47088012864695
761,382.0,583.4552253600956
762,382.0,574.1576438575037
763,383.0,572.6368831991177
764,383.0,119.09659944767525
765,383.0,621.6011583000791
766,383.0,574.1576438575037
767,384.0,572.6368831991177
768,384.0,119.09659944767525
769,384.0,621.6011583000791
770,384.0,574.1576438575037
771,385.0,119.09659944767525
772,385.0,573.2887579571048
773,385.0,621.6011583000791
774,385.0,572.1258602790124
775,386.0,573.663664528267
776,386.0,121.63058825805291
777,386.0,572.4770737767583
778,386.0,621.6011583000791
779,386.0,584.8298897970246
780,386.0,619.9491914665266
781,387.0,573.663664528267
782,387.0,572.4770737767583
783,387.0,123.84264209067892
784,387.0,621.6011583000791
785,387.0,584.8298897970246
786,387.0,619.9491914665266
787,388.0,573.663664528267
788,388.0,121.63058825805291
789,388.0,572.4770737767583
790,388.0,621.6011583000791
791,388.0,584.8298897970246
792,388.0,619.9491914665266
793,389.0,573.7848028660222
794,389.0,123.7457069962429
795,389.0,573.6627929367565
796,389.0,621.6011583000791
797,390.0,573.7848028660222
798,390.0,123.7457069962429
799,390.0,573.6627929367565
800,390.0,621.6011583000791
801,391.0,573.7848028660222
802,391.0,123.7457069962429
803,391.0,573.6627929367565
804,391.0,621.6011583000791
805,392.0,120.96693763173474
806,392.0,572.9860382243183
807,392.0,573.663664528267
808,393.0,120.96693763173474
809,393.0,573.663664528267
810,393.0,572.1258602790124
811,394.0,120.96693763173474
812,394.0,572.9860382243183
813,394.0,573.663664528267
814,395.0,572.2910098891996
815,395.0,121.16517651536682
816,396.0,572.6368831991177
817,396.0,121.0826164236634
818,397.0,572.2910098891996
819,397.0,121.16517651536682
820,398.0,118.56221995222593
821,398.0,572.7940292984905
822,398.0,575.5692834055689
823,398.0,617.4301579935985
824,399.0,122.44182292011173
825,399.0,572.7940292984905
826,399.0,575.5692834055689
827,399.0,617.4301579935985
828,400.0,118.56221995222593
829,400.0,572.7940292984905
830,400.0,575.5692834055689
831,400.0,617.4301579935985
832,401.0,121.82364302548172
833,401.0,573.4962946698087
834,401.0,600.4706487414685
835,402.0,121.82364302548172
836,402.0,574.1576438575037
837,402.0,573.4962946698087
838,402.0,600.4706487414685
839,403.0,121.82364302548172
840,403.0,573.4962946698087
841,403.0,600.4706487414685
842,404.0,121.82364302548172
843,404.0,573.7848028660222
844,404.0,572.1258602790124
845,405.0,572.6368831991177
846,405.0,118.81077392223317
847,406.0,572.6368831991177
848,406.0,122.03687967167957
849,407.0,121.2023102090055
850,407.0,573.149195236284
851,408.0,121.75795661885921
852,408.0,572.6368831991177
853,409.0,119.26860441876563
854,409.0,619.6006778563109
855,409.0,556.2157854645983
856,410.0,119.57006314291216
857,410.0,620.987117418711
858,410.0,556.3326343115241
859,411.0,119.26860441876563
860,411.0,619.6006778563109
861,411.0,556.2157854645983
862,412.0,119.57006314291216
863,412.0,620.987117418711
864,412.0,556.3326343115241
865,413.0,120.93386622447825
866,413.0,572.1258602790124
867,414.0,120.93386622447825
868,414.0,572.6368831991177
869,415.0,120.93386622447825
870,415.0,572.1258602790124
871,416.0,121.31364309095659
872,417.0,122.53978945632312
873,417.0,571.8644944390236
874,417.0,572.1258602790124
875,418.0,122.53978945632312
876,418.0,570.4533285028671
877,418.0,571.777928919961
878,418.0,573.1710041514661
879,419.0,122.53978945632312
880,419.0,572.6368831991177
881,419.0,584.4997861419625
882,419.0,556.2157854645983
883,420.0,122.53978945632312
884,420.0,572.6368831991177
885,420.0,556.2157854645983
886,421.0,573.663664528267
887,421.0,123.1665539016173
888,421.0,571.2057422680552
889,421.0,573.149195236284
890,421.0,556.2157854645983
891,422.0,122.7721466783081
892,422.0,556.3326343115241
893,422.0,573.6627929367565
894,423.0,123.1665539016173
895,423.0,555.5690776132163
896,423.0,573.149195236284
897,424.0,123.1665539016173
898,424.0,555.5690776132163
899,424.0,573.149195236284
900,425.0,572.6368831991177
901,425.0,573.7848028660222
902,425.0,123.1665539016173
903,426.0,123.36936410632909
904,426.0,572.9860382243183
905,426.0,572.7940292984905
906,426.0,578.3580206066135
907,427.0,123.36936410632909
908,427.0,572.9860382243183
909,427.0,572.7940292984905
910,427.0,578.3580206066135
911,428.0,573.4962946698087
912,428.0,125.59060474414477
913,429.0,123.71337841963576
914,429.0,572.9860382243183
915,429.0,574.1576438575037
916,430.0,125.93649193144932
917,430.0,572.1258602790124
918,430.0,574.1576438575037
919,431.0,572.2910098891996
920,431.0,128.16005617976296
921,431.0,571.5522723251129
922,432.0,572.1258602790124
923,432.0,572.3006203037002
924,432.0,128.16005617976296
925,433.0,123.664869708418
926,433.0,571.2057422680552
927,433.0,573.663664528267
928,433.0,621.6011583000791
929,433.0,573.4962946698087
930,433.0,545.2063829413592
931,433.0,585.0
932,434.0,123.664869708418
933,434.0,571.2057422680552
934,434.0,573.663664528267
935,434.0,621.6011583000791
936,434.0,573.4962946698087
937,434.0,545.2063829413592
938,434.0,585.0
939,435.0,123.664869708418
940,435.0,571.2057422680552
941,435.0,573.663664528267
942,435.0,621.6011583000791
943,435.0,573.4962946698087
944,435.0,545.2063829413592
945,435.0,585.0
946,436.0,125.87692401707312
947,436.0,573.4962946698087
948,436.0,621.6011583000791
949,436.0,562.3041881401916
950,437.0,572.9860382243183
951,437.0,125.87692401707312
952,438.0,572.9860382243183
953,438.0,125.87692401707312
954,438.0,621.6011583000791
955,439.0,572.9860382243183
956,439.0,125.87692401707312
957,440.0,572.6368831991177
958,440.0,125.87692401707312
959,440.0,621.6011583000791
960,440.0,554.159724267291
961,441.0,572.6368831991177
962,441.0,125.87692401707312
963,441.0,621.6011583000791
964,442.0,572.4770737767583
965,442.0,621.6011583000791
966,442.0,127.90621564255585
967,442.0,556.2157854645983
968,443.0,572.2910098891996
969,443.0,572.420300129197
970,443.0,623.0008025677014
971,443.0,128.7245120402482
972,444.0,572.6368831991177
973,444.0,573.7848028660222
974,444.0,128.2653499585917
975,445.0,572.6368831991177
976,445.0,573.7848028660222
977,445.0,128.2653499585917
978,446.0,128.2653499585917
979,446.0,573.4962946698087
980,446.0,574.1576438575037
981,447.0,128.2653499585917
982,447.0,573.4962946698087
983,447.0,574.1576438575037
984,448.0,127.47548783981962
985,448.0,573.846669416143
986,448.0,575.5215026391281
987,449.0,131.85598204101322
988,449.0,572.7940292984905
989,449.0,572.1258602790124
990,450.0,131.85598204101322
991,450.0,572.7940292984905
992,450.0,572.1258602790124
993,451.0,131.85598204101322
994,451.0,572.7940292984905
995,451.0,572.1258602790124
996,452.0,572.9860382243183
997,452.0,131.85598204101322
998,453.0,572.9860382243183
999,453.0,131.85598204101322
1000,454.0,572.9860382243183
1001,454.0,131.85598204101322
1002,455.0,574.5206697761187
1003,455.0,135.6244815658294
1004,455.0,556.2157854645983
