,FileName,n_max,n_max_err,A_max,A_max_err,n_min,n_min_err,A_min,A_min_err,Bot_Type,diameter
0,aligner_N021_D007_C0548.MP4_link.csv,1.012178640578344,0.0008034383612220583,1.9183687105474334,0.0026297826289573742,1.0077101044933403,0.00045786778619812346,1.9426931100338798,0.001234430772823419,aligner,7
0,aligner_N021_D007_C0547.MP4_link.csv,1.0801453880846952,0.0006960596017808331,0.9249716327923728,0.0022783148161399313,1.0729270121911705,0.0003055965631117264,0.9502386716157034,0.0008239013032245916,aligner,7
0,aligner_N021_D007_C0544.MP4_link.csv,1.1085535821072052,0.0010128897528261652,0.5812845278667657,0.003315350628147355,1.1481166497043929,0.0017707068561432279,0.5307913239178068,0.004773900122497954,aligner,7
0,aligner_N021_D007_C0542.MP4_link.csv,1.2235691008801477,0.0005767456211837451,1.2353106960733222,0.0018877810290114992,1.1809638815711583,0.0010111547728483372,1.3947411616863934,0.0027261156615274655,aligner,7
0,fronter_N021_D007_C0541.MP4_link.csv,1.1817508432825847,0.0020623895850091123,1.441735312506991,0.006750531957355943,1.284997108742623,0.0006793454891840483,1.1035035875563313,0.0018315438609303608,fronter,7
0,fronter_N021_D007_C0540.MP4_link.csv,0.9575638851893037,0.004423837585569693,2.9236769946840315,0.014479929941036775,1.2123187910322586,0.0036389969114833617,1.531124116760046,0.009810888729327413,fronter,7
0,fronter_N021_D007_C0539.MP4_link.csv,1.1157933716912325,0.0026273477764051424,2.814675237685961,0.00859973070783274,1.2804326259777177,0.0007818299164651911,1.8394922565611795,0.002107846300871852,fronter,7
0,fronter_N021_D007_C0538.MP4_link.csv,1.0927701613233143,0.001932561228605805,0.8540274873041314,0.006325582380787358,1.1838449598223988,0.0008728972816730026,0.6747378756625027,0.002353367648548533,fronter,7
0,fronter_N021_D012_C0537.MP4_link.csv,1.2244932225812692,0.00553022224071552,1.4291710536074387,0.018101303648835578,1.5070132728970405,0.0026506476387012077,0.6873054466924722,0.0071462573506792006,fronter,12
0,fronter_N021_D012_C0536.MP4_link.csv,1.4187523458610087,0.004818794112583477,1.6966427793471401,0.015772685632205182,1.668647211536646,0.002154612380462778,0.8869958640323575,0.005808925783886981,fronter,12
0,fronter_N021_D012_C0535.MP4_link.csv,1.3330730782266134,0.002882931455217622,1.1695058367030506,0.009436297479654694,1.4610037644822187,0.001702934157976559,0.8428627961148769,0.004591181835553209,fronter,12
0,fronter_N021_D012_C0534.MP4_link.csv,1.6983028811258898,0.0011666672029055423,1.342812164972793,0.0038186889395998517,1.7641645055707886,0.0005047098231576438,1.1349559530632511,0.0013607190466394885,fronter,12
0,fronter_N021_D012_C0533.MP4_link.csv,1.1471280488289592,0.005549315247771064,3.483179473679276,0.018163798579703343,1.4539430346226023,0.0049402697544217635,1.590956655862971,0.013319174879961064,fronter,12
0,aligner_N021_D012_C0532.MP4_link.csv,1.250526900995312,0.0005401654402072551,0.25740879578177006,0.0017680481157036788,1.255110621473092,0.0013588416038655849,0.25540240856418206,0.003663494091024363,aligner,12
0,aligner_N021_D012_C0531.MP4_link.csv,1.1857347514727785,0.006076762213969568,0.7032515249999576,0.019890217948519844,1.534815141626968,0.003020371419375172,0.2851909124749014,0.00814304823039856,aligner,12
0,updated_test_aligner_N021_D012_C0530.MP4_link.csv,1.0146274738876373,0.006288144308942253,1.6657697781751688,0.020582104798877083,1.319685785492659,0.0012036057524050273,0.7468072945513025,0.003244971874380653,aligner,12
0,aligner_N021_D012_C0529.MP4_link.csv,1.2124501591576904,0.0019870791130670537,1.3409379322945658,0.0065040289309548065,1.3134318517937351,0.0022369965701426143,1.0464808828626129,0.006031036100845862,aligner,12
0,updated_test_aligner_N021_D018_C0527.MP4_link.csv,1.3623531738037447,0.001423712870961139,0.15574040205044495,0.004660040554488482,1.435693760259133,0.0021133628258171956,0.1307341919638476,0.005697714978991533,aligner,18
0,aligner_N021_D018_C0526.MP4_link.csv,1.3089499165441474,0.0011894193440776513,0.12913466836127446,0.003893160290994554,1.3603674308673463,0.002265484301977814,0.11431518505710016,0.006107840918586067,aligner,18
0,aligner_N021_D018_C0525.MP4_link.csv,1.1599565798084888,0.0022425900418763145,0.11486210814831012,0.007340356855015958,1.2877341878360093,0.0019757572331609158,0.08309314774348817,0.005326724522957633,aligner,18
0,aligner_N021_D018_C0523.MP4_link.csv,1.0851755031935097,0.00355063543780627,0.23387370369922897,0.0116217992491173,1.255509014099885,0.0020688640459850935,0.1512322493377673,0.005577744386857554,aligner,18
0,fronter_N021_D018_C0521.MP4_link.csv,1.6718683679622504,0.000496823614843032,0.529004369235271,0.001626183423510455,1.6651902578192028,0.00032954714419392126,0.5423846713993056,0.0008884729461005737,fronter,18
0,fronter_N021_D018_C0519.MP4_link.csv,1.6235464296591888,0.0022131761233628736,0.8940985566975015,0.007244079574279724,1.735290895848913,0.0010368534130130499,0.6689307770605558,0.0027954003935062683,fronter,18
0,fronter_N021_D018_C0514.MP4_link.csv,1.371665900372392,0.002551733304977067,0.35438346762142875,0.008352232280661153,1.4898395218734668,0.0028015581598180325,0.2644165575843371,0.007553118437356095,fronter,18
0,fronter_N021_D018_C0516.MP4_link.csv,1.5270673004662525,0.002526587034070329,0.2783952045943748,0.008269924710888645,1.6575041917529925,0.0012322184143306895,0.19869728147653812,0.003322112658207861,fronter,18
0,fronter_N021_D018_C0517.MP4_link.csv,1.4191686044055922,0.0037149888610689074,0.5068319942545388,0.012159753970354502,1.617947297675758,0.001641489283207694,0.3031071883455029,0.0044255240616073365,fronter,18
0,fronter_N021_D028_C0490.MP4_link.csv,1.5770739941140972,0.0018483893420654905,0.5541387193095901,0.006050075016995334,1.6869801150827262,0.0014090909988361338,0.4200121546333085,0.003798968612427415,fronter,28
0,fronter_N021_D028_C0491.MP4_link.csv,1.9337132910818244,0.0007007076126150059,0.43091666589018507,0.0022935283785397555,1.928617946882318,0.00012486274844466535,0.4351201948792322,0.0003366352291824994,fronter,28
0,updated_test_fronter_N021_D028_C0492.MP4_link.csv,1.5377661741724458,0.0009610128825494637,0.15930293786987162,0.00314554928657266,1.5926673940377996,0.0007791500134080258,0.1390630083212439,0.002100621168609155,fronter,28
0,fronter_N021_D028_C0493.MP4_link.csv,1.7417646059756016,0.0004678352462783798,0.06698995551581198,0.0015312997897848515,1.7629510692836876,0.000561838322916504,0.06357600234109122,0.00151473972936173,fronter,28
0,updated_test_aligner_N021_D028_C0494.MP4_link.csv,1.3339419031127562,0.002415860192630452,0.10163808835887994,0.007907497878899628,1.4568789580207757,0.0021091618639955687,0.0745520402384172,0.005686389042414361,aligner,28
0,aligner_N021_D028_C0495.MP4_link.csv,1.4932850514863083,0.0004450257787588513,0.07675152674434359,0.0014566407370282181,1.450232306405164,0.0003651944661405689,0.08587918676820874,0.0009845796188841295,aligner,28
0,aligner_N021_D028_C0497.MP4_link.csv,1.3229562368291428,0.0033358416091070924,0.14703088843166093,0.01091874456103418,1.5036710324268734,0.0019198259859112604,0.09235191944952607,0.005175931577222319,aligner,28
0,aligner_N021_D028_C0498.MP4_link.csv,1.5799733175106394,0.0019244676543859604,0.17869257345736778,0.006299091212778724,1.683733068369816,0.0012652112727587945,0.1370499499487484,0.003411062729599629,aligner,28
0,updated_test_aligner_N021_D032_C0552.MP4_link.csv,1.7753105997926453,0.0009998812410051128,0.07854716963756504,0.0032727716804882333,1.8168780054351406,0.00044604961484265597,0.07034472870755859,0.0012025685097984413,aligner,32
0,updated_test_aligner_N021_D032_C0551.MP4_link.csv,1.6153500963881557,0.00018591427726298056,0.05348116762541159,0.000608527245141577,1.6162561695378883,0.00032426416798024744,0.05340234402794381,0.0008742298255242616,aligner,32
0,updated_test_aligner_N021_D032_C0550.MP4_link.csv,1.427325808923786,0.0017230716646083007,0.1306792556014565,0.0056398899335364395,1.5290493968215526,0.0018629902553846975,0.10138112543665001,0.005022700031233454,aligner,32
0,updated_test_aligner_N021_D032_C0549.MP4_link.csv,1.4208935262831315,0.0008026241021098305,0.054431967479406755,0.002627117409370142,1.468021381139467,0.0007498892123250456,0.04842048154656419,0.002021732821602094,aligner,32
0,fronter_N021_D032_C0500.MP4_link.csv,1.8252231579773284,0.002582762681774776,0.8774235607667801,0.008453796471096186,1.9658969051966804,0.0006389108167237777,0.6056882751526692,0.0017225304836803867,fronter,32
0,fronter_N021_D032_C0501.MP4_link.csv,1.7570141684229887,0.00017064905477582617,0.223509519133973,0.0005585617275454777,1.7502406735290772,0.0001347176226006622,0.22771150148950067,0.0003632043624030228,fronter,32
0,updated_test_fronter_N021_D032_C0502.MP4_link.csv,1.5686454003606667,0.0037531864315953245,0.2509678541727912,0.0122847810520744,1.749883415581479,0.0010476679092881265,0.155918623675459,0.002824556698078882,fronter,32
0,fronter_N021_D032_C0503.MP4_link.csv,1.5412258994221115,0.003927131094873885,0.1972409213855988,0.012854129700276667,1.721088391567515,0.0015130943074841696,0.12301270784709539,0.004079365817733928,fronter,32
