frame,frame,x,y,r,particle
1,1,628.5,562.5,47.4,0
2,2,629.5,560.5,47.4,0
3,3,628.5,561.5,46.3,0
4,4,629.5,560.5,47.4,0
5,5,628.5,561.5,46.3,0
6,6,628.5,561.5,46.3,0
7,7,629.5,560.5,47.4,0
8,8,629.5,560.5,47.4,0
9,9,628.5,562.5,47.4,0
10,10,629.5,560.5,47.4,0
11,11,629.5,560.5,47.4,0
12,12,629.5,560.5,47.4,0
13,13,629.5,560.5,47.4,0
14,14,629.5,560.5,47.4,0
15,15,628.5,561.5,46.3,0
16,16,629.5,560.5,47.4,0
17,17,629.5,560.5,47.4,0
18,18,628.5,561.5,46.3,0
19,19,628.5,562.5,47.4,0
20,20,630.5,561.5,47.4,0
21,21,629.5,560.5,47.4,0
22,22,630.5,561.5,47.4,0
23,23,628.5,561.5,46.3,0
24,24,628.5,561.5,46.3,0
25,25,628.5,562.5,47.4,0
26,26,628.5,562.5,47.4,0
27,27,628.5,562.5,47.4,0
28,28,627.5,561.5,47.4,0
29,29,628.5,561.5,46.3,0
30,30,628.5,561.5,46.3,0
31,31,628.5,561.5,46.3,0
32,32,628.5,561.5,46.3,0
33,33,629.5,560.5,47.4,0
34,34,628.5,561.5,46.3,0
35,35,629.5,560.5,47.4,0
36,36,629.5,562.5,46.3,0
37,37,629.5,560.5,47.4,0
38,38,629.5,560.5,47.4,0
39,39,628.5,561.5,46.3,0
40,40,629.5,560.5,47.4,0
41,41,628.5,561.5,46.3,0
42,42,628.5,561.5,46.3,0
43,43,630.5,562.5,47.4,0
44,44,628.5,561.5,46.3,0
45,45,629.5,560.5,47.4,0
46,46,629.5,560.5,47.4,0
47,47,629.5,560.5,47.4,0
48,48,629.5,560.5,47.4,0
49,49,629.5,560.5,47.4,0
50,50,628.5,561.5,46.3,0
51,51,629.5,560.5,47.4,0
52,52,629.5,560.5,47.4,0
53,53,629.5,560.5,47.4,0
54,54,628.5,561.5,46.3,0
55,55,629.5,560.5,47.4,0
56,56,628.5,561.5,46.3,0
57,57,629.5,560.5,47.4,0
58,58,629.5,560.5,47.4,0
59,59,629.5,560.5,47.4,0
60,60,629.5,560.5,47.4,0
61,61,628.5,562.5,47.4,0
62,62,629.5,560.5,47.4,0
63,63,627.5,561.5,47.4,0
64,64,629.5,560.5,47.4,0
65,65,629.5,560.5,47.4,0
66,66,628.5,561.5,46.3,0
67,67,629.5,560.5,47.4,0
68,68,628.5,562.5,47.4,0
69,69,629.5,560.5,47.4,0
70,70,630.5,562.5,47.4,0
71,71,629.5,562.5,46.3,0
72,72,628.5,561.5,46.3,0
73,73,629.5,560.5,47.4,0
74,74,629.5,560.5,47.4,0
75,75,628.5,561.5,46.3,0
76,76,629.5,560.5,47.4,0
77,77,628.5,561.5,46.3,0
78,78,629.5,560.5,47.4,0
79,79,629.5,560.5,47.4,0
80,80,628.5,561.5,46.3,0
81,81,627.5,561.5,47.4,0
82,82,629.5,560.5,47.4,0
83,83,629.5,560.5,47.4,0
84,84,628.5,561.5,46.3,0
85,85,630.5,561.5,47.4,0
86,86,629.5,560.5,47.4,0
87,87,629.5,560.5,47.4,0
88,88,629.5,560.5,47.4,0
89,89,629.5,560.5,47.4,0
90,90,628.5,562.5,47.4,0
91,91,629.5,560.5,47.4,0
92,92,629.5,560.5,47.4,0
93,93,628.5,561.5,46.3,0
94,94,629.5,560.5,47.4,0
95,95,629.5,560.5,47.4,0
96,96,629.5,560.5,47.4,0
97,97,629.5,560.5,47.4,0
98,98,630.5,561.5,47.4,0
99,99,629.5,560.5,47.4,0
100,100,629.5,562.5,46.3,0
101,101,629.5,560.5,47.4,0
102,102,629.5,560.5,47.4,0
103,103,628.5,562.5,47.4,0
104,104,628.5,561.5,46.3,0
105,105,628.5,561.5,46.3,0
106,106,629.5,560.5,47.4,0
107,107,629.5,560.5,47.4,0
108,108,629.5,562.5,46.3,0
109,109,629.5,560.5,47.4,0
110,110,629.5,560.5,47.4,0
111,111,629.5,560.5,47.4,0
112,112,628.5,561.5,46.3,0
113,113,629.5,560.5,47.4,0
114,114,629.5,560.5,47.4,0
115,115,628.5,562.5,47.4,0
116,116,629.5,560.5,47.4,0
117,117,629.5,560.5,47.4,0
118,118,627.5,561.5,47.4,0
119,119,628.5,561.5,46.3,0
120,120,629.5,560.5,47.4,0
121,121,629.5,560.5,47.4,0
122,122,628.5,561.5,46.3,0
123,123,629.5,560.5,47.4,0
124,124,629.5,560.5,47.4,0
125,125,630.5,561.5,47.4,0
126,126,627.5,561.5,47.4,0
127,127,629.5,560.5,47.4,0
128,128,629.5,560.5,47.4,0
129,129,629.5,560.5,47.4,0
130,130,628.5,561.5,46.3,0
131,131,630.5,561.5,47.4,0
132,132,629.5,560.5,47.4,0
133,133,630.5,562.5,47.4,0
134,134,629.5,560.5,47.4,0
135,135,628.5,561.5,46.3,0
136,136,628.5,561.5,46.3,0
137,137,628.5,562.5,47.4,0
138,138,628.5,561.5,46.3,0
139,139,629.5,560.5,47.4,0
140,140,629.5,560.5,47.4,0
141,141,629.5,560.5,47.4,0
142,142,628.5,561.5,46.3,0
143,143,628.5,561.5,46.3,0
144,144,630.5,560.5,47.4,0
145,145,629.5,560.5,47.4,0
146,146,629.5,560.5,47.4,0
147,147,628.5,561.5,46.3,0
148,148,629.5,560.5,47.4,0
149,149,627.5,561.5,47.4,0
150,150,629.5,560.5,47.4,0
151,151,629.5,560.5,47.4,0
152,152,629.5,560.5,47.4,0
153,153,629.5,560.5,47.4,0
154,154,629.5,560.5,47.4,0
155,155,629.5,560.5,47.4,0
156,156,629.5,560.5,47.4,0
157,157,629.5,560.5,47.4,0
158,158,629.5,560.5,47.4,0
159,159,627.5,561.5,47.4,0
160,160,628.5,561.5,46.3,0
161,161,629.5,560.5,47.4,0
162,162,629.5,560.5,47.4,0
163,163,629.5,560.5,47.4,0
164,164,629.5,560.5,47.4,0
165,165,628.5,561.5,46.3,0
166,166,629.5,560.5,47.4,0
167,167,629.5,560.5,47.4,0
168,168,629.5,560.5,47.4,0
169,169,628.5,561.5,46.3,0
170,170,628.5,561.5,46.3,0
171,171,629.5,560.5,47.4,0
172,172,629.5,560.5,47.4,0
173,173,629.5,560.5,47.4,0
174,174,629.5,560.5,47.4,0
175,175,630.5,561.5,47.4,0
176,176,628.5,561.5,46.3,0
177,177,629.5,562.5,46.3,0
178,178,629.5,560.5,47.4,0
179,179,630.5,559.5,46.3,0
180,180,629.5,560.5,47.4,0
181,181,629.5,562.5,46.3,0
182,182,628.5,562.5,47.4,0
183,183,629.5,560.5,47.4,0
184,184,630.5,561.5,46.3,0
