date,operator,bottype,stars,bot_1_No,bot_2_No,bots,dress_diameter_bot_1,dress_diameter_bot_2,folder,path,LocatingFile,minCircleRadius,maxCircleRadius,startingVoltage,endingVoltage,fps,cpp,start_min,end_min,arenaSize[cm],comments,backedup,motorVal,production,linkingFileName,botLocatingFileName,botLinkingFileName,miniVideoFileNamePack,locatingFileNamePack,linkingFileNamePack
20240508,Eden,fronter,,5,10,2,9.78,9.78,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0766.MP4,,,,,,,,,,,,,,,,,,,,
20240508,Eden,fronter,,5,10,2,9.78,9.78,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0767.MP4,,,,,,,,,,,,,,,,,,,,
20240508,Eden,fronter,,5,10,,,,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0768.MP4,,,,,,,,,,,,,,,,,,,,
20240508,Eden,fronter,,5,12,2,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:04,0:08,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:13,0:17,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:32,0:35,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,1:02,1:05,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,1:12,1:16,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,1:17,1:25,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,1:29,1:38,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,1:43,1:49,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,1:53,1:57,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,2:02,2:05,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,2:11,2:15,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,2:22,2:28,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,2:33,2:42,,,,,,,,,,,
,,fronter,,,,,11.44,11.44,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0770.MP4,D:\Eden\dress_exp\7_5_24\C0770.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,2:46,2:51,,,,,,,,,,,
20240508,Eden,fronter,,5,12,,13.1,13.1,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0771.MP4,D:\Eden\dress_exp\7_5_24\C0771.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:09,0:22,,,,,,,,,,,
,,fronter,,,,,13.1,13.1,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0771.MP4,D:\Eden\dress_exp\7_5_24\C0771.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:26,0:37,,,,,,,,,,,
,,fronter,,,,,13.1,13.1,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0771.MP4,D:\Eden\dress_exp\7_5_24\C0771.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:41,0:58,,,,,,,,,,,
,,fronter,,,,,13.1,13.1,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0771.MP4,D:\Eden\dress_exp\7_5_24\C0771.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,1:03,1:20,,,,,,,,,,,
,,fronter,,,,,13.1,13.1,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0771.MP4,D:\Eden\dress_exp\7_5_24\C0771.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,1:24,1:49,,,,,,,,,,,
,,fronter,,,,,13.1,13.1,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0771.MP4,D:\Eden\dress_exp\7_5_24\C0771.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,1:51,2:08,,,,,,,,,,,
,,fronter,,,,,13.1,13.1,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0771.MP4,D:\Eden\dress_exp\7_5_24\C0771.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,2:10,2:28,,,,,,,,,,,
,,fronter,,,,,13.1,13.1,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0771.MP4,D:\Eden\dress_exp\7_5_24\C0771.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,2:31,2:56,,,,,,,,,,,
,,fronter,,,,,13.1,13.1,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0771.MP4,D:\Eden\dress_exp\7_5_24\C0771.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,3:01,3:36,,,,,,,,,,,
,,fronter,,,,,13.1,13.1,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0771.MP4,D:\Eden\dress_exp\7_5_24\C0771.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,3:39,3:51,,,,,,,,,,,
,,fronter,,,,,13.1,13.1,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0771.MP4,D:\Eden\dress_exp\7_5_24\C0771.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,3:56,4:12,,,,,,,,,,,
20240508,Eden,fronter,,5,12,,9.78,9.78,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0772.MP4,D:\Eden\dress_exp\7_5_24\C0772.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:06,0:11,,,,,,,,,,,
,,fronter,,,,,9.78,9.78,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0772.MP4,D:\Eden\dress_exp\7_5_24\C0772.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:14,0:19,,,,,,,,,,,
,,fronter,,,,,9.78,9.78,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0772.MP4,D:\Eden\dress_exp\7_5_24\C0772.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:23,0:26,,,,,,,,,,,
,,fronter,,,,,9.78,9.78,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0772.MP4,D:\Eden\dress_exp\7_5_24\C0772.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:28,0:31,,,,,,,,,,,
,,fronter,,,,,9.78,9.78,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0772.MP4,D:\Eden\dress_exp\7_5_24\C0772.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:37,0:39,,,,,,,,,,,
,,fronter,,,,,9.78,9.78,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0772.MP4,D:\Eden\dress_exp\7_5_24\C0772.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:43,0:45,,,,,,,,,,,
,,fronter,,,,,9.78,9.78,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0772.MP4,D:\Eden\dress_exp\7_5_24\C0772.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,0:57,0:59,,,,,,,,,,,
,,fronter,,,,,9.78,9.78,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0772.MP4,D:\Eden\dress_exp\7_5_24\C0772.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,1:02,1:05,,,,,,,,,,,
,,fronter,,,,,9.78,9.78,D:\Eden\dress_exp\7_5_24,D:\Eden\dress_exp\7_5_24\C0772.MP4,D:\Eden\dress_exp\7_5_24\C0772.MP4_locatedFull20240508_bot_Eden_test.csv,,,,,,,1:07,1:10,,,,,,,,,,,
