No.,date,operator,bottype,No.,angle,angle_err,stars,bots,folder,path,BotLocatingFile,BatteryLocatingFile,start_min,end_min,starting_point,p0_1,p0_2
138,,,aligner,3,5.4,0.1,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:05,0:11,up,,
139,,,aligner,3,5.4,0.1,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:13,0:15,up,,
140,,,aligner,3,5.4,0.1,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:19,0:21,up,,
141,,,aligner,3,5.4,0.1,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:27,1:30,up,,
142,,,aligner,3,5.4,0.1,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:34,1:35.5,up,,
143,,,aligner,3,5.4,0.1,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:51,1:53,up,,
144,,,aligner,3,5.4,0.1,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:57,1:59,up,,
145,,,aligner,3,5.4,0.1,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0873.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:07,2:08,up,,
146,,,aligner,3,9.4,0.3,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:19,0:21,up,,
147,,,aligner,3,9.4,0.3,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:31,0:34,up,,
148,,,aligner,3,9.4,0.3,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:35,0:38,up,,
149,,,aligner,3,9.4,0.3,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:39,0:41,up,,
150,,,aligner,3,9.4,0.3,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:53,0:57,up,,
151,,,aligner,3,9.4,0.3,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:57,1:00,up,,
152,,,aligner,3,9.4,0.3,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:20,1:22,up,,
153,,,aligner,3,9.4,0.3,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0875.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:37,1:40,up,,
154,,,aligner,3,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:05,0:07,up,,
155,,,aligner,3,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:13,0:14,up,,
156,,,aligner,3,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:20,0:22,up,,
157,,,aligner,3,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:25,0:27,up,,
158,,,aligner,3,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:30,0:32.25,up,,
159,,,aligner,3,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:36,0:38,up,,
160,,,aligner,3,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:41,0:43,up,,
161,,,aligner,3,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0879.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:48,0:48.75,up,,
165,,,aligner,3,4.1,0.2,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:43,0:46,up,,
166,,,aligner,3,4.1,0.2,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:48,0:51,up,,
167,,,aligner,3,4.1,0.2,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:53,0:55,up,,
170,,,aligner,3,4.1,0.2,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:06,1:11,up,,
171,,,aligner,3,4.1,0.2,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:11,1:13.5,up,,
172,,,aligner,3,4.1,0.2,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:16,1:20,up,,
175,,,aligner,3,4.1,0.2,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0886.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:34,1:37,up,,
178,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:04,0:07,up,,
180,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:11,0:13,up,0.3,-1
181,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:15,0:17,up,0.3,-1
182,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:19,0:21,up,0.3,-1
183,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:24,0:26,up,,
184,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:27,0:31,up,0.2,-1
185,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:31,0:35,up,0.2,-1
186,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:37,0:41,up,0.2,-1
187,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:43,0:46,up,0.2,-1
188,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:46,0:49,up,,
189,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:51,0:54,up,,
190,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:56,0:58,up,,
191,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:59,1:01,up,,
192,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:03,1:05,up,,
193,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:07,1:09,up,,
194,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:10,1:13,up,,
195,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:13,1:16,up,,
196,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:17,1:19,up,,
197,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:22,1:23,up,,
198,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:26,1:28,up,,
199,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:30,1:32,up,,
201,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:44,1:48,down,,
202,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:52,1:55,down,,
203,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:57,2:00,down,,
204,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:01,2:04,down,,
205,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:05,2:08,down,,
206,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:10,2:13,down,,
207,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:14,2:17,down,,
208,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:18,2:21,down,,
209,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:22,2:25,down,,
210,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:26,2:29,down,,
211,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:30,2:33,down,,
212,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:34,2:37,down,,
213,,,aligner,3,11.35,0.35,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0887.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:38,2:42,down,,
214,,,aligner,3,2.1,0.2,,,D:\Eden\kappa_measurements_home_made_bots\1_7_24,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0888.MP4,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0888.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\1_7_24\C0888.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:14,0:18,up,,
