No.,date,operator,bottype,No.,angle,angle_err,stars,bots,folder,path,BotLocatingFile,BatteryLocatingFile,start_min,end_min,starting_point,p0_1,p0_2
66,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:48,1:51,down,,
67,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:53,1:56,down,,
68,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:58,2:01,down,,
69,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:03,2:06,down,,
70,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:08,2:11,down,,
71,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:21,2:24,down,,
72,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:25,2:28,down,,
73,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:29,2:32,down,,
74,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:34,2:36,down,,
75,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:38,2:41,down,,
76,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:43,2:46,down,,
77,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:53,2:56,down,,
78,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:58,3:01,down,,
79,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,3:03,3:06,down,,
80,,,fronter,5,2.25,0.25,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0876.MP4_locatedFull20240624_bot_Eden_test_battery.csv,3:09,3:11,up,,
81,20240617,Eden,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:03,0:05,up,,
82,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:22,0:24,up,,
83,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:38,0:39.5,up,,
84,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:52,0:53.5,up,,
85,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:14,1:15.5,up,,
86,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:32,1:33,up,,
88,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:02,2:04,up,,
89,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:17,2:18,up,,
90,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:35,2:37,up,,
91,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:55,2:57,up,,
92,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,3:13,3:15,up,,
93,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,3:33,3:34,up,,
94,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,3:54,3:55,up,,
95,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,4:12,4:15,down,,
96,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,5:05,5:08,down,,
97,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,5:27,5:30,down,,
98,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,5:51,5:54,down,,
99,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,6:14,6:17,down,,
100,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,6:49,6:52,down,,
101,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,7:22,7:25,down,,
102,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,7:53,7:56,down,,
103,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,8:26,8:29,down,,
104,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,9:01,9:04,down,,
105,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,9:35,9:38,down,,
106,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,10:06,10:08,up,,
107,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,11:22,11:25,down,,
108,,,fronter,5,7.25,0.15,,,D:\Eden\kappa_measurements_home_made_bots,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\C0878.MP4_locatedFull20240624_bot_Eden_test_battery.csv,12:21,12:24,down,,
109,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:05,0:08,up,,
110,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:13,0:16,up,,
111,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:22,0:25,up,,
112,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:31,0:34,up,,
113,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:41,0:44,up,,
114,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:50,0:52,up,,
115,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:57,1:00,up,,
116,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:05,1:08,up,,
117,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:12,1:15,up,,
119,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:26,1:28,up,,
120,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:34,1:37,up,,
121,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:42,1:44,up,,
122,,,fronter,5,4.35,0.25,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0882.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:47,1:49,up,,
124,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:25,0:26,up,,
125,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:38,0:40,up,,
126,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,0:52,0:54,up,,
127,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:02,1:03,up,,
128,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:11,1:13,up,,
129,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:22,1:24,up,,
130,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:33,1:34.5,up,,
131,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:42,1:43,up,,
132,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:48,1:50,up,,
133,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,1:55,1:57,up,,
134,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:05,2:06,up,,
135,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:14,2:15,up,,
136,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:23,2:25,up,,
137,,,fronter,5,11.5,0.4,,,D:\Eden\kappa_measurements_home_made_bots\26_6_24,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_bot.csv,D:\Eden\kappa_measurements_home_made_bots\26_6_24\C0884.MP4_locatedFull20240624_bot_Eden_test_battery.csv,2:31,2:32,up,,
