,t,fronters_count,fit
0,1.96,,20.85950631453937
1,2.0,,20.844876690372967
2,2.04,,20.829962898489896
3,2.08,,20.814765612588623
4,2.12,,20.799285518813093
5,2.16,,20.783523315701085
6,2.2,,20.76747971413171
7,2.24,,20.751155437271947
8,2.28,,20.734551220522352
9,2.32,,20.717667811461826
10,2.36,,20.700505969791532
11,2.4,,20.68306646727794
12,2.44,,20.665350087694964
13,2.48,,20.647357626765285
14,2.52,,20.629089892100783
15,2.56,,20.610547703142135
16,2.6,,20.59173189109756
17,2.64,,20.572643298880724
18,2.68,,20.553282781047827
19,2.72,,20.53365120373384
20,2.76,,20.51374944458795
21,2.8,,20.49357839270819
22,2.84,,20.47313894857522
23,2.88,,20.452432023985384
24,2.92,,20.431458541982927
25,2.96,,20.410219436791422
26,3.0,,20.388715653744445
27,3.04,,20.36694814921548
28,3.08,,20.34491789054705
29,3.12,,20.322625855979073
30,3.16,,20.300073034576528
31,3.2,,20.27726042615632
32,3.24,,20.25418904121345
33,3.28,,20.23085990084644
34,3.32,,20.20727403668205
35,3.36,,20.18343249079929
36,3.4,,20.15933631565272
37,3.44,,20.134986573995057
38,3.48,,20.110384338799104
39,3.52,,20.08553069317899
40,3.56,,20.060426730310756
41,3.6,,20.03507355335226
42,3.64,,20.009472275362448
43,3.68,,19.983624019219967
44,3.72,,19.957529917541134
45,3.76,,19.931191112597308
46,3.8,,19.9046087562316
47,3.84,,19.877784009775002
48,3.88,,19.850718043961912
49,3.92,20.45,19.82341203884504
50,3.96,20.46,19.79586718370975
51,4.0,20.465,19.76808467698783
52,4.04,20.47,19.740065726170663
53,4.08,20.485,19.711811547721876
54,4.12,20.49,19.683323366989413
55,4.16,20.5,19.654602418117076
56,4.2,20.515,19.625649943955533
57,4.24,20.525,19.59646719597279
58,4.28,20.53,19.567055434164175
59,4.32,20.54,19.537415926961785
60,4.36,20.545,19.507549951143464
61,4.4,20.555,19.477458791741263
62,4.44,20.565,19.44714374194946
63,4.48,20.575,19.416606103032073
64,4.52,20.585,19.385847184229934
65,4.56,20.595,19.354868302667317
66,4.6,20.605,19.3236707832581
67,4.64,20.615,19.29225595861152
68,4.68,20.62,19.260625168937505
69,4.72,20.625,19.228779761951557
70,4.76,20.63,19.19672109277929
71,4.8,20.635,19.16445052386051
72,4.84,20.65,19.13196942485297
73,4.88,20.665,19.0992791725357
74,4.92,20.68,19.066381150712004
75,4.96,20.685,19.03327675011208
76,5.0,20.7,18.99996736829531
77,5.04,20.71,18.966454409552195
78,5.08,20.725,18.932739284805987
79,5.12,20.74,18.898823411513966
80,5.16,20.755,18.864708213568452
81,5.2,20.77,18.830395121197487
82,5.24,20.775,18.795885570865234
83,5.28,20.78,18.761181005172112
84,5.32,20.785,18.726282872754634
85,5.36,20.78,18.69119262818502
86,5.4,20.78,18.655911731870518
87,5.44,20.78,18.620441649952518
88,5.48,20.78,18.58478385420544
89,5.52,20.775,18.548939821935356
90,5.56,20.775,18.51291103587844
91,5.6,20.775,18.476698984099215
92,5.64,20.785,18.44030515988858
93,5.68,20.78,18.403731061661706
94,5.72,20.76,18.366978192855683
95,5.76,20.755,18.33004806182707
96,5.8,20.745,18.292942181749293
97,5.84,20.73,18.25566207050982
98,5.88,20.715,18.218209250607327
