frame,Unnamed: 0,frame,x,y,r,particle
6286,4650,6286,690.5,411.5,30.9,0
6287,4651,6287,691.5,410.5,30.9,0
6288,4652,6288,688.5,411.5,32.0,0
6289,4653,6289,690.5,410.5,30.9,0
6290,4654,6290,693.5,414.5,32.0,0
6291,4655,6291,693.5,408.5,33.1,0
6292,4656,6292,690.5,426.5,34.2,0
6293,4657,6293,690.5,410.5,30.9,0
6294,4658,6294,691.5,410.5,30.9,0
6295,4659,6295,690.5,410.5,30.9,0
6296,4660,6296,691.5,410.5,30.9,0
6297,4661,6297,692.5,410.5,32.0,0
6299,4662,6299,690.5,410.5,30.9,0
6300,4663,6300,686.5,409.5,34.2,0
6302,4664,6302,690.5,412.5,30.9,0
6303,4665,6303,702.5,407.5,36.4,0
6304,4666,6304,690.5,410.5,30.9,0
6305,4667,6305,685.5,426.5,34.2,0
6306,4668,6306,692.5,412.5,30.9,0
6308,4669,6308,691.5,411.5,30.8,0
6309,4670,6309,692.5,410.5,32.0,0
6310,4671,6310,690.5,411.5,30.8,0
6312,4672,6312,692.5,411.5,32.0,0
6313,4673,6313,687.5,425.5,32.0,0
6314,4674,6314,699.5,406.5,35.3,0
6316,4675,6316,685.5,426.5,36.4,0
6317,4676,6317,697.5,406.5,36.4,0
6318,4677,6318,683.5,424.5,34.2,0
6319,4678,6319,690.5,410.5,30.9,0
6321,4679,6321,690.5,411.5,30.8,0
6323,4680,6323,690.5,409.5,30.9,0
6324,4681,6324,690.5,409.5,30.9,0
6325,4682,6325,689.5,431.5,34.2,0
6326,4683,6326,689.5,410.5,30.7,0
6327,4684,6327,690.5,411.5,30.8,0
6329,4685,6329,691.5,410.5,30.9,0
6330,4686,6330,691.5,410.5,30.9,0
6331,4687,6331,691.5,411.5,30.9,0
6332,4688,6332,697.5,401.5,35.3,0
6333,4689,6333,691.5,411.5,30.8,0
6334,4690,6334,688.5,409.5,30.9,0
6335,4691,6335,691.5,411.5,30.9,0
6336,4692,6336,690.5,410.5,30.9,0
6337,4693,6337,692.5,411.5,32.0,0
6338,4694,6338,690.5,410.5,30.9,0
6339,4695,6339,690.5,410.5,30.9,0
6340,4696,6340,687.5,409.5,30.9,0
6342,4697,6342,695.5,409.5,33.1,0
6343,4698,6343,691.5,411.5,30.8,0
6346,4699,6346,699.5,407.5,36.4,0
6347,4700,6347,691.5,410.5,30.9,0
6348,4701,6348,691.5,410.5,30.8,0
6349,4702,6349,691.5,410.5,30.9,0
6350,4703,6350,691.5,410.5,30.9,0
6351,4704,6351,690.5,411.5,30.8,0
6352,4705,6352,690.5,409.5,30.9,0
6353,4706,6353,690.5,411.5,30.8,0
6354,4707,6354,691.5,410.5,30.9,0
6355,4708,6355,691.5,410.5,30.9,0
6356,4709,6356,691.5,410.5,30.9,0
6357,4710,6357,690.5,411.5,30.8,0
6358,4711,6358,690.5,410.5,30.9,0
6359,4712,6359,690.5,410.5,30.9,0
6360,4713,6360,697.5,401.5,35.3,0
6361,4714,6361,689.5,410.5,30.9,0
6362,4715,6362,691.5,411.5,30.8,0
6363,4716,6363,691.5,411.5,30.8,0
6364,4717,6364,693.5,413.5,32.0,0
6365,4718,6365,690.5,410.5,30.9,0
6366,4719,6366,690.5,409.5,30.9,0
6367,4720,6367,697.5,402.5,36.4,0
6368,4721,6368,691.5,410.5,30.9,0
6369,4722,6369,690.5,410.5,30.9,0
6371,4723,6371,689.5,412.5,32.0,0
6372,4724,6372,691.5,411.5,30.9,0
6373,4725,6373,692.5,413.5,30.8,0
6374,4726,6374,690.5,410.5,30.9,0
6376,4727,6376,691.5,413.5,30.9,0
6377,4728,6377,698.5,404.5,36.4,0
6378,4729,6378,700.5,405.5,36.4,0
6379,4730,6379,691.5,411.5,30.8,0
6380,4731,6380,690.5,411.5,30.9,0
6382,4732,6382,700.5,405.5,34.2,0
6383,4733,6383,690.5,410.5,30.8,0
6384,4734,6384,691.5,409.5,30.9,0
6386,4735,6386,693.5,412.5,32.0,0
6387,4736,6387,690.5,410.5,30.9,0
6388,4737,6388,690.5,410.5,30.9,0
6389,4738,6389,690.5,411.5,30.9,0
6390,4739,6390,694.5,410.5,32.0,0
6391,4740,6391,691.5,409.5,30.9,0
6392,4741,6392,692.5,411.5,32.0,0
6393,4742,6393,686.5,428.5,35.3,0
6394,4743,6394,690.5,411.5,30.8,0
6395,4744,6395,690.5,409.5,30.9,0
6396,4745,6396,691.5,413.5,30.9,0
6397,4746,6397,690.5,410.5,30.9,0
6398,4747,6398,686.5,425.5,35.3,0
6399,4748,6399,690.5,410.5,30.9,0
6401,4749,6401,688.5,410.5,32.0,0
6402,4750,6402,693.5,415.5,35.3,0
6404,4751,6404,691.5,411.5,30.9,0
6406,4752,6406,690.5,410.5,30.9,0
6407,4753,6407,694.5,410.5,32.0,0
6408,4754,6408,691.5,411.5,30.9,0
6410,4755,6410,689.5,410.5,30.8,0
6411,4756,6411,689.5,410.5,30.9,0
6412,4757,6412,704.5,419.5,34.2,0
6413,4758,6413,690.5,410.5,30.9,0
6415,4759,6415,692.5,411.5,31.9,0
6416,4760,6416,690.5,409.5,30.9,0
6417,4761,6417,689.5,410.5,30.9,0
6418,4762,6418,689.5,410.5,30.9,0
6419,4763,6419,690.5,410.5,30.9,0
6420,4764,6420,691.5,411.5,30.7,0
6421,4765,6421,688.5,409.5,30.9,0
6422,4766,6422,690.5,411.5,30.8,0
6423,4767,6423,694.5,410.5,32.0,0
6424,4768,6424,690.5,411.5,30.8,0
6425,4769,6425,693.5,410.5,32.0,0
6426,4770,6426,691.5,411.5,30.8,0
6427,4771,6427,690.5,411.5,30.9,0
6428,4772,6428,690.5,411.5,30.8,0
6429,4773,6429,690.5,411.5,30.8,0
6431,4774,6431,690.5,410.5,30.9,0
6433,4775,6433,689.5,414.5,31.9,0
6434,4776,6434,691.5,410.5,30.8,0
6435,4777,6435,683.5,418.5,36.4,0
6436,4778,6436,691.5,410.5,30.9,0
6438,4779,6438,689.5,410.5,30.8,0
6439,4780,6439,695.5,409.5,33.1,0
6440,4781,6440,697.5,411.5,36.4,0
6441,4782,6441,697.5,406.5,30.9,0
6442,4783,6442,691.5,411.5,30.8,0
6443,4784,6443,688.5,410.5,30.9,0
6444,4785,6444,691.5,410.5,30.9,0
6445,4786,6445,691.5,410.5,30.9,0
6447,4787,6447,691.5,409.5,30.9,0
6449,4788,6449,695.5,411.5,31.9,0
6450,4789,6450,691.5,409.5,30.9,0
6451,4790,6451,697.5,412.5,33.1,0
6452,4791,6452,691.5,411.5,30.8,0
6453,4792,6453,691.5,410.5,30.9,0
6456,4793,6456,699.5,401.5,34.2,0
6457,4794,6457,690.5,410.5,30.9,0
6458,4795,6458,691.5,410.5,30.9,0
6460,4796,6460,691.5,410.5,30.8,0
6461,4797,6461,690.5,410.5,30.9,0
6462,4798,6462,693.5,410.5,30.8,0
6463,4799,6463,691.5,410.5,30.9,0
6464,4800,6464,691.5,411.5,30.8,0
6465,4801,6465,696.5,409.5,30.9,0
6466,4802,6466,689.5,425.5,33.1,0
6467,4803,6467,690.5,411.5,30.8,0
6468,4804,6468,691.5,411.5,30.9,0
6469,4805,6469,691.5,411.5,30.8,0
6470,4806,6470,690.5,411.5,30.8,0
6471,4807,6471,690.5,409.5,30.9,0
6473,4808,6473,691.5,409.5,30.9,0
6474,4809,6474,691.5,410.5,30.9,0
6475,4810,6475,691.5,410.5,30.7,0
6476,4811,6476,691.5,411.5,30.8,0
6477,4812,6477,690.5,410.5,30.9,0
6478,4813,6478,692.5,411.5,32.0,0
6479,4814,6479,689.5,407.5,32.0,0
6480,4815,6480,691.5,410.5,30.9,0
6481,4816,6481,694.5,414.5,30.8,0
6482,4817,6482,692.5,410.5,32.0,0
6484,4818,6484,690.5,411.5,30.7,0
6487,4819,6487,693.5,425.5,34.2,0
6488,4820,6488,690.5,411.5,30.8,0
6489,4821,6489,690.5,410.5,30.9,0
6491,4822,6491,690.5,410.5,30.9,0
6493,4823,6493,690.5,410.5,30.7,0
6494,4824,6494,691.5,411.5,30.7,0
6495,4825,6495,690.5,410.5,30.9,0
6496,4826,6496,687.5,408.5,30.9,0
6497,4827,6497,690.5,410.5,30.9,0
6498,4828,6498,689.5,410.5,30.9,0
6499,4829,6499,688.5,409.5,30.9,0
6500,4830,6500,692.5,411.5,32.0,0
6501,4831,6501,690.5,410.5,30.7,0
6502,4832,6502,691.5,410.5,30.9,0
6503,4833,6503,692.5,410.5,32.0,0
6504,4834,6504,694.5,411.5,30.9,0
6506,4835,6506,694.5,411.5,30.8,0
6507,4836,6507,690.5,411.5,30.9,0
6508,4837,6508,691.5,412.5,30.8,0
6509,4838,6509,691.5,409.5,30.9,0
6510,4839,6510,690.5,411.5,30.8,0
6512,4840,6512,692.5,413.5,30.9,0
6513,4841,6513,691.5,410.5,30.9,0
6516,4842,6516,690.5,410.5,30.9,0
6517,4843,6517,691.5,410.5,30.7,0
6518,4844,6518,685.5,426.5,36.4,0
6519,4845,6519,695.5,412.5,30.9,0
6520,4846,6520,690.5,410.5,30.9,0
6521,4847,6521,690.5,410.5,30.8,0
6522,4848,6522,689.5,410.5,30.9,0
6523,4849,6523,688.5,409.5,30.9,0
6525,4850,6525,690.5,410.5,30.8,0
6526,4851,6526,691.5,411.5,30.8,0
6527,4852,6527,691.5,413.5,30.9,0
6528,4853,6528,690.5,411.5,30.8,0
6529,4854,6529,691.5,410.5,30.7,0
6530,4855,6530,690.5,411.5,30.8,0
6531,4856,6531,690.5,411.5,30.8,0
6532,4857,6532,692.5,411.5,30.7,0
6534,4858,6534,691.5,410.5,30.9,0
6535,4859,6535,691.5,411.5,30.8,0
6536,4860,6536,690.5,410.5,30.9,0
6539,4861,6539,690.5,411.5,30.8,0
6540,4862,6540,685.5,427.5,35.3,0
6541,4863,6541,691.5,410.5,30.9,0
6542,4864,6542,690.5,410.5,30.9,0
6543,4865,6543,691.5,411.5,30.9,0
6544,4866,6544,690.5,411.5,30.8,0
6545,4867,6545,690.5,411.5,30.9,0
6546,4868,6546,691.5,411.5,30.8,0
6547,4869,6547,688.5,411.5,32.0,0
6548,4870,6548,691.5,410.5,30.9,0
6549,4871,6549,690.5,410.5,30.9,0
6550,4872,6550,690.5,410.5,30.8,0
6551,4873,6551,690.5,410.5,30.7,0
6552,4874,6552,690.5,411.5,30.8,0
6554,4875,6554,691.5,410.5,30.8,0
6555,4876,6555,691.5,411.5,30.8,0
6556,4877,6556,691.5,412.5,30.9,0
6557,4878,6557,690.5,412.5,30.9,0
6558,4879,6558,696.5,428.5,36.4,0
6559,4880,6559,691.5,410.5,30.9,0
6561,4881,6561,691.5,409.5,30.9,0
6562,4882,6562,691.5,410.5,30.8,0
6563,4883,6563,690.5,411.5,30.8,0
6564,4884,6564,689.5,410.5,30.8,0
6565,4885,6565,692.5,411.5,31.8,0
6566,4886,6566,689.5,410.5,30.9,0
6567,4887,6567,691.5,411.5,30.8,0
6568,4888,6568,691.5,409.5,30.9,0
6569,4889,6569,690.5,409.5,30.9,0
6570,4890,6570,690.5,410.5,30.9,0
6571,4891,6571,691.5,411.5,30.9,0
6572,4892,6572,691.5,410.5,30.9,0
6573,4893,6573,691.5,410.5,30.9,0
6574,4894,6574,693.5,410.5,32.0,0
6576,4895,6576,691.5,410.5,30.9,0
6577,4896,6577,690.5,410.5,30.9,0
6578,4897,6578,690.5,410.5,30.9,0
6579,4898,6579,690.5,411.5,30.8,0
6580,4899,6580,690.5,410.5,30.9,0
6581,4900,6581,691.5,413.5,30.8,0
6582,4901,6582,691.5,410.5,30.7,0
6583,4902,6583,692.5,411.5,32.0,0
6584,4903,6584,691.5,411.5,30.9,0
6585,4904,6585,691.5,411.5,30.7,0
6586,4905,6586,691.5,410.5,30.9,0
6587,4906,6587,690.5,410.5,30.9,0
6588,4907,6588,689.5,410.5,30.8,0
6589,4908,6589,690.5,410.5,30.9,0
6590,4909,6590,691.5,411.5,30.8,0
6591,4910,6591,691.5,411.5,30.9,0
6592,4911,6592,691.5,410.5,30.9,0
6593,4912,6593,691.5,411.5,30.8,0
6594,4913,6594,691.5,410.5,30.9,0
6595,4914,6595,690.5,410.5,30.9,0
6596,4915,6596,689.5,410.5,30.9,0
6598,4916,6598,691.5,410.5,30.9,0
6599,4917,6599,691.5,411.5,30.7,0
6600,4918,6600,691.5,411.5,30.9,0
6601,4919,6601,691.5,411.5,30.9,0
6602,4920,6602,690.5,412.5,30.9,0
6603,4921,6603,690.5,410.5,30.9,0
6604,4922,6604,690.5,409.5,30.9,0
6605,4923,6605,690.5,411.5,30.9,0
6606,4924,6606,690.5,411.5,30.9,0
6608,4925,6608,689.5,410.5,30.7,0
6609,4926,6609,690.5,411.5,30.8,0
6610,4927,6610,691.5,410.5,30.9,0
6611,4928,6611,692.5,409.5,32.0,0
6612,4929,6612,691.5,410.5,30.7,0
6613,4930,6613,695.5,412.5,30.9,0
6614,4931,6614,690.5,410.5,30.8,0
6615,4932,6615,691.5,410.5,30.9,0
6616,4933,6616,691.5,410.5,30.9,0
6617,4934,6617,686.5,428.5,35.3,0
6618,4935,6618,691.5,411.5,30.8,0
6619,4936,6619,690.5,410.5,30.9,0
6620,4937,6620,691.5,410.5,30.8,0
6621,4938,6621,691.5,411.5,30.8,0
6622,4939,6622,690.5,410.5,30.9,0
6623,4940,6623,691.5,410.5,30.9,0
6624,4941,6624,691.5,410.5,30.9,0
6625,4942,6625,691.5,411.5,30.8,0
6627,4943,6627,690.5,410.5,30.9,0
6628,4944,6628,692.5,411.5,30.7,0
6629,4945,6629,689.5,410.5,30.8,0
6630,4946,6630,690.5,410.5,30.7,0
6631,4947,6631,691.5,410.5,30.8,0
6632,4948,6632,690.5,411.5,30.8,0
6633,4949,6633,691.5,410.5,30.9,0
6635,4950,6635,690.5,410.5,30.9,0
6636,4951,6636,688.5,413.5,30.9,0
6637,4952,6637,692.5,412.5,30.9,0
6638,4953,6638,691.5,410.5,30.8,0
6639,4954,6639,690.5,411.5,30.8,0
6640,4955,6640,691.5,410.5,30.9,0
6641,4956,6641,689.5,410.5,30.8,0
6642,4957,6642,691.5,411.5,30.9,0
6643,4958,6643,691.5,410.5,30.8,0
6644,4959,6644,691.5,411.5,30.9,0
6645,4960,6645,691.5,411.5,30.7,0
6646,4961,6646,690.5,410.5,30.7,0
6647,4962,6647,691.5,411.5,30.8,0
6648,4963,6648,690.5,410.5,30.8,0
6649,4964,6649,690.5,412.5,30.9,0
6650,4965,6650,689.5,410.5,30.8,0
6651,4966,6651,691.5,409.5,30.9,0
6652,4967,6652,693.5,412.5,32.0,0
6654,4968,6654,690.5,411.5,30.8,0
6655,4969,6655,690.5,410.5,30.7,0
6656,4970,6656,691.5,411.5,30.8,0
6657,4971,6657,690.5,410.5,30.7,0
6658,4972,6658,693.5,411.5,30.9,0
6660,4973,6660,691.5,411.5,30.7,0
6662,4974,6662,691.5,411.5,30.8,0
6663,4975,6663,691.5,410.5,30.8,0
6664,4976,6664,692.5,429.5,36.4,0
6666,4977,6666,690.5,410.5,30.9,0
6667,4978,6667,691.5,410.5,30.8,0
6668,4979,6668,691.5,410.5,30.9,0
6670,4980,6670,690.5,411.5,30.9,0
6672,4981,6672,691.5,409.5,32.0,0
6673,4982,6673,691.5,428.5,33.1,0
6675,4983,6675,690.5,410.5,30.9,0
6677,4984,6677,693.5,410.5,32.0,0
6679,4985,6679,689.5,410.5,30.8,0
6680,4986,6680,691.5,411.5,30.9,0
6682,4987,6682,691.5,410.5,30.9,0
6683,4988,6683,691.5,411.5,30.8,0
6684,4989,6684,691.5,411.5,30.8,0
6685,4990,6685,691.5,411.5,30.8,0
6686,4991,6686,690.5,410.5,30.9,0
6687,4992,6687,683.5,424.5,36.4,0
6688,4993,6688,691.5,409.5,30.9,0
6689,4994,6689,690.5,409.5,30.9,0
6690,4995,6690,690.5,409.5,30.9,0
6691,4996,6691,689.5,410.5,30.9,0
6692,4997,6692,689.5,411.5,32.0,0
6693,4998,6693,692.5,411.5,32.0,0
6694,4999,6694,690.5,410.5,30.8,0
6695,5000,6695,691.5,411.5,30.8,0
6696,5001,6696,688.5,411.5,32.9,0
6697,5002,6697,691.5,410.5,30.8,0
6699,5003,6699,690.5,410.5,30.8,0
6700,5004,6700,689.5,410.5,30.8,0
6701,5005,6701,690.5,411.5,30.8,0
6702,5006,6702,690.5,412.5,30.8,0
6703,5007,6703,690.5,412.5,30.9,0
6704,5008,6704,690.5,410.5,30.9,0
6705,5009,6705,690.5,411.5,30.8,0
6706,5010,6706,691.5,410.5,30.8,0
6708,5011,6708,691.5,410.5,30.9,0
6709,5012,6709,690.5,411.5,30.8,0
6710,5013,6710,691.5,410.5,30.9,0
6711,5014,6711,690.5,410.5,30.9,0
6712,5015,6712,689.5,427.5,34.2,0
6713,5016,6713,691.5,411.5,30.9,0
6715,5017,6715,689.5,413.5,32.0,0
6716,5018,6716,689.5,410.5,30.9,0
6717,5019,6717,692.5,411.5,32.0,0
6718,5020,6718,690.5,410.5,30.9,0
6719,5021,6719,689.5,409.5,30.9,0
6720,5022,6720,695.5,413.5,34.2,0
6721,5023,6721,689.5,408.5,32.0,0
6723,5024,6723,699.5,415.5,36.4,0
6724,5025,6724,690.5,410.5,30.9,0
6725,5026,6725,698.5,403.5,36.4,0
6727,5027,6727,691.5,408.5,30.8,0
6728,5028,6728,690.5,409.5,30.7,0
6729,5029,6729,691.5,412.5,30.9,0
6730,5030,6730,693.5,410.5,30.8,0
6731,5031,6731,689.5,411.5,32.0,0
6732,5032,6732,691.5,412.5,30.8,0
6733,5033,6733,690.5,411.5,30.9,0
6734,5034,6734,691.5,409.5,30.9,0
6735,5035,6735,691.5,411.5,30.8,0
6736,5036,6736,691.5,410.5,30.9,0
6737,5037,6737,698.5,418.5,36.4,0
6738,5038,6738,690.5,409.5,30.9,0
6739,5039,6739,691.5,410.5,30.7,0
6740,5040,6740,697.5,399.5,34.2,0
6741,5041,6741,689.5,411.5,31.9,0
6742,5042,6742,690.5,410.5,30.9,0
6743,5043,6743,689.5,410.5,30.7,0
6744,5044,6744,689.5,427.5,34.2,0
6745,5045,6745,691.5,410.5,30.8,0
6746,5046,6746,689.5,410.5,30.8,0
6747,5047,6747,689.5,410.5,30.8,0
6748,5048,6748,690.5,408.5,30.9,0
6750,5049,6750,690.5,411.5,30.8,0
6751,5050,6751,691.5,411.5,30.8,0
6752,5051,6752,691.5,413.5,30.9,0
6753,5052,6753,689.5,411.5,31.9,0
6754,5053,6754,692.5,410.5,32.0,0
6755,5054,6755,691.5,410.5,30.9,0
6757,5055,6757,692.5,411.5,30.9,0
6760,5056,6760,690.5,411.5,30.8,0
6761,5057,6761,689.5,411.5,31.9,0
6762,5058,6762,692.5,411.5,30.8,0
6764,5059,6764,690.5,412.5,30.9,0
6765,5060,6765,690.5,410.5,30.9,0
6766,5061,6766,692.5,411.5,32.0,0
6767,5062,6767,691.5,410.5,30.9,0
6768,5063,6768,689.5,415.5,32.0,0
6769,5064,6769,690.5,409.5,30.9,0
6770,5065,6770,692.5,410.5,30.8,0
6771,5066,6771,688.5,412.5,30.9,0
6772,5067,6772,690.5,410.5,30.9,0
6775,5068,6775,692.5,411.5,31.8,0
6776,5069,6776,691.5,410.5,30.8,0
6777,5070,6777,690.5,410.5,30.9,0
6779,5071,6779,693.5,410.5,30.8,0
6780,5072,6780,690.5,411.5,30.8,0
6781,5073,6781,700.5,405.5,34.2,0
6782,5074,6782,690.5,410.5,30.9,0
6783,5075,6783,689.5,411.5,31.9,0
6784,5076,6784,690.5,411.5,30.8,0
6785,5077,6785,690.5,413.5,30.9,0
6786,5078,6786,690.5,410.5,30.8,0
6787,5079,6787,689.5,410.5,30.8,0
6788,5080,6788,690.5,409.5,30.9,0
6789,5081,6789,689.5,408.5,32.0,0
6790,5082,6790,689.5,409.5,30.8,0
6791,5083,6791,697.5,400.5,34.2,0
6792,5084,6792,692.5,410.5,30.9,0
6793,5085,6793,689.5,411.5,32.0,0
6794,5086,6794,690.5,411.5,30.8,0
6795,5087,6795,691.5,412.5,30.8,0
6796,5088,6796,694.5,412.5,30.9,0
6797,5089,6797,691.5,411.5,30.8,0
6799,5090,6799,691.5,411.5,30.7,0
6801,5091,6801,694.5,412.5,30.9,0
6802,5092,6802,693.5,410.5,32.0,0
6803,5093,6803,691.5,410.5,30.9,0
6804,5094,6804,688.5,409.5,30.9,0
6805,5095,6805,695.5,412.5,30.9,0
6806,5096,6806,690.5,410.5,30.9,0
6807,5097,6807,690.5,410.5,30.9,0
6808,5098,6808,692.5,410.5,32.0,0
6809,5099,6809,692.5,410.5,30.8,0
6810,5100,6810,691.5,410.5,30.8,0
6811,5101,6811,690.5,410.5,30.9,0
6812,5102,6812,691.5,411.5,30.8,0
6813,5103,6813,691.5,409.5,30.9,0
6814,5104,6814,691.5,411.5,30.9,0
6815,5105,6815,689.5,409.5,30.9,0
6816,5106,6816,691.5,411.5,30.8,0
6817,5107,6817,694.5,410.5,32.0,0
6818,5108,6818,692.5,410.5,30.8,0
6820,5109,6820,691.5,410.5,30.9,0
6822,5110,6822,693.5,410.5,30.8,0
6823,5111,6823,690.5,410.5,30.8,0
6824,5112,6824,691.5,410.5,30.9,0
6825,5113,6825,690.5,410.5,30.9,0
6826,5114,6826,690.5,411.5,30.8,0
6827,5115,6827,690.5,409.5,30.9,0
6828,5116,6828,694.5,412.5,30.9,0
6830,5117,6830,692.5,411.5,32.0,0
6831,5118,6831,688.5,413.5,30.9,0
6832,5119,6832,691.5,411.5,30.8,0
6833,5120,6833,688.5,409.5,30.9,0
6834,5121,6834,691.5,410.5,30.9,0
6835,5122,6835,690.5,410.5,30.9,0
6836,5123,6836,690.5,412.5,30.9,0
6837,5124,6837,697.5,410.5,36.4,0
6838,5125,6838,691.5,411.5,30.9,0
6839,5126,6839,686.5,424.5,36.4,0
6840,5127,6840,691.5,411.5,30.8,0
6841,5128,6841,691.5,410.5,30.7,0
6842,5129,6842,691.5,411.5,30.9,0
6843,5130,6843,690.5,410.5,30.9,0
6844,5131,6844,685.5,429.5,34.2,0
6845,5132,6845,691.5,411.5,30.8,0
6846,5133,6846,691.5,411.5,30.9,0
6847,5134,6847,690.5,411.5,30.8,0
6848,5135,6848,691.5,411.5,30.8,0
6849,5136,6849,698.5,406.5,36.4,0
6850,5137,6850,690.5,410.5,30.9,0
6851,5138,6851,690.5,410.5,30.7,0
6852,5139,6852,690.5,410.5,30.9,0
6853,5140,6853,690.5,410.5,30.9,0
6854,5141,6854,686.5,407.5,33.1,0
6855,5142,6855,697.5,408.5,34.2,0
6856,5143,6856,696.5,409.5,33.1,0
6857,5144,6857,685.5,426.5,34.2,0
6858,5145,6858,690.5,410.5,30.8,0
6859,5146,6859,690.5,410.5,30.9,0
6860,5147,6860,688.5,409.5,30.9,0
6861,5148,6861,695.5,409.5,30.8,0
6862,5149,6862,696.5,410.5,32.0,0
6863,5150,6863,691.5,409.5,30.8,0
6865,5151,6865,690.5,410.5,30.8,0
6866,5152,6866,690.5,410.5,30.9,0
6867,5153,6867,692.5,410.5,32.0,0
6868,5154,6868,691.5,409.5,30.9,0
6869,5155,6869,691.5,410.5,30.9,0
6870,5156,6870,692.5,426.5,32.0,0
6871,5157,6871,697.5,407.5,32.0,0
6872,5158,6872,693.5,410.5,32.9,0
6873,5159,6873,691.5,410.5,30.9,0
6874,5160,6874,691.5,410.5,30.9,0
6877,5161,6877,695.5,410.5,30.8,0
6878,5162,6878,693.5,412.5,31.9,0
6879,5163,6879,690.5,408.5,33.1,0
6880,5164,6880,691.5,410.5,30.8,0
6881,5165,6881,690.5,410.5,30.7,0
6882,5166,6882,685.5,410.5,34.2,0
6883,5167,6883,693.5,409.5,30.8,0
6884,5168,6884,690.5,410.5,30.9,0
6885,5169,6885,689.5,410.5,30.8,0
6886,5170,6886,694.5,409.5,33.1,0
6887,5171,6887,690.5,413.5,30.9,0
6888,5172,6888,692.5,411.5,32.0,0
6889,5173,6889,690.5,410.5,30.9,0
6890,5174,6890,688.5,411.5,32.0,0
6891,5175,6891,692.5,410.5,32.0,0
6892,5176,6892,686.5,425.5,36.4,0
6893,5177,6893,689.5,410.5,30.8,0
6894,5178,6894,692.5,411.5,31.8,0
6896,5179,6896,693.5,409.5,30.9,0
6897,5180,6897,690.5,411.5,30.8,0
6898,5181,6898,690.5,410.5,30.9,0
6899,5182,6899,697.5,412.5,36.4,0
6900,5183,6900,690.5,410.5,30.9,0
6901,5184,6901,691.5,411.5,30.8,0
6902,5185,6902,690.5,410.5,30.9,0
6903,5186,6903,689.5,411.5,31.9,0
6904,5187,6904,691.5,411.5,30.9,0
6905,5188,6905,689.5,410.5,30.8,0
6907,5189,6907,690.5,411.5,30.8,0
6908,5190,6908,690.5,411.5,30.8,0
6909,5191,6909,689.5,412.5,32.0,0
6910,5192,6910,689.5,410.5,30.8,0
6911,5193,6911,691.5,410.5,30.9,0
6912,5194,6912,690.5,409.5,30.9,0
6913,5195,6913,690.5,408.5,33.1,0
6914,5196,6914,687.5,409.5,30.9,0
6915,5197,6915,689.5,409.5,30.9,0
6917,5198,6917,690.5,411.5,30.8,0
6918,5199,6918,689.5,428.5,33.1,0
6919,5200,6919,690.5,411.5,30.8,0
6920,5201,6920,692.5,410.5,30.9,0
6921,5202,6921,690.5,410.5,30.9,0
6922,5203,6922,690.5,410.5,30.9,0
6923,5204,6923,703.5,419.5,36.4,0
6924,5205,6924,691.5,411.5,30.8,0
6925,5206,6925,691.5,411.5,30.9,0
6926,5207,6926,692.5,410.5,32.0,0
6927,5208,6927,693.5,413.5,31.9,0
6928,5209,6928,690.5,410.5,30.9,0
6929,5210,6929,690.5,410.5,30.7,0
6930,5211,6930,688.5,409.5,30.9,0
6931,5212,6931,690.5,412.5,30.8,0
6932,5213,6932,691.5,410.5,30.9,0
6934,5214,6934,694.5,414.5,30.8,0
6935,5215,6935,693.5,412.5,32.0,0
6936,5216,6936,691.5,411.5,30.7,0
6937,5217,6937,690.5,411.5,30.8,0
6938,5218,6938,690.5,410.5,30.8,0
6939,5219,6939,692.5,411.5,31.9,0
6940,5220,6940,693.5,410.5,32.0,0
6941,5221,6941,691.5,409.5,30.9,0
6942,5222,6942,693.5,411.5,30.8,0
6944,5223,6944,691.5,409.5,32.0,0
6945,5224,6945,690.5,410.5,30.7,0
6946,5225,6946,690.5,408.5,30.9,0
6947,5226,6947,690.5,410.5,30.7,0
6948,5227,6948,690.5,410.5,30.8,0
6949,5228,6949,690.5,411.5,30.9,0
6950,5229,6950,691.5,410.5,30.9,0
6951,5230,6951,690.5,410.5,30.9,0
6952,5231,6952,690.5,410.5,30.7,0
6953,5232,6953,688.5,413.5,30.8,0
6954,5233,6954,687.5,407.5,31.9,0
6955,5234,6955,689.5,410.5,30.9,0
6956,5235,6956,690.5,410.5,30.9,0
6958,5236,6958,691.5,411.5,30.8,0
6959,5237,6959,691.5,411.5,30.7,0
6960,5238,6960,690.5,410.5,30.9,0
6961,5239,6961,690.5,410.5,30.9,0
6962,5240,6962,693.5,411.5,30.9,0
6963,5241,6963,691.5,410.5,30.9,0
6964,5242,6964,691.5,411.5,30.8,0
6965,5243,6965,690.5,411.5,30.8,0
6966,5244,6966,690.5,411.5,30.8,0
6969,5245,6969,691.5,410.5,30.8,0
6970,5246,6970,690.5,410.5,30.9,0
6971,5247,6971,694.5,409.5,33.1,0
6972,5248,6972,690.5,410.5,30.7,0
6973,5249,6973,690.5,410.5,30.9,0
6975,5250,6975,691.5,410.5,30.9,0
6976,5251,6976,690.5,411.5,30.8,0
6977,5252,6977,689.5,408.5,32.0,0
6978,5253,6978,692.5,412.5,30.9,0
6979,5254,6979,689.5,408.5,32.0,0
6980,5255,6980,691.5,410.5,30.9,0
6981,5256,6981,691.5,411.5,30.8,0
