,t,fronters_count,fit
0,1.96,,2.982082344318129
1,2.0,,2.981843618501875
2,2.04,,2.981600102823369
3,2.08,,2.981351799250837
4,2.12,,2.98109870979102
5,2.16,,2.9808408364891434
6,2.2,,2.9805781814288945
7,2.24,,2.9803107467323904
8,2.28,,2.9800385345601503
9,2.32,,2.9797615471110674
10,2.36,,2.979479786622379
11,2.4,,2.9791932553696343
12,2.44,,2.978901955666668
13,2.48,,2.978605889865565
14,2.52,,2.978305060356631
15,2.56,,2.9779994695683594
16,2.6,,2.9776891199673994
17,2.64,,2.977374014058523
18,2.68,,2.9770541543845894
19,2.72,,2.9767295435265124
20,2.76,,2.976400184103227
21,2.8,,2.97606607877165
22,2.84,,2.9757272302266493
23,2.88,,2.9753836412010033
24,2.92,,2.975035314465368
25,2.96,,2.9746822528282366
26,3.0,,2.974324459135903
27,3.04,,2.9739619362724246
28,3.08,,2.973594687159581
29,3.12,,2.9732227147568384
30,3.16,,2.972846022061306
31,3.2,,2.9724646121076983
32,3.24,,2.972078487968293
33,3.28,,2.971687652752891
34,3.32,,2.9712921096087737
35,3.36,,2.970891861720661
36,3.4,,2.970486912310669
37,3.44,,2.970077264638265
38,3.48,,2.969662922000227
39,3.52,,2.969243887730596
40,3.56,,2.9688201652006354
41,3.6,,2.9683917578187797
42,3.64,,2.9679586690305957
43,3.68,,2.9675209023187303
44,3.72,,2.9670784612028696
45,3.76,,2.9666313492396856
46,3.8,,2.9661795700227933
47,3.84,,2.9657231271827014
48,3.88,,2.965262024386762
49,3.92,3.75,2.9647962653391238
50,3.96,3.75,2.964325853780679
51,4.0,3.75,2.9638507934890193
52,4.04,3.75,2.9633710882783784
53,4.08,3.75,2.962886741999586
54,4.12,3.75,2.9623977585400136
55,4.16,3.75,2.961904141823524
56,4.2,3.745,2.961405895810419
57,4.24,3.74,2.960903024497383
58,4.28,3.735,2.9603955319174347
59,4.32,3.73,2.9598834221398693
60,4.36,3.725,2.9593666992702072
61,4.4,3.72,2.958845367450136
62,4.44,3.715,2.9583194308574567
63,4.48,3.71,2.957788893706029
64,4.52,3.705,2.9572537602457123
65,4.56,3.695,2.9567140347623124
66,4.6,3.685,2.9561697215775213
67,4.64,3.68,2.9556208250488605
68,4.68,3.67,2.9550673495696236
69,4.72,3.66,2.9545092995688176
70,4.76,3.65,2.9539466795111027
71,4.8,3.64,2.9533794938967324
72,4.84,3.63,2.952807747261497
73,4.88,3.62,2.9522314441766597
74,4.92,3.61,2.951650589248896
75,4.96,3.6,2.951065187120233
76,5.0,3.59,2.9504752424679888
77,5.04,3.58,2.949880760004708
78,5.08,3.57,2.9492817444781005
79,5.12,3.56,2.948678200670978
80,5.16,3.55,2.94807013340119
81,5.2,3.54,2.9474575475215588
82,5.24,3.53,2.946840447919818
83,5.28,3.52,2.946218839518544
84,5.32,3.51,2.945592727275093
85,5.36,3.5,2.944962116181533
86,5.4,3.49,2.9443270112645807
87,5.44,3.48,2.9436874175855303
88,5.48,3.47,2.943043340240191
89,5.52,3.46,2.942394784358816
90,5.56,3.45,2.9417417551060345
91,5.6,3.44,2.941084257680786
92,5.64,3.43,2.9404222973162475
93,5.68,3.42,2.939755879279768
94,5.72,3.41,2.939085008872795
95,5.76,3.4,2.9384096914308064
96,5.8,3.39,2.93772993232324
97,5.84,3.38,2.937045736953421
98,5.88,3.37,2.9363571107584905
99,5.92,3.36,2.9356640592093357
100,5.96,3.35,2.934966587810514
101,6.0,3.34,2.9342647021001826
102,6.04,3.33,2.9335584076500254
103,6.08,3.32,2.932847710065178
104,6.12,3.31,2.932132614984153
105,6.16,3.3,2.931413128078768
106,6.2,3.295,2.9306892550540695
107,6.24,3.29,2.9299610016482553
108,6.28,3.285,2.9292283736326015
109,6.32,3.28,2.928491376811386
110,6.36,3.275,2.9277500170218103
111,6.4,3.27,2.927004300133924
112,6.44,3.26,2.9262542320505474
113,6.48,3.25,2.925499818707191
114,6.52,3.245,2.924741066071981
115,6.56,3.24,2.923977980145578
116,6.6,3.235,2.923210566961099
117,6.64,3.225,2.9224388325840382
118,6.68,3.22,2.921662783112186
119,6.72,3.215,2.9208824246755505
120,6.76,3.21,2.9200977634362735
121,6.8,3.205,2.919308805588553
122,6.84,3.2,2.918515557358561
123,6.88,3.195,2.9177180250043593
124,6.92,3.19,2.91691621481582
125,6.96,3.185,2.9161101331145414
126,7.0,3.18,2.915299786253766
127,7.04,3.175,2.9144851806182945
128,7.08,3.17,2.9136663226244064
129,7.12,3.165,2.912843218719771
130,7.16,3.16,2.912015875383366
131,7.2,3.155,2.9111842991253924
132,7.24,3.15,2.9103484964871864
133,7.28,3.145,2.909508474041137
134,7.32,3.14,2.908664238390599
135,7.36,3.135,2.9078157961698046
136,7.4,3.125,2.906963154043779
137,7.44,3.115,2.9061063187082503
138,7.48,3.105,2.905245296889567
139,7.52,3.095,2.904380095344605
140,7.56,3.085,2.9035107208606794
141,7.6,3.075,2.9026371802554607
142,7.64,3.065,2.90175948037688
143,7.68,3.055,2.9008776281030424
144,7.72,3.045,2.899991630342138
145,7.76,3.035,2.8991014940323496
146,7.8,3.025,2.8982072261417637
147,7.84,3.015,2.897308833668278
148,7.88,3.005,2.8964063236395132
149,7.92,2.995,2.895499703112718
150,7.96,2.985,2.894588979174679
151,8.0,2.975,2.8936741589416277
152,8.04,2.965,2.8927552495591495
153,8.08,2.955,2.891832258202089
154,8.12,2.945,2.890905192074456
155,8.16,2.935,2.8899740584093347
156,8.2,2.925,2.889038864468788
157,8.24,2.915,2.8880996175437614
158,8.28,2.905,2.8871563249539918
159,8.32,2.895,2.8862089940479105
160,8.36,2.885,2.8852576322025474
161,8.4,2.875,2.8843022468234367
162,8.44,2.87,2.8833428453445205
163,8.48,2.865,2.882379435228052
164,8.52,2.855,2.881412023964498
165,8.56,2.85,2.880440619072445
166,8.6,2.845,2.8794652280984985
167,8.64,2.84,2.8784858586171866
168,8.68,2.835,2.8775025182308624
169,8.72,2.83,2.8765152145696056
170,8.76,2.825,2.875523955291124
171,8.8,2.82,2.874528748080653
172,8.84,2.815,2.87352960065086
173,8.88,2.81,2.872526520741741
174,8.92,2.805,2.871519516120522
175,8.96,2.8,2.87050859458156
176,9.0,2.795,2.8694937639462426
177,9.04,2.79,2.868475032062884
178,9.08,2.785,2.8674524068066276
179,9.12,2.78,2.8664258960793436
180,9.16,2.775,2.8653955078095263
181,9.2,2.77,2.8643612499521947
182,9.24,2.765,2.8633231304887854
183,9.28,2.76,2.8622811574270552
184,9.32,2.755,2.8612353388009755
185,9.36,2.75,2.8601856826706307
186,9.4,2.75,2.8591321971221118
187,9.44,2.75,2.8580748902674165
188,9.48,2.75,2.857013770244343
189,9.52,2.75,2.8559488452163864
190,9.56,2.75,2.8548801233726326
191,9.6,2.75,2.8538076129276577
192,9.64,2.75,2.852731322121416
193,9.68,2.75,2.8516512592191425
194,9.72,2.75,2.850567432511241
195,9.76,2.75,2.8494798503131804
196,9.8,2.75,2.84838852096539
197,9.84,2.75,2.8472934528331506
198,9.88,2.75,2.8461946543064895
199,9.92,2.75,2.8450921338000725
200,9.96,2.75,2.843985899753096
201,10.0,2.75,2.842875960629183
202,10.04,2.75,2.84176232491627
203,10.08,2.75,2.840645001126503
204,10.12,2.75,2.839523997796128
205,10.16,2.75,2.838399323485383
206,10.2,2.75,2.8372709867783863
207,10.24,2.75,2.8361389962830335
208,10.28,2.75,2.8350033606308807
209,10.32,2.75,2.8338640884770414
210,10.36,2.75,2.832721188500073
211,10.4,2.745,2.831574669401869
212,10.44,2.74,2.830424539907546
213,10.48,2.735,2.829270808765336
214,10.52,2.73,2.8281134847464755
215,10.56,2.725,2.826952576645091
216,10.6,2.72,2.825788093278094
217,10.64,2.71,2.824620043485062
218,10.68,2.7,2.8234484361281345
219,10.72,2.69,2.822273280091896
220,10.76,2.68,2.821094584283265
221,10.8,2.67,2.8199123576313836
222,10.84,2.66,2.818726609087502
223,10.88,2.65,2.817537347624869
224,10.92,2.645,2.816344582238616
225,10.96,2.64,2.815148321945646
226,11.0,2.635,2.8139485757845186
227,11.04,2.63,2.8127453528153383
228,11.08,2.625,2.811538662119639
229,11.12,2.62,2.8103285128002717
230,11.16,2.615,2.8091149139812877
231,11.2,2.605,2.8078978748078267
232,11.24,2.595,2.806677404446001
233,11.28,2.585,2.8054535120827815
234,11.32,2.575,2.8042262069258816
235,11.36,2.565,2.8029954982036425
236,11.4,2.555,2.801761395164919
237,11.44,2.545,2.800523907078962
238,11.48,2.535,2.7992830432353033
239,11.52,2.525,2.7980388129436413
240,11.56,2.515,2.796791225533722
241,11.6,2.5,2.7955402903552264
242,11.64,2.49,2.794286016777649
243,11.68,2.475,2.7930284141901875
244,11.72,2.465,2.791767492001619
245,11.76,2.45,2.7905032596401895
246,11.8,2.435,2.7892357265534917
247,11.84,2.42,2.7879649022083517
248,11.88,2.405,2.7866907960907077
249,11.92,2.39,2.785413417705495
250,11.96,2.375,2.784132776576527
251,12.0,2.36,2.7828488822463795
252,12.04,2.345,2.7815617442762663
253,12.08,2.33,2.78027137224593
254,12.12,2.315,2.778977775753515
255,12.16,2.3,2.7776809644154556
256,12.2,2.285,2.776380947866352
257,12.24,2.27,2.7750777357588543
258,12.28,2.255,2.773771337763544
259,12.32,2.24,2.7724617635688116
260,12.36,2.225,2.7711490228807407
261,12.4,2.215,2.7698331254229864
262,12.44,2.205,2.768514080936657
263,12.48,2.195,2.767191899180193
264,12.52,2.185,2.7658665899292476
265,12.56,2.175,2.764538162976568
266,12.6,2.165,2.7632066281318735
267,12.64,2.16,2.7618719952217354
268,12.68,2.155,2.7605342740894567
269,12.72,2.15,2.7591934745949542
270,12.76,2.145,2.7578496066146334
271,12.8,2.14,2.7565026800412706
272,12.84,2.135,2.7551527047838915
273,12.88,2.13,2.75379969076765
274,12.92,2.12,2.7524436479337067
275,12.96,2.11,2.7510845862391085
276,13.0,2.1,2.749722515656667
277,13.04,2.09,2.748357446174836
278,13.08,2.08,2.7469893877975933
279,13.12,2.07,2.745618350544313
280,13.16,2.06,2.7442443444496503
281,13.2,2.055,2.7428673795634158
282,13.24,2.05,2.741487465950454
283,13.28,2.045,2.740104613690523
284,13.32,2.04,2.738718832878169
285,13.36,2.035,2.737330133622609
286,13.4,2.03,2.7359385260476032
287,13.44,2.025,2.7345440202913367
288,13.48,2.02,2.7331466265062945
289,13.52,2.015,2.7317463548591405
290,13.56,2.01,2.730343215530594
291,13.6,2.01,2.7289372187153065
292,13.64,2.005,2.727528374621741
293,13.68,2.005,2.726116693472046
294,13.72,2.0,2.724702185501936
295,13.76,2.0,2.7232848609605664
296,13.8,2.0,2.7218647301104086
297,13.84,2.0,2.720441803227132
298,13.88,2.0,2.719016090599477
299,13.92,2.0,2.717587602529131
300,13.96,2.0,2.7161563493306087
301,14.0,2.005,2.714722341331125
302,14.04,2.01,2.7132855888704746
303,14.08,2.015,2.711846102300906
304,14.12,2.02,2.7104038919869993
305,14.16,2.025,2.708958968305543
306,14.2,2.03,2.707511341645408
307,14.24,2.035,2.706061022407429
308,14.28,2.04,2.7046080210042724
309,14.32,2.045,2.7031523478603225
310,14.36,2.05,2.701694013411549
311,14.4,2.055,2.700233028105389
312,14.44,2.06,2.6987694024006195
313,14.48,2.07,2.697303146767236
314,14.52,2.075,2.695834271686327
315,14.56,2.08,2.6943627876499505
316,14.6,2.085,2.6928887051610095
317,14.64,2.09,2.69141203473313
318,14.68,2.1,2.6899327868905334
319,14.72,2.11,2.6884509721679155
320,14.76,2.12,2.686966601110322
321,14.8,2.125,2.6854796842730213
322,14.84,2.13,2.6839902322213858
323,14.88,2.135,2.6824982555307626
324,14.92,2.14,2.681003764786352
325,14.96,2.145,2.6795067705830835
326,15.0,2.15,2.6780072835254902
327,15.04,2.155,2.6765053142275854
328,15.08,2.165,2.6750008733127393
329,15.12,2.17,2.673493971413553
330,15.16,2.175,2.6719846191717354
331,15.2,2.18,2.6704728272379796
332,15.24,2.185,2.668958606271838
333,15.28,2.19,2.667441966941597
334,15.32,2.195,2.665922919924155
335,15.36,2.2,2.664401475904898
336,15.4,2.21,2.6628776455775727
337,15.44,2.215,2.661351439644167
338,15.48,2.225,2.659822868814781
339,15.52,2.235,2.658291943807508
340,15.56,2.245,2.656758675348305
341,15.6,2.255,2.6552230741708733
342,15.64,2.26,2.653685151016532
343,15.68,2.265,2.6521449166340956
344,15.72,2.27,2.650602381779748
345,15.76,2.275,2.6490575572169197
346,15.8,2.28,2.6475104537161647
347,15.84,2.285,2.6459610820550363
348,15.88,2.29,2.644409453017962
349,15.92,2.295,2.64285557739612
350,15.96,2.3,2.641299465987319
351,16.0,2.3,2.6397411295958686
352,16.04,2.3,2.63818057903246
353,16.08,2.3,2.6366178251140413
354,16.12,2.305,2.635052878663693
355,16.16,2.305,2.633485750510507
356,16.2,2.305,2.631916451489459
357,16.24,2.31,2.63034499244129
358,16.28,2.315,2.628771384212379
359,16.32,2.32,2.627195637654622
360,16.36,2.325,2.625617763625308
361,16.4,2.325,2.6240377729869957
362,16.44,2.325,2.6224556766073905
363,16.48,2.32,2.6208714853592223
364,16.52,2.325,2.6192852101201223
365,16.56,2.33,2.6176968617724983
366,16.6,2.335,2.6161064512034136
367,16.64,2.34,2.6145139893044664
368,16.68,2.34,2.612919486971661
369,16.72,2.34,2.6113229551052926
370,16.76,2.34,2.6097244046098185
371,16.8,2.345,2.60812384639374
372,16.84,2.35,2.6065212913694777
373,16.88,2.355,2.60491675045325
374,16.92,2.36,2.603310234564952
375,16.96,2.365,2.601701754628031
376,17.0,2.37,2.600091321569367
377,17.04,2.375,2.5984789463191493
378,17.08,2.375,2.596864639810755
379,17.12,2.38,2.5952484129806277
380,17.16,2.385,2.593630276768156
381,17.2,2.39,2.5920102421155518
382,17.24,2.395,2.590388319967727
383,17.28,2.4,2.588764521272176
384,17.32,2.405,2.5871388569788527
385,17.36,2.41,2.585511338040048
386,17.4,2.41,2.58388197541027
387,17.44,2.415,2.5822507800461247
388,17.48,2.415,2.580617762906193
389,17.52,2.415,2.578982934950911
390,17.56,2.415,2.5773463071424487
391,17.6,2.415,2.5757078904445905
392,17.64,2.42,2.5740676958226167
393,17.68,2.425,2.5724257342431787
394,17.72,2.43,2.5707820166741833
395,17.76,2.435,2.56913655408467
396,17.8,2.44,2.5674893574446944
397,17.84,2.445,2.565840437725204
398,17.88,2.45,2.5641898058979242
399,17.92,2.455,2.5625374729352326
400,17.96,2.46,2.560883449810046
401,18.0,2.465,2.5592277474956973
402,18.04,2.47,2.5575703769658182
403,18.08,2.475,2.5559113491942194
404,18.12,2.475,2.5542506751547718
405,18.16,2.48,2.55258836582129
406,18.2,2.485,2.550924432167412
407,18.24,2.485,2.5492588851664806
408,18.28,2.485,2.5475917357914275
409,18.32,2.485,2.545922995014653
410,18.36,2.485,2.5442526738079096
411,18.4,2.49,2.542580783142184
412,18.44,2.495,2.5409073339875787
413,18.48,2.5,2.539232337313197
414,18.52,2.5,2.537555804087024
415,18.56,2.5,2.5358777452758083
416,18.6,2.5,2.5341981718449498
417,18.64,2.5,2.532517094758378
418,18.68,2.5,2.530834524978438
419,18.72,2.5,2.5291504734657733
420,18.76,2.5,2.527464951179211
421,18.8,2.5,2.525777969075645
422,18.84,2.5,2.5240895381099175
423,18.88,2.5,2.52239966923471
424,18.92,2.5,2.52070837340042
425,18.96,2.5,2.5190156615550503
426,19.0,2.5,2.517321544644094
427,19.04,2.5,2.5156260336104186
428,19.08,2.5,2.513929139394149
429,19.12,2.5,2.512230872932557
430,19.16,2.5,2.5105312451599446
431,19.2,2.5,2.5088302670075295
432,19.24,2.5,2.5071279494033325
433,19.28,2.5,2.5054243032720622
434,19.32,2.5,2.5037193395350026
435,19.36,2.5,2.502013069109899
436,19.4,2.5,2.500305502910845
437,19.44,2.5,2.4985966518481693
438,19.48,2.5,2.4968865268283222
439,19.52,2.5,2.4951751387537646
440,19.56,2.5,2.4934624985228555
441,19.6,2.5,2.491748617029736
442,19.64,2.5,2.490033505164222
443,19.68,2.5,2.488317173811691
444,19.72,2.5,2.4865996338529692
445,19.76,2.5,2.4848808961642197
446,19.8,2.5,2.4831609716168352
447,19.84,2.5,2.481439871077322
448,19.88,2.5,2.479717605407192
449,19.92,2.5,2.477994185462851
450,19.96,2.5,2.4762696220954914
451,20.0,2.5,2.474543926150977
452,20.04,2.5,2.4728171084697363
453,20.08,2.5,2.471089179886653
454,20.12,2.5,2.469360151230956
455,20.16,2.5,2.4676300333261088
456,20.2,2.5,2.465898836989702
457,20.24,2.5,2.4641665730333444
458,20.28,2.5,2.462433252262554
459,20.32,2.5,2.46069888547665
460,20.36,2.5,2.4589634834686445
461,20.4,2.5,2.4572270570251344
462,20.44,2.5,2.4554896169261937
463,20.48,2.5,2.4537511739452684
464,20.52,2.5,2.452011738849066
465,20.56,2.5,2.450271322397449
466,20.6,2.5,2.4485299353433305
467,20.64,2.5,2.446787588432567
468,20.68,2.5,2.4450442924038507
469,20.72,2.5,2.443300057988604
470,20.76,2.5,2.4415548959108757
471,20.8,2.5,2.4398088168872336
472,20.84,2.5,2.4380618316266602
473,20.88,2.5,2.4363139508304466
474,20.92,2.5,2.434565185192089
475,20.96,2.5,2.432815545397184
476,21.0,2.5,2.431065042123324
477,21.04,2.5,2.4293136860399946
478,21.08,2.5,2.427561487808468
479,21.12,2.5,2.4258084580817023
480,21.16,2.5,2.424054607504238
481,21.2,2.5,2.4222999467120934
482,21.24,2.5,2.4205444863326635
483,21.28,2.5,2.418788236984617
484,21.32,2.5,2.4170312092777952
485,21.36,2.5,2.4152734138131082
486,21.4,2.5,2.413514861182435
487,21.44,2.5,2.41175556196852
488,21.48,2.5,2.4099955267448765
489,21.52,2.5,2.4082347660756813
490,21.56,2.5,2.4064732905156747
491,21.6,2.5,2.404711110610063
492,21.64,2.495,2.4029482368944164
493,21.68,2.495,2.4011846798945693
494,21.72,2.49,2.399420450126522
495,21.76,2.49,2.397655558096341
496,21.8,2.49,2.3958900143000603
497,21.84,2.49,2.3941238292235822
498,21.88,2.49,2.392357013342579
499,21.92,2.49,2.3905895771223955
500,21.96,2.49,2.388821531017953
501,22.0,2.49,2.3870528854736475
502,22.04,2.49,2.385283650923257
503,22.08,2.49,2.3835138377898417
504,22.12,2.49,2.381743456485648
505,22.16,2.49,2.379972517412015
506,22.2,2.49,2.3782010309592736
507,22.24,2.49,2.3764290075066543
508,22.28,2.49,2.3746564574221907
509,22.32,2.49,2.3728833910626252
510,22.36,2.49,2.3711098187733124
511,22.4,2.49,2.3693357508881263
512,22.44,2.49,2.367561197729365
513,22.48,2.49,2.3657861696076576
514,22.52,2.49,2.36401067682187
515,22.56,2.49,2.3622347296590123
516,22.6,2.49,2.3604583383941424
517,22.64,2.49,2.3586815132902803
518,22.68,2.485,2.356904264598308
519,22.72,2.48,2.3551266025568824
520,22.76,2.475,2.3533485373923417
521,22.8,2.47,2.3515700793186127
522,22.84,2.465,2.349791238537123
523,22.88,2.46,2.348012025236707
524,22.92,2.455,2.3462324495935163
525,22.96,2.455,2.344452521770929
526,23.0,2.455,2.342672251919462
527,23.04,2.45,2.3408916501766774
528,23.08,2.45,2.339110726667097
529,23.12,2.45,2.3373294915021097
530,23.16,2.45,2.335547954779887
531,23.2,2.45,2.3337661265852914
532,23.24,2.45,2.3319840169897885
533,23.28,2.45,2.3302016360513598
534,23.32,2.45,2.328418993814418
535,23.36,2.45,2.3266361003097145
536,23.4,2.45,2.324852965554256
537,23.44,2.45,2.3230695995512187
538,23.48,2.45,2.3212860122898595
539,23.52,2.45,2.319502213745433
540,23.56,2.45,2.3177182138791026
541,23.6,2.45,2.3159340226378595
542,23.64,2.455,2.314149649954434
543,23.68,2.455,2.312365105747214
544,23.72,2.46,2.310580399920158
545,23.76,2.46,2.308795542362714
546,23.8,2.46,2.307010542949733
547,23.84,2.46,2.3052254115413895
548,23.88,2.46,2.3034401579830956
549,23.92,2.46,2.3016547921054187
550,23.96,2.46,2.2998693237240007
551,24.0,2.46,2.298083762639476
552,24.04,2.46,2.296298118637388
553,24.08,2.46,2.294512401488111
554,24.12,2.46,2.292726620946766
555,24.16,2.46,2.2909407867531426
556,24.2,2.46,2.289154908631618
557,24.24,2.46,2.287368996291077
558,24.28,2.46,2.285583059424833
559,24.32,2.46,2.283797107710548
560,24.36,2.46,2.2820111508101535
561,24.4,2.46,2.2802251983697746
562,24.44,2.46,2.2784392600196486
563,24.48,2.46,2.276653345374049
564,24.52,2.46,2.274867464031207
565,24.56,2.46,2.2730816255732362
566,24.6,2.46,2.2712958395660525
567,24.64,2.46,2.2695101155593025
568,24.68,2.465,2.2677244630862825
569,24.72,2.47,2.2659388916638656
570,24.76,2.475,2.264153410792426
571,24.8,2.48,2.2623680299557636
572,24.84,2.485,2.2605827586210285
573,24.88,2.49,2.258797606238648
574,24.92,2.495,2.257012582242252
575,24.96,2.495,2.2552276960486006
576,25.0,2.495,2.2534429570575067
577,25.04,2.5,2.251658374651769
578,25.08,2.5,2.249873958197094
579,25.12,2.5,2.2480897170420286
