,t,alighners_count,fit
7269,292.72,1.29,1.3197094442381507
7270,292.76,1.315,1.3197094442381507
7271,292.8,1.335,1.3197094442381507
7272,292.84,1.36,1.3197094442381507
7273,292.88,1.385,1.3197094442381507
7274,292.92,1.41,1.3197094442381507
7275,292.96,1.42,1.3197094442381507
7276,293.0,1.43,1.3197094442381507
7277,293.04,1.445,1.3197094442381507
7278,293.08,1.455,1.3197094442381507
7279,293.12,1.465,1.3197094442381507
7280,293.16,1.475,1.3197094442381507
7281,293.2,1.48,1.3197094442381507
7282,293.24,1.48,1.3197094442381507
7283,293.28,1.485,1.3197094442381507
7284,293.32,1.495,1.3197094442381507
7285,293.36,1.495,1.3197094442381507
7286,293.4,1.49,1.3197094442381507
7287,293.44,1.49,1.3197094442381507
7288,293.48,1.49,1.3197094442381507
7289,293.52,1.495,1.3197094442381507
7290,293.56,1.5,1.3197094442381507
7291,293.6,1.5,1.3197094442381507
7292,293.64,1.505,1.3197094442381507
7293,293.68,1.505,1.3197094442381507
7294,293.72,1.5,1.3197094442381507
7295,293.76,1.5,1.3197094442381507
7296,293.8,1.495,1.3197094442381507
7297,293.84,1.495,1.3197094442381507
7298,293.88,1.49,1.3197094442381507
7299,293.92,1.49,1.3197094442381507
7300,293.96,1.485,1.3197094442381507
7301,294.0,1.475,1.3197094442381507
7302,294.04,1.465,1.3197094442381507
7303,294.08,1.455,1.3197094442381507
7304,294.12,1.45,1.3197094442381507
7305,294.16,1.445,1.3197094442381507
7306,294.2,1.435,1.3197094442381507
7307,294.24,1.425,1.3197094442381507
7308,294.28,1.415,1.3197094442381507
7309,294.32,1.41,1.3197094442381507
7310,294.36,1.395,1.3197094442381507
7311,294.4,1.385,1.3197094442381507
7312,294.44,1.375,1.3197094442381507
7313,294.48,1.365,1.3197094442381507
7314,294.52,1.355,1.3197094442381507
7315,294.56,1.345,1.3197094442381507
7316,294.6,1.335,1.3197094442381507
7317,294.64,1.33,1.3197094442381507
7318,294.68,1.32,1.3197094442381507
7319,294.72,1.31,1.3197094442381507
7320,294.76,1.3,1.3197094442381507
7321,294.8,1.29,1.3197094442381507
7322,294.84,1.275,1.3197094442381507
7323,294.88,1.265,1.3197094442381507
7324,294.92,1.255,1.3197094442381507
7325,294.96,1.255,1.3197094442381507
7326,295.0,1.26,1.3197094442381507
7327,295.04,1.26,1.3197094442381507
7328,295.08,1.265,1.3197094442381507
7329,295.12,1.265,1.3197094442381507
7330,295.16,1.265,1.3197094442381507
7331,295.2,1.27,1.3197094442381507
7332,295.24,1.275,1.3197094442381507
7333,295.28,1.28,1.3197094442381507
7334,295.32,1.285,1.3197094442381507
7335,295.36,1.29,1.3197094442381507
7336,295.4,1.295,1.3197094442381507
7337,295.44,1.3,1.3197094442381507
7338,295.48,1.305,1.3197094442381507
7339,295.52,1.31,1.3197094442381507
7340,295.56,1.32,1.3197094442381507
7341,295.6,1.33,1.3197094442381507
7342,295.64,1.33,1.3197094442381507
7343,295.68,1.335,1.3197094442381507
7344,295.72,1.34,1.3197094442381507
7345,295.76,1.345,1.3197094442381507
7346,295.8,1.35,1.3197094442381507
7347,295.84,1.355,1.3197094442381507
7348,295.88,1.355,1.3197094442381507
7349,295.92,1.36,1.3197094442381507
7350,295.96,1.36,1.3197094442381507
7351,296.0,1.36,1.3197094442381507
7352,296.04,1.365,1.3197094442381507
7353,296.08,1.37,1.3197094442381507
7354,296.12,1.375,1.3197094442381507
7355,296.16,1.375,1.3197094442381507
7356,296.2,1.375,1.3197094442381507
7357,296.24,1.37,1.3197094442381507
7358,296.28,1.37,1.3197094442381507
7359,296.32,1.37,1.3197094442381507
7360,296.36,1.375,1.3197094442381507
7361,296.4,1.375,1.3197094442381507
7362,296.44,1.375,1.3197094442381507
7363,296.48,1.37,1.3197094442381507
7364,296.52,1.365,1.3197094442381507
7365,296.56,1.36,1.3197094442381507
7366,296.6,1.36,1.3197094442381507
7367,296.64,1.355,1.3197094442381507
7368,296.68,1.35,1.3197094442381507
7369,296.72,1.345,1.3197094442381507
7370,296.76,1.34,1.3197094442381507
7371,296.8,1.335,1.3197094442381507
7372,296.84,1.33,1.3197094442381507
7373,296.88,1.32,1.3197094442381507
7374,296.92,1.315,1.3197094442381507
7375,296.96,1.31,1.3197094442381507
7376,297.0,1.305,1.3197094442381507
7377,297.04,1.29,1.3197094442381507
7378,297.08,1.28,1.3197094442381507
7379,297.12,1.27,1.3197094442381507
7380,297.16,1.255,1.3197094442381507
7381,297.2,1.24,1.3197094442381507
7382,297.24,1.225,1.3197094442381507
7383,297.28,1.21,1.3197094442381507
7384,297.32,1.195,1.3197094442381507
7385,297.36,1.18,1.3197094442381507
7386,297.4,1.165,1.3197094442381507
7387,297.44,1.15,1.3197094442381507
7388,297.48,1.135,1.3197094442381507
7389,297.52,1.12,1.3197094442381507
7390,297.56,1.1,1.3197094442381507
7391,297.6,1.085,1.3197094442381507
7392,297.64,1.07,1.3197094442381507
7393,297.68,1.055,1.3197094442381507
7394,297.72,1.04,1.3197094442381507
7395,297.76,1.025,1.3197094442381507
7396,297.8,1.01,1.3197094442381507
7397,297.84,0.995,1.3197094442381507
7398,297.88,0.985,1.3197094442381507
7399,297.92,0.97,1.3197094442381507
7400,297.96,0.96,1.3197094442381507
7401,298.0,0.95,1.3197094442381507
7402,298.04,0.935,1.3197094442381507
7403,298.08,0.92,1.3197094442381507
7404,298.12,0.905,1.3197094442381507
7405,298.16,0.895,1.3197094442381507
7406,298.2,0.885,1.3197094442381507
7407,298.24,0.88,1.3197094442381507
7408,298.28,0.87,1.3197094442381507
7409,298.32,0.86,1.3197094442381507
7410,298.36,0.85,1.3197094442381507
7411,298.4,0.84,1.3197094442381507
7412,298.44,0.83,1.3197094442381507
7413,298.48,0.825,1.3197094442381507
7414,298.52,0.82,1.3197094442381507
7415,298.56,0.815,1.3197094442381507
7416,298.6,0.805,1.3197094442381507
7417,298.64,0.8,1.3197094442381507
7418,298.68,0.795,1.3197094442381507
7419,298.72,0.785,1.3197094442381507
7420,298.76,0.78,1.3197094442381507
7421,298.8,0.78,1.3197094442381507
7422,298.84,0.78,1.3197094442381507
7423,298.88,0.785,1.3197094442381507
7424,298.92,0.785,1.3197094442381507
7425,298.96,0.785,1.3197094442381507
7426,299.0,0.785,1.3197094442381507
7427,299.04,0.79,1.3197094442381507
7428,299.08,0.79,1.3197094442381507
7429,299.12,0.79,1.3197094442381507
7430,299.16,0.795,1.3197094442381507
7431,299.2,0.8,1.3197094442381507
7432,299.24,0.805,1.3197094442381507
7433,299.28,0.81,1.3197094442381507
7434,299.32,0.815,1.3197094442381507
7435,299.36,0.82,1.3197094442381507
7436,299.4,0.825,1.3197094442381507
7437,299.44,0.83,1.3197094442381507
7438,299.48,0.835,1.3197094442381507
7439,299.52,0.84,1.3197094442381507
7440,299.56,0.845,1.3197094442381507
7441,299.6,0.855,1.3197094442381507
7442,299.64,0.855,1.3197094442381507
7443,299.68,0.86,1.3197094442381507
7444,299.72,0.865,1.3197094442381507
7445,299.76,0.87,1.3197094442381507
7446,299.8,0.875,1.3197094442381507
7447,299.84,0.88,1.3197094442381507
7448,299.88,0.89,1.3197094442381507
7449,299.92,0.895,1.3197094442381507
7450,299.96,0.9,1.3197094442381507
7451,300.0,0.91,1.3197094442381507
7452,300.04,0.915,1.3197094442381507
7453,300.08,0.92,1.3197094442381507
7454,300.12,0.93,1.3197094442381507
7455,300.16,0.935,1.3197094442381507
7456,300.2,0.94,1.3197094442381507
7457,300.24,0.95,1.3197094442381507
7458,300.28,0.95,1.3197094442381507
7459,300.32,0.955,1.3197094442381507
7460,300.36,0.965,1.3197094442381507
7461,300.4,0.975,1.3197094442381507
7462,300.44,0.985,1.3197094442381507
7463,300.48,0.99,1.3197094442381507
7464,300.52,1.0,1.3197094442381507
7465,300.56,1.005,1.3197094442381507
7466,300.6,1.01,1.3197094442381507
7467,300.64,1.015,1.3197094442381507
7468,300.68,1.025,1.3197094442381507
7469,300.72,1.03,1.3197094442381507
7470,300.76,1.035,1.3197094442381507
7471,300.8,1.035,1.3197094442381507
7472,300.84,1.04,1.3197094442381507
7473,300.88,1.04,1.3197094442381507
7474,300.92,1.04,1.3197094442381507
7475,300.96,1.04,1.3197094442381507
7476,301.0,1.04,1.3197094442381507
7477,301.04,1.04,1.3197094442381507
7478,301.08,1.04,1.3197094442381507
7479,301.12,1.04,1.3197094442381507
7480,301.16,1.04,1.3197094442381507
7481,301.2,1.04,1.3197094442381507
7482,301.24,1.04,1.3197094442381507
7483,301.28,1.04,1.3197094442381507
7484,301.32,1.04,1.3197094442381507
7485,301.36,1.035,1.3197094442381507
7486,301.4,1.03,1.3197094442381507
7487,301.44,1.025,1.3197094442381507
7488,301.48,1.02,1.3197094442381507
7489,301.52,1.015,1.3197094442381507
7490,301.56,1.01,1.3197094442381507
7491,301.6,1.0,1.3197094442381507
7492,301.64,1.0,1.3197094442381507
7493,301.68,0.995,1.3197094442381507
7494,301.72,0.99,1.3197094442381507
7495,301.76,0.985,1.3197094442381507
7496,301.8,0.98,1.3197094442381507
7497,301.84,0.975,1.3197094442381507
7498,301.88,0.965,1.3197094442381507
7499,301.92,0.96,1.3197094442381507
7500,301.96,0.955,1.3197094442381507
7501,302.0,0.945,1.3197094442381507
7502,302.04,0.94,1.3197094442381507
7503,302.08,0.935,1.3197094442381507
7504,302.12,0.925,1.3197094442381507
7505,302.16,0.92,1.3197094442381507
7506,302.2,0.915,1.3197094442381507
7507,302.24,0.905,1.3197094442381507
7508,302.28,0.905,1.3197094442381507
7509,302.32,0.895,1.3197094442381507
7510,302.36,0.885,1.3197094442381507
7511,302.4,0.875,1.3197094442381507
7512,302.44,0.865,1.3197094442381507
7513,302.48,0.86,1.3197094442381507
7514,302.52,0.855,1.3197094442381507
7515,302.56,0.855,1.3197094442381507
7516,302.6,0.855,1.3197094442381507
7517,302.64,0.855,1.3197094442381507
7518,302.68,0.855,1.3197094442381507
7519,302.72,0.855,1.3197094442381507
7520,302.76,0.855,1.3197094442381507
7521,302.8,0.855,1.3197094442381507
7522,302.84,0.855,1.3197094442381507
7523,302.88,0.855,1.3197094442381507
7524,302.92,0.855,1.3197094442381507
7525,302.96,0.855,1.3197094442381507
7526,303.0,0.855,1.3197094442381507
7527,303.04,0.855,1.3197094442381507
7528,303.08,0.855,1.3197094442381507
7529,303.12,0.855,1.3197094442381507
7530,303.16,0.855,1.3197094442381507
7531,303.2,0.855,1.3197094442381507
7532,303.24,0.855,1.3197094442381507
7533,303.28,0.855,1.3197094442381507
7534,303.32,0.855,1.3197094442381507
7535,303.36,0.86,1.3197094442381507
7536,303.4,0.865,1.3197094442381507
7537,303.44,0.87,1.3197094442381507
7538,303.48,0.875,1.3197094442381507
7539,303.52,0.88,1.3197094442381507
7540,303.56,0.885,1.3197094442381507
7541,303.6,0.89,1.3197094442381507
7542,303.64,0.895,1.3197094442381507
7543,303.68,0.9,1.3197094442381507
7544,303.72,0.905,1.3197094442381507
7545,303.76,0.91,1.3197094442381507
7546,303.8,0.915,1.3197094442381507
7547,303.84,0.92,1.3197094442381507
7548,303.88,0.925,1.3197094442381507
7549,303.92,0.93,1.3197094442381507
7550,303.96,0.935,1.3197094442381507
7551,304.0,0.94,1.3197094442381507
7552,304.04,0.945,1.3197094442381507
7553,304.08,0.95,1.3197094442381507
7554,304.12,0.96,1.3197094442381507
7555,304.16,0.97,1.3197094442381507
7556,304.2,0.98,1.3197094442381507
7557,304.24,0.99,1.3197094442381507
7558,304.28,0.995,1.3197094442381507
7559,304.32,1.01,1.3197094442381507
7560,304.36,1.02,1.3197094442381507
7561,304.4,1.03,1.3197094442381507
7562,304.44,1.04,1.3197094442381507
7563,304.48,1.05,1.3197094442381507
7564,304.52,1.055,1.3197094442381507
7565,304.56,1.06,1.3197094442381507
7566,304.6,1.065,1.3197094442381507
7567,304.64,1.07,1.3197094442381507
7568,304.68,1.07,1.3197094442381507
7569,304.72,1.075,1.3197094442381507
7570,304.76,1.08,1.3197094442381507
7571,304.8,1.085,1.3197094442381507
7572,304.84,1.09,1.3197094442381507
7573,304.88,1.095,1.3197094442381507
7574,304.92,1.1,1.3197094442381507
7575,304.96,1.105,1.3197094442381507
7576,305.0,1.115,1.3197094442381507
7577,305.04,1.13,1.3197094442381507
7578,305.08,1.145,1.3197094442381507
7579,305.12,1.16,1.3197094442381507
7580,305.16,1.175,1.3197094442381507
7581,305.2,1.18,1.3197094442381507
7582,305.24,1.195,1.3197094442381507
7583,305.28,1.21,1.3197094442381507
7584,305.32,1.22,1.3197094442381507
7585,305.36,1.23,1.3197094442381507
7586,305.4,1.235,1.3197094442381507
7587,305.44,1.25,1.3197094442381507
7588,305.48,1.26,1.3197094442381507
7589,305.52,1.27,1.3197094442381507
7590,305.56,1.28,1.3197094442381507
7591,305.6,1.295,1.3197094442381507
7592,305.64,1.305,1.3197094442381507
7593,305.68,1.315,1.3197094442381507
7594,305.72,1.325,1.3197094442381507
7595,305.76,1.335,1.3197094442381507
7596,305.8,1.345,1.3197094442381507
7597,305.84,1.355,1.3197094442381507
7598,305.88,1.37,1.3197094442381507
7599,305.92,1.385,1.3197094442381507
7600,305.96,1.4,1.3197094442381507
7601,306.0,1.415,1.3197094442381507
7602,306.04,1.43,1.3197094442381507
7603,306.08,1.445,1.3197094442381507
7604,306.12,1.45,1.3197094442381507
7605,306.16,1.46,1.3197094442381507
7606,306.2,1.465,1.3197094442381507
7607,306.24,1.475,1.3197094442381507
7608,306.28,1.485,1.3197094442381507
7609,306.32,1.49,1.3197094442381507
7610,306.36,1.495,1.3197094442381507
7611,306.4,1.5,1.3197094442381507
7612,306.44,1.5,1.3197094442381507
7613,306.48,1.505,1.3197094442381507
7614,306.52,1.51,1.3197094442381507
7615,306.56,1.515,1.3197094442381507
7616,306.6,1.52,1.3197094442381507
7617,306.64,1.525,1.3197094442381507
7618,306.68,1.53,1.3197094442381507
7619,306.72,1.535,1.3197094442381507
7620,306.76,1.54,1.3197094442381507
7621,306.8,1.545,1.3197094442381507
7622,306.84,1.55,1.3197094442381507
7623,306.88,1.555,1.3197094442381507
7624,306.92,1.56,1.3197094442381507
7625,306.96,1.565,1.3197094442381507
7626,307.0,1.565,1.3197094442381507
7627,307.04,1.56,1.3197094442381507
7628,307.08,1.555,1.3197094442381507
7629,307.12,1.55,1.3197094442381507
7630,307.16,1.545,1.3197094442381507
7631,307.2,1.55,1.3197094442381507
7632,307.24,1.545,1.3197094442381507
7633,307.28,1.54,1.3197094442381507
7634,307.32,1.54,1.3197094442381507
7635,307.36,1.54,1.3197094442381507
7636,307.4,1.55,1.3197094442381507
7637,307.44,1.55,1.3197094442381507
7638,307.48,1.55,1.3197094442381507
7639,307.52,1.55,1.3197094442381507
7640,307.56,1.555,1.3197094442381507
7641,307.6,1.55,1.3197094442381507
7642,307.64,1.555,1.3197094442381507
7643,307.68,1.555,1.3197094442381507
7644,307.72,1.56,1.3197094442381507
7645,307.76,1.565,1.3197094442381507
7646,307.8,1.56,1.3197094442381507
7647,307.84,1.56,1.3197094442381507
7648,307.88,1.555,1.3197094442381507
7649,307.92,1.55,1.3197094442381507
7650,307.96,1.54,1.3197094442381507
7651,308.0,1.54,1.3197094442381507
7652,308.04,1.54,1.3197094442381507
7653,308.08,1.535,1.3197094442381507
7654,308.12,1.535,1.3197094442381507
7655,308.16,1.53,1.3197094442381507
7656,308.2,1.53,1.3197094442381507
7657,308.24,1.525,1.3197094442381507
7658,308.28,1.525,1.3197094442381507
7659,308.32,1.525,1.3197094442381507
7660,308.36,1.525,1.3197094442381507
7661,308.4,1.525,1.3197094442381507
7662,308.44,1.53,1.3197094442381507
7663,308.48,1.53,1.3197094442381507
7664,308.52,1.525,1.3197094442381507
7665,308.56,1.52,1.3197094442381507
7666,308.6,1.525,1.3197094442381507
7667,308.64,1.52,1.3197094442381507
7668,308.68,1.52,1.3197094442381507
7669,308.72,1.51,1.3197094442381507
7670,308.76,1.51,1.3197094442381507
7671,308.8,1.505,1.3197094442381507
7672,308.84,1.5,1.3197094442381507
7673,308.88,1.495,1.3197094442381507
7674,308.92,1.49,1.3197094442381507
7675,308.96,1.485,1.3197094442381507
7676,309.0,1.48,1.3197094442381507
7677,309.04,1.48,1.3197094442381507
7678,309.08,1.48,1.3197094442381507
7679,309.12,1.475,1.3197094442381507
7680,309.16,1.47,1.3197094442381507
7681,309.2,1.465,1.3197094442381507
7682,309.24,1.46,1.3197094442381507
7683,309.28,1.455,1.3197094442381507
7684,309.32,1.445,1.3197094442381507
7685,309.36,1.44,1.3197094442381507
7686,309.4,1.425,1.3197094442381507
7687,309.44,1.42,1.3197094442381507
7688,309.48,1.415,1.3197094442381507
7689,309.52,1.41,1.3197094442381507
7690,309.56,1.39,1.3197094442381507
7691,309.6,1.385,1.3197094442381507
7692,309.64,1.37,1.3197094442381507
7693,309.68,1.365,1.3197094442381507
7694,309.72,1.35,1.3197094442381507
7695,309.76,1.34,1.3197094442381507
7696,309.8,1.33,1.3197094442381507
7697,309.84,1.325,1.3197094442381507
7698,309.88,1.32,1.3197094442381507
7699,309.92,1.31,1.3197094442381507
7700,309.96,1.305,1.3197094442381507
7701,310.0,1.295,1.3197094442381507
7702,310.04,1.285,1.3197094442381507
7703,310.08,1.28,1.3197094442381507
7704,310.12,1.27,1.3197094442381507
7705,310.16,1.255,1.3197094442381507
7706,310.2,1.25,1.3197094442381507
7707,310.24,1.245,1.3197094442381507
7708,310.28,1.24,1.3197094442381507
7709,310.32,1.23,1.3197094442381507
7710,310.36,1.225,1.3197094442381507
7711,310.4,1.22,1.3197094442381507
7712,310.44,1.21,1.3197094442381507
7713,310.48,1.205,1.3197094442381507
7714,310.52,1.205,1.3197094442381507
7715,310.56,1.205,1.3197094442381507
7716,310.6,1.195,1.3197094442381507
7717,310.64,1.2,1.3197094442381507
7718,310.68,1.2,1.3197094442381507
7719,310.72,1.21,1.3197094442381507
7720,310.76,1.205,1.3197094442381507
7721,310.8,1.205,1.3197094442381507
7722,310.84,1.205,1.3197094442381507
7723,310.88,1.205,1.3197094442381507
7724,310.92,1.21,1.3197094442381507
7725,310.96,1.21,1.3197094442381507
7726,311.0,1.215,1.3197094442381507
7727,311.04,1.21,1.3197094442381507
7728,311.08,1.205,1.3197094442381507
7729,311.12,1.2,1.3197094442381507
7730,311.16,1.205,1.3197094442381507
7731,311.2,1.205,1.3197094442381507
7732,311.24,1.21,1.3197094442381507
7733,311.28,1.215,1.3197094442381507
7734,311.32,1.215,1.3197094442381507
7735,311.36,1.22,1.3197094442381507
7736,311.4,1.23,1.3197094442381507
7737,311.44,1.23,1.3197094442381507
7738,311.48,1.235,1.3197094442381507
7739,311.52,1.24,1.3197094442381507
7740,311.56,1.255,1.3197094442381507
7741,311.6,1.26,1.3197094442381507
7742,311.64,1.27,1.3197094442381507
7743,311.68,1.275,1.3197094442381507
7744,311.72,1.28,1.3197094442381507
7745,311.76,1.285,1.3197094442381507
7746,311.8,1.3,1.3197094442381507
7747,311.84,1.3,1.3197094442381507
7748,311.88,1.3,1.3197094442381507
7749,311.92,1.31,1.3197094442381507
7750,311.96,1.315,1.3197094442381507
7751,312.0,1.315,1.3197094442381507
7752,312.04,1.32,1.3197094442381507
7753,312.08,1.325,1.3197094442381507
7754,312.12,1.325,1.3197094442381507
7755,312.16,1.335,1.3197094442381507
7756,312.2,1.335,1.3197094442381507
7757,312.24,1.335,1.3197094442381507
7758,312.28,1.335,1.3197094442381507
7759,312.32,1.335,1.3197094442381507
7760,312.36,1.34,1.3197094442381507
7761,312.4,1.345,1.3197094442381507
7762,312.44,1.355,1.3197094442381507
7763,312.48,1.36,1.3197094442381507
7764,312.52,1.37,1.3197094442381507
7765,312.56,1.375,1.3197094442381507
7766,312.6,1.385,1.3197094442381507
7767,312.64,1.39,1.3197094442381507
7768,312.68,1.385,1.3197094442381507
7769,312.72,1.385,1.3197094442381507
7770,312.76,1.39,1.3197094442381507
7771,312.8,1.395,1.3197094442381507
7772,312.84,1.4,1.3197094442381507
7773,312.88,1.405,1.3197094442381507
7774,312.92,1.405,1.3197094442381507
7775,312.96,1.42,1.3197094442381507
7776,313.0,1.425,1.3197094442381507
7777,313.04,1.44,1.3197094442381507
7778,313.08,1.455,1.3197094442381507
7779,313.12,1.475,1.3197094442381507
7780,313.16,1.485,1.3197094442381507
7781,313.2,1.5,1.3197094442381507
7782,313.24,1.51,1.3197094442381507
7783,313.28,1.52,1.3197094442381507
7784,313.32,1.54,1.3197094442381507
7785,313.36,1.55,1.3197094442381507
7786,313.4,1.555,1.3197094442381507
7787,313.44,1.565,1.3197094442381507
7788,313.48,1.575,1.3197094442381507
7789,313.52,1.585,1.3197094442381507
7790,313.56,1.595,1.3197094442381507
7791,313.6,1.605,1.3197094442381507
7792,313.64,1.615,1.3197094442381507
7793,313.68,1.625,1.3197094442381507
7794,313.72,1.64,1.3197094442381507
7795,313.76,1.65,1.3197094442381507
7796,313.8,1.66,1.3197094442381507
7797,313.84,1.675,1.3197094442381507
7798,313.88,1.69,1.3197094442381507
7799,313.92,1.7,1.3197094442381507
7800,313.96,1.715,1.3197094442381507
7801,314.0,1.73,1.3197094442381507
7802,314.04,1.745,1.3197094442381507
7803,314.08,1.755,1.3197094442381507
7804,314.12,1.775,1.3197094442381507
7805,314.16,1.79,1.3197094442381507
7806,314.2,1.805,1.3197094442381507
7807,314.24,1.82,1.3197094442381507
7808,314.28,1.835,1.3197094442381507
7809,314.32,1.855,1.3197094442381507
7810,314.36,1.865,1.3197094442381507
7811,314.4,1.875,1.3197094442381507
7812,314.44,1.89,1.3197094442381507
7813,314.48,1.905,1.3197094442381507
7814,314.52,1.91,1.3197094442381507
7815,314.56,1.92,1.3197094442381507
7816,314.6,1.935,1.3197094442381507
7817,314.64,1.945,1.3197094442381507
7818,314.68,1.965,1.3197094442381507
7819,314.72,1.975,1.3197094442381507
7820,314.76,1.995,1.3197094442381507
7821,314.8,2.01,1.3197094442381507
7822,314.84,2.02,1.3197094442381507
7823,314.88,2.035,1.3197094442381507
7824,314.92,2.045,1.3197094442381507
7825,314.96,2.045,1.3197094442381507
7826,315.0,2.05,1.3197094442381507
7827,315.04,2.05,1.3197094442381507
7828,315.08,2.05,1.3197094442381507
7829,315.12,2.05,1.3197094442381507
7830,315.16,2.05,1.3197094442381507
7831,315.2,2.05,1.3197094442381507
7832,315.24,2.05,1.3197094442381507
7833,315.28,2.05,1.3197094442381507
7834,315.32,2.045,1.3197094442381507
7835,315.36,2.04,1.3197094442381507
7836,315.4,2.04,1.3197094442381507
7837,315.44,2.04,1.3197094442381507
7838,315.48,2.03,1.3197094442381507
7839,315.52,2.025,1.3197094442381507
7840,315.56,2.02,1.3197094442381507
7841,315.6,2.015,1.3197094442381507
7842,315.64,2.01,1.3197094442381507
7843,315.68,2.0,1.3197094442381507
7844,315.72,1.995,1.3197094442381507
7845,315.76,1.985,1.3197094442381507
7846,315.8,1.98,1.3197094442381507
7847,315.84,1.975,1.3197094442381507
7848,315.88,1.97,1.3197094442381507
7849,315.92,1.965,1.3197094442381507
7850,315.96,1.965,1.3197094442381507
7851,316.0,1.955,1.3197094442381507
7852,316.04,1.945,1.3197094442381507
7853,316.08,1.94,1.3197094442381507
7854,316.12,1.935,1.3197094442381507
7855,316.16,1.93,1.3197094442381507
7856,316.2,1.925,1.3197094442381507
7857,316.24,1.92,1.3197094442381507
7858,316.28,1.915,1.3197094442381507
7859,316.32,1.91,1.3197094442381507
7860,316.36,1.905,1.3197094442381507
7861,316.4,1.895,1.3197094442381507
7862,316.44,1.885,1.3197094442381507
7863,316.48,1.875,1.3197094442381507
7864,316.52,1.87,1.3197094442381507
7865,316.56,1.86,1.3197094442381507
7866,316.6,1.84,1.3197094442381507
7867,316.64,1.825,1.3197094442381507
7868,316.68,1.81,1.3197094442381507
7869,316.72,1.8,1.3197094442381507
7870,316.76,1.78,1.3197094442381507
7871,316.8,1.765,1.3197094442381507
7872,316.84,1.755,1.3197094442381507
7873,316.88,1.74,1.3197094442381507
7874,316.92,1.73,1.3197094442381507
7875,316.96,1.72,1.3197094442381507
7876,317.0,1.71,1.3197094442381507
7877,317.04,1.7,1.3197094442381507
7878,317.08,1.69,1.3197094442381507
7879,317.12,1.68,1.3197094442381507
7880,317.16,1.67,1.3197094442381507
7881,317.2,1.66,1.3197094442381507
7882,317.24,1.65,1.3197094442381507
7883,317.28,1.64,1.3197094442381507
7884,317.32,1.635,1.3197094442381507
7885,317.36,1.63,1.3197094442381507
7886,317.4,1.625,1.3197094442381507
7887,317.44,1.615,1.3197094442381507
7888,317.48,1.615,1.3197094442381507
7889,317.52,1.61,1.3197094442381507
7890,317.56,1.605,1.3197094442381507
7891,317.6,1.6,1.3197094442381507
7892,317.64,1.595,1.3197094442381507
7893,317.68,1.595,1.3197094442381507
7894,317.72,1.595,1.3197094442381507
7895,317.76,1.6,1.3197094442381507
7896,317.8,1.6,1.3197094442381507
7897,317.84,1.595,1.3197094442381507
7898,317.88,1.6,1.3197094442381507
7899,317.92,1.6,1.3197094442381507
7900,317.96,1.595,1.3197094442381507
7901,318.0,1.6,1.3197094442381507
7902,318.04,1.605,1.3197094442381507
7903,318.08,1.605,1.3197094442381507
7904,318.12,1.605,1.3197094442381507
7905,318.16,1.605,1.3197094442381507
7906,318.2,1.605,1.3197094442381507
7907,318.24,1.61,1.3197094442381507
7908,318.28,1.61,1.3197094442381507
7909,318.32,1.605,1.3197094442381507
7910,318.36,1.605,1.3197094442381507
7911,318.4,1.61,1.3197094442381507
7912,318.44,1.61,1.3197094442381507
7913,318.48,1.61,1.3197094442381507
7914,318.52,1.61,1.3197094442381507
7915,318.56,1.615,1.3197094442381507
7916,318.6,1.62,1.3197094442381507
7917,318.64,1.625,1.3197094442381507
7918,318.68,1.625,1.3197094442381507
7919,318.72,1.625,1.3197094442381507
7920,318.76,1.625,1.3197094442381507
7921,318.8,1.625,1.3197094442381507
7922,318.84,1.63,1.3197094442381507
7923,318.88,1.635,1.3197094442381507
7924,318.92,1.635,1.3197094442381507
7925,318.96,1.635,1.3197094442381507
7926,319.0,1.63,1.3197094442381507
7927,319.04,1.63,1.3197094442381507
7928,319.08,1.635,1.3197094442381507
7929,319.12,1.635,1.3197094442381507
7930,319.16,1.64,1.3197094442381507
7931,319.2,1.64,1.3197094442381507
7932,319.24,1.645,1.3197094442381507
7933,319.28,1.65,1.3197094442381507
7934,319.32,1.65,1.3197094442381507
7935,319.36,1.655,1.3197094442381507
7936,319.4,1.66,1.3197094442381507
7937,319.44,1.66,1.3197094442381507
7938,319.48,1.665,1.3197094442381507
7939,319.52,1.67,1.3197094442381507
7940,319.56,1.675,1.3197094442381507
7941,319.6,1.68,1.3197094442381507
7942,319.64,1.675,1.3197094442381507
7943,319.68,1.675,1.3197094442381507
7944,319.72,1.675,1.3197094442381507
7945,319.76,1.67,1.3197094442381507
7946,319.8,1.67,1.3197094442381507
7947,319.84,1.67,1.3197094442381507
7948,319.88,1.66,1.3197094442381507
7949,319.92,1.655,1.3197094442381507
7950,319.96,1.65,1.3197094442381507
7951,320.0,1.645,1.3197094442381507
7952,320.04,1.635,1.3197094442381507
7953,320.08,1.635,1.3197094442381507
7954,320.12,1.63,1.3197094442381507
7955,320.16,1.63,1.3197094442381507
7956,320.2,1.63,1.3197094442381507
7957,320.24,1.625,1.3197094442381507
7958,320.28,1.625,1.3197094442381507
7959,320.32,1.625,1.3197094442381507
7960,320.36,1.62,1.3197094442381507
7961,320.4,1.615,1.3197094442381507
7962,320.44,1.61,1.3197094442381507
7963,320.48,1.605,1.3197094442381507
7964,320.52,1.6,1.3197094442381507
7965,320.56,1.59,1.3197094442381507
7966,320.6,1.58,1.3197094442381507
7967,320.64,1.575,1.3197094442381507
