,t,fronters_count,fit
0,1.96,,14.859804546777088
1,2.0,,14.851257037553555
2,2.04,,14.842542345047717
3,2.08,,14.83366079524378
4,2.12,,14.824612720223552
5,2.16,,14.815398458145747
6,2.2,,14.806018353224923
7,2.24,,14.796472755710056
8,2.28,,14.786762021862735
9,2.32,,14.776886513935017
10,2.36,,14.766846600146893
11,2.4,,14.756642654663413
12,2.44,,14.746275057571449
13,2.48,,14.7357441948561
14,2.52,,14.725050458376739
15,2.56,,14.714194245842723
16,2.6,,14.703175960788736
17,2.64,,14.691996012549794
18,2.68,,14.680654816235906
19,2.72,,14.669152792706386
20,2.76,,14.657490368543831
21,2.8,,14.645667976027758
22,2.84,,14.633686053107892
23,2.88,,14.62154504337715
24,2.92,,14.609245396044257
25,2.96,,14.596787565906066
26,3.0,,14.584172013319524
27,3.04,,14.571399204173336
28,3.08,,14.558469609859285
29,3.12,,14.545383707243253
30,3.16,,14.532141978635915
31,3.2,,14.518744911763111
32,3.24,,14.505192999735925
33,3.28,,14.491486741020438
34,3.32,,14.47762663940718
35,3.36,,14.463613203980282
36,3.4,,14.449446949086317
37,3.44,,14.435128394302852
38,3.48,,14.420658064406693
39,3.52,,14.406036489341854
40,3.56,,14.39126420418721
41,3.6,,14.37634174912389
42,3.64,,14.361269669402358
43,3.68,,14.346048515309233
44,3.72,,14.330678842133818
45,3.76,,14.315161210134354
46,3.8,,14.299496184504006
47,3.84,,14.28368433533657
48,3.88,,14.267726237591914
49,3.92,20.45,14.251622471061156
50,3.96,20.46,14.23537362033158
51,4.0,20.465,14.218980274751294
52,4.04,20.47,14.202443028393626
53,4.08,20.485,14.18576248002127
54,4.12,20.49,14.168939233050185
55,4.16,20.5,14.151973895513247
56,4.2,20.515,14.134867080023644
57,4.24,20.525,14.117619403738054
58,4.28,20.53,14.100231488319555
59,4.32,20.54,14.08270395990033
60,4.36,20.545,14.065037449044121
61,4.4,20.555,14.047232590708461
62,4.44,20.565,14.029290024206682
63,4.48,20.575,14.011210393169694
64,4.52,20.585,13.992994345507556
65,4.56,20.595,13.974642533370817
66,4.6,20.605,13.956155613111664
67,4.64,20.615,13.937534245244839
68,4.68,20.62,13.918779094408368
69,4.72,20.625,13.899890829324073
70,4.76,20.63,13.880870122757893
71,4.8,20.635,13.861717651480008
72,4.84,20.65,13.842434096224776
73,4.88,20.665,13.823020141650458
